COUNTRY,Country,Resource,Stocks and flows,Class,Year,Unit,Value
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2014,Tonnes,0.088
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2015,Tonnes,0.083
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2016,Tonnes,0.04
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2017,Tonnes,0.165
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2018,Tonnes,0.118
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2019,Tonnes,0.203
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2020,Tonnes,0.176
CAN,Canada,Lead,Closing stock,Class A - Commercially recoverable resources,2021,Tonnes,0.131
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2000,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2001,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2002,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2003,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2004,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2005,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2006,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2007,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2008,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2009,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2010,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2011,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2012,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2013,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2014,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2015,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2016,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2017,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2018,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2019,Tonnes,0
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2020,Tonnes,-0.027
CAN,Canada,Lead,Discrepancies,Class A - Commercially recoverable resources,2021,Tonnes,0
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2000,Tonnes,4.983
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2001,Tonnes,4.782
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2002,Tonnes,4.335
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2003,Tonnes,4.92
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2004,Tonnes,4.303
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2005,Tonnes,3.846
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2006,Tonnes,3.96
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2007,Tonnes,3.94
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2008,Tonnes,3.778
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2009,Tonnes,3.605
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2010,Tonnes,3.301
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2011,Tonnes,3.074
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2012,Tonnes,2.936
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2013,Tonnes,2.617
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2014,Tonnes,2.682
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2015,Tonnes,2.287
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2016,Tonnes,2.725
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2017,Tonnes,2.604
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2018,Tonnes,2.79
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2019,Tonnes,2.296
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2020,Tonnes,2.236
CAN,Canada,Nickel,Opening stock,Class A - Commercially recoverable resources,2021,Tonnes,1.977
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2002,Tonnes,0.765
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2005,Tonnes,0.307
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2006,Tonnes,0.205
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2007,Tonnes,0.083
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2008,Tonnes,0.073
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2011,Tonnes,0.073
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2013,Tonnes,0.283
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2015,Tonnes,0.663
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2016,Tonnes,0.109
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2017,Tonnes,0.392
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2019,Tonnes,0.116
CAN,Canada,Nickel,Upward reappraisals,Class A - Commercially recoverable resources,2021,Tonnes,0.066
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2002,Tonnes,0.765
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2005,Tonnes,0.307
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2006,Tonnes,0.205
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2007,Tonnes,0.083
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2008,Tonnes,0.073
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2011,Tonnes,0.073
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2013,Tonnes,0.283
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2015,Tonnes,0.663
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2016,Tonnes,0.109
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2017,Tonnes,0.392
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2019,Tonnes,0.116
CAN,Canada,Nickel,Total additions to stock,Class A - Commercially recoverable resources,2021,Tonnes,0.066
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2000,Tonnes,0.181
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2001,Tonnes,0.184
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2002,Tonnes,0.18
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2003,Tonnes,0.156
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2004,Tonnes,0.177
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2005,Tonnes,0.193
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2006,Tonnes,0.225
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2007,Tonnes,0.245
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2008,Tonnes,0.246
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2009,Tonnes,0.133
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2010,Tonnes,0.156
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2011,Tonnes,0.211
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2012,Tonnes,0.204
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2013,Tonnes,0.218
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2014,Tonnes,0.218
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2015,Tonnes,0.225
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2016,Tonnes,0.23
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2017,Tonnes,0.206
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2018,Tonnes,0.176
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2019,Tonnes,0.176
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2020,Tonnes,0.158
CAN,Canada,Nickel,Extractions,Class A - Commercially recoverable resources,2021,Tonnes,0.134
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2000,Tonnes,0.02
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2001,Tonnes,0.263
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2003,Tonnes,0.462
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2004,Tonnes,0.28
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2009,Tonnes,0.172
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2010,Tonnes,0.071
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2012,Tonnes,0.115
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2014,Tonnes,0.177
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2018,Tonnes,0.318
CAN,Canada,Nickel,Downward reappraisals,Class A - Commercially recoverable resources,2020,Tonnes,0.101
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2000,Tonnes,0.201
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2001,Tonnes,0.447
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2002,Tonnes,0.18
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2003,Tonnes,0.617
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2004,Tonnes,0.457
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2005,Tonnes,0.193
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2006,Tonnes,0.225
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2007,Tonnes,0.245
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2008,Tonnes,0.246
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2009,Tonnes,0.304
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2010,Tonnes,0.227
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2011,Tonnes,0.211
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2012,Tonnes,0.319
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2013,Tonnes,0.218
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2014,Tonnes,0.395
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2015,Tonnes,0.225
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2016,Tonnes,0.23
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2017,Tonnes,0.206
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2018,Tonnes,0.494
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2019,Tonnes,0.176
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2020,Tonnes,0.259
CAN,Canada,Nickel,Total reductions in stock,Class A - Commercially recoverable resources,2021,Tonnes,0.134
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2000,Tonnes,4.782
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2001,Tonnes,4.335
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2002,Tonnes,4.92
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2003,Tonnes,4.303
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2004,Tonnes,3.846
CAN,Canada,Nickel,Closing stock,Class A - Commercially recoverable resources,2005,Tonnes,3.96
