atc_code,atc_name,ddd,uom,adm_r,note
P03AA,Sulfur containing products,NA,NA,NA,NA
P03AA01,dixanthogen,NA,NA,NA,NA
P03AA02,potassium polysulfide,NA,NA,NA,NA
P03AA03,mesulfen,NA,NA,NA,NA
P03AA04,disulfiram,NA,NA,NA,NA
P03AA05,thiram,NA,NA,NA,NA
P03AA54,"disulfiram, combinations",NA,NA,NA,NA
P03AB,Chlorine containing products,NA,NA,NA,NA
P03AB01,clofenotane,NA,NA,NA,NA
P03AB02,lindane,NA,NA,NA,NA
P03AB51,"clofenotane, combinations",NA,NA,NA,NA
P03AC,"Pyrethrines, incl. synthetic compounds",NA,NA,NA,NA
P03AC01,pyrethrum,NA,NA,NA,NA
P03AC02,bioallethrin,NA,NA,NA,NA
P03AC03,phenothrin,NA,NA,NA,NA
P03AC04,permethrin,NA,NA,NA,NA
P03AC51,"pyrethrum, combinations",NA,NA,NA,NA
P03AC52,"bioallethrin, combinations",NA,NA,NA,NA
P03AC53,"phenothrin, combinations",NA,NA,NA,NA
P03AC54,"permethrin, combinations",NA,NA,NA,NA
P03AX,"Other ectoparasiticides, incl. scabicides",NA,NA,NA,NA
P03AX01,benzyl benzoate,NA,NA,NA,NA
P03AX02,copper oleinate,NA,NA,NA,NA
P03AX03,malathion,NA,NA,NA,NA
P03AX04,quassia,NA,NA,NA,NA
P03AX05,dimeticone,NA,NA,NA,NA
P03AX06,benzyl alcohol,NA,NA,NA,NA
P03AX07,abametapir,NA,NA,NA,NA
P03B,INSECTICIDES AND REPELLENTS,NA,NA,NA,NA
P03BA,Pyrethrines,NA,NA,NA,NA
P03BA01,cyfluthrin,NA,NA,NA,NA
P03BA02,cypermethrin,NA,NA,NA,NA
P03BA03,decamethrin,NA,NA,NA,NA
P03BA04,tetramethrin,NA,NA,NA,NA
P03BX,Other insecticides and repellents,NA,NA,NA,NA
P03BX01,diethyltoluamide,NA,NA,NA,NA
P03BX02,dimethylphthalate,NA,NA,NA,NA
P03BX03,dibutylphthalate,NA,NA,NA,NA
P03BX04,dibutylsuccinate,NA,NA,NA,NA
P03BX05,dimethylcarbate,NA,NA,NA,NA
P03BX06,etohexadiol,NA,NA,NA,NA
R,RESPIRATORY SYSTEM,NA,NA,NA,NA
R01,NASAL PREPARATIONS,NA,NA,NA,NA
R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,NA,NA,NA,NA
R01AA,"Sympathomimetics, plain",NA,NA,NA,NA
R01AA02,cyclopentamine,NA,NA,NA,NA
R01AA03,ephedrine,8,mg,N,NA
R01AA04,phenylephrine,4,mg,N,NA
R01AA05,oxymetazoline,0.4,mg,N,NA
R01AA06,tetryzoline,0.8,mg,N,NA
R01AA07,xylometazoline,0.8,mg,N,NA
R01AA08,naphazoline,0.4,mg,N,NA
R01AA09,tramazoline,NA,NA,NA,NA
R01AA10,metizoline,NA,NA,NA,NA
R01AA11,tuaminoheptane,NA,NA,NA,NA
R01AA12,fenoxazoline,NA,NA,NA,NA
R01AA13,tymazoline,NA,NA,NA,NA
R01AA14,epinephrine,NA,NA,NA,NA
R01AA15,indanazoline,NA,NA,NA,NA
R01AB,"Sympathomimetics, combinations excl. corticosteroids",NA,NA,NA,NA
R01AB01,phenylephrine,NA,NA,NA,NA
R01AB02,naphazoline,NA,NA,NA,NA
R01AB03,tetryzoline,NA,NA,NA,NA
R01AB05,ephedrine,NA,NA,NA,NA
R01AB06,xylometazoline,NA,NA,NA,NA
R01AB07,oxymetazoline,NA,NA,NA,NA
R01AB08,tuaminoheptane,NA,NA,NA,NA
R01AC,"Antiallergic agents, excl. corticosteroids",NA,NA,NA,NA
R01AC01,cromoglicic acid,40,mg,N,NA
R01AC02,levocabastine,0.6,mg,N,NA
R01AC03,azelastine,0.56,mg,N,NA
R01AC04,antazoline,NA,NA,NA,NA
R01AC05,spaglumic acid,NA,NA,NA,NA
R01AC06,thonzylamine,NA,NA,NA,NA
R01AC07,nedocromil,10.4,mg,N,NA
R01AC08,olopatadine,NA,NA,NA,NA
R01AC51,"cromoglicic acid, combinations",NA,NA,NA,NA
R01AD,Corticosteroids,NA,NA,NA,NA
R01AD01,beclometasone,0.4,mg,N,NA
R01AD02,prednisolone,NA,NA,NA,NA
R01AD03,dexamethasone,NA,NA,NA,NA
R01AD04,flunisolide,0.15,mg,N,NA
R01AD05,budesonide,0.2,mg,N,NA
R01AD06,betamethasone,0.4,mg,N,NA
R01AD07,tixocortol,8,mg,N,NA
R01AD08,fluticasone,0.2,mg,N,NA
R01AD09,mometasone,0.2,mg,N,NA
R01AD11,triamcinolone,0.22,mg,N,NA
R01AD12,fluticasone furoate,0.11,mg,N,NA
R01AD13,ciclesonide,0.2,mg,N,NA
R01AD52,"prednisolone, combinations",NA,NA,NA,NA
R01AD53,"dexamethasone, combinations",NA,NA,NA,NA
R01AD57,"tixocortol, combinations",NA,NA,NA,NA
R01AD58,"fluticasone, combinations",NA,NA,NA,NA
R01AD59,"mometasone, combinations",NA,NA,NA,NA
R01AD60,"hydrocortisone, combinations",NA,NA,NA,NA
R01AX,Other nasal preparations,NA,NA,NA,NA
R01AX01,calcium hexamine thiocyanate,NA,NA,NA,NA
R01AX02,retinol,800,U,N,NA
R01AX03,ipratropium bromide,0.24,mg,N,NA
R01AX05,ritiometan,NA,NA,NA,NA
R01AX06,mupirocin,NA,NA,NA,NA
R01AX07,hexamidine,NA,NA,NA,NA
R01AX08,framycetin,NA,NA,NA,NA
R01AX09,hyaluronic acid,NA,NA,NA,NA
R01AX10,various,NA,NA,NA,NA
R01AX30,combinations,NA,NA,NA,NA
R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE,NA,NA,NA,NA
R01BA,Sympathomimetics,NA,NA,NA,NA
R01BA01,phenylpropanolamine,0.1,g,O,NA
R01BA02,pseudoephedrine,0.24,g,O,NA
R01BA03,phenylephrine,40,mg,O,NA
R01BA51,"phenylpropanolamine, combinations",0.1,g,O,Refers to phenylpropanolamine
R01BA52,"pseudoephedrine, combinations",0.24,g,O,Refers to pseudoephedrine
R01BA53,"phenylephrine, combinations",NA,NA,NA,NA
R02,THROAT PREPARATIONS,NA,NA,NA,NA
R02A,THROAT PREPARATIONS,NA,NA,NA,NA
R02AA,Antiseptics,NA,NA,NA,NA
R02AA01,ambazone,40,mg,O,NA
R02AA02,dequalinium,1.5,mg,O,NA
R02AA03,dichlorobenzyl alcohol,NA,NA,NA,NA
R02AA05,chlorhexidine,30,mg,O,NA
R02AA06,cetylpyridinium,NA,NA,NA,NA
R02AA09,benzethonium,NA,NA,NA,NA
R02AA10,myristyl-benzalkonium,NA,NA,NA,NA
R02AA11,chlorquinaldol,NA,NA,NA,NA
R02AA12,hexylresorcinol,NA,NA,NA,NA
R02AA13,acriflavinium chloride,NA,NA,NA,NA
R02AA14,oxyquinoline,NA,NA,NA,NA
R02AA15,povidone-iodine,NA,NA,NA,NA
R02AA16,benzalkonium,NA,NA,NA,NA
R02AA17,cetrimonium,NA,NA,NA,NA
R02AA18,hexamidine,NA,NA,NA,NA
R02AA19,phenol,NA,NA,NA,NA
R02AA20,various,NA,NA,NA,NA
R02AA21,octenidine,NA,NA,NA,NA
R02AB,Antibiotics,NA,NA,NA,NA
R02AB01,neomycin,NA,NA,NA,NA
R02AB02,tyrothricin,NA,NA,NA,NA
R02AB03,fusafungine,NA,NA,NA,NA
R02AB04,bacitracin,NA,NA,NA,NA
R02AB30,gramicidin,NA,NA,NA,NA
R02AD,"Anesthetics, local",NA,NA,NA,NA
R02AD01,benzocaine,NA,NA,NA,NA
R02AD02,lidocaine,NA,NA,NA,NA
R02AD03,cocaine,NA,NA,NA,NA
R02AD04,dyclonine,NA,NA,NA,NA
R02AD05,ambroxol,NA,NA,NA,NA
R02AX,Other throat preparations,NA,NA,NA,NA
R02AX01,flurbiprofen,44,mg,O,NA
R02AX02,ibuprofen,NA,NA,NA,NA
R02AX03,benzydamine,9,mg,O,NA
R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA,NA,NA,NA
R03A,"ADRENERGICS, INHALANTS",NA,NA,NA,NA
R03AA,Alpha- and beta-adrenoreceptor agonists,NA,NA,NA,NA
R03AA01,epinephrine,2.24,mg,Inhal.aerosol,NA
R03AA01,epinephrine,20,mg,Inhal.solution,NA
R03AB,Non-selective beta-adrenoreceptor agonists,NA,NA,NA,NA
R03AB02,isoprenaline,0.64,mg,Inhal.aerosol,NA
R03AB02,isoprenaline,10,mg,Inhal.solution,NA
R03AB03,orciprenaline,6,mg,Inhal.aerosol,NA
R03AC,Selective beta-2-adrenoreceptor agonists,NA,NA,NA,NA
R03AC02,salbutamol,0.8,mg,Inhal.aerosol,NA
R03AC02,salbutamol,0.8,mg,Inhal.powder,NA
R03AC02,salbutamol,10,mg,Inhal.solution,NA
R03AC03,terbutaline,2,mg,Inhal.aerosol,NA
R03AC03,terbutaline,2,mg,Inhal.powder,NA
R03AC03,terbutaline,20,mg,Inhal.solution,NA
R03AC04,fenoterol,0.6,mg,Inhal.aerosol,NA
R03AC04,fenoterol,0.6,mg,Inhal.powder,NA
R03AC04,fenoterol,4,mg,Inhal.solution,NA
R03AC05,rimiterol,1.6,mg,Inhal.aerosol,NA
R03AC06,hexoprenaline,1.5,mg,Inhal.aerosol,NA
R03AC07,isoetarine,NA,NA,NA,NA
R03AC08,pirbuterol,1.2,mg,Inhal.aerosol,NA
R03AC09,tretoquinol,NA,NA,NA,NA
R03AC10,carbuterol,NA,NA,NA,NA
R03AC11,tulobuterol,1.6,mg,Inhal.aerosol,NA
R03AC12,salmeterol,0.1,mg,Inhal.aerosol,NA
R03AC12,salmeterol,0.1,mg,Inhal.powder,NA
R03AC13,formoterol,24,mcg,Inhal.aerosol,NA
R03AC13,formoterol,24,mcg,Inhal.powder,NA
R03AC14,clenbuterol,NA,NA,NA,NA
R03AC15,reproterol,NA,NA,NA,NA
R03AC16,procaterol,60,mcg,Inhal.aerosol,NA
R03AC17,bitolterol,NA,NA,NA,NA
R03AC18,indacaterol,0.15,mg,Inhal.powder,NA
R03AC19,olodaterol,5,mcg,Inhal.solution,NA
R03AH,Combinations of adrenergics,NA,NA,NA,NA
R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",NA,NA,NA,NA
R03AK01,epinephrine and other drugs for obstructive airway diseases,NA,NA,NA,NA
R03AK02,isoprenaline and other drugs for obstructive airway diseases,NA,NA,NA,NA
R03AK04,salbutamol and sodium cromoglicate,NA,NA,NA,NA
R03AK05,reproterol and sodium cromoglicate,NA,NA,NA,NA
R03AK06,salmeterol and fluticasone,NA,NA,NA,NA
R03AK07,formoterol and budesonide,NA,NA,NA,NA
R03AK08,formoterol and beclometasone,NA,NA,NA,NA
R03AK09,formoterol and mometasone,NA,NA,NA,NA
R03AK10,vilanterol and fluticasone furoate,NA,NA,NA,NA
R03AK11,formoterol and fluticasone,NA,NA,NA,NA
R03AK12,salmeterol and budesonide,NA,NA,NA,NA
R03AK13,salbutamol and beclometasone,NA,NA,NA,NA
R03AK14,indacaterol and mometasone,NA,NA,NA,NA
R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,NA,NA,NA,NA
R03AL01,fenoterol and ipratropium bromide,NA,NA,NA,NA
R03AL02,salbutamol and ipratropium bromide,NA,NA,NA,NA
R03AL03,vilanterol and umeclidinium bromide,NA,NA,NA,NA
R03AL04,indacaterol and glycopyrronium bromide,NA,NA,NA,NA
R03AL05,formoterol and aclidinium bromide,NA,NA,NA,NA
R03AL06,olodaterol and tiotropium bromide,NA,NA,NA,NA
R03AL07,formoterol and glycopyrronium bromide,NA,NA,NA,NA
R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate",NA,NA,NA,NA
R03AL09,"formoterol, glycopyrronium bromide and beclometasone",NA,NA,NA,NA
R03AL10,formoterol and tiotropium bromide,NA,NA,NA,NA
R03AL11,"formoterol, glycopyrronium bromide and budesonide",NA,NA,NA,NA
R03AL12,"indacaterol, glycopyrronium bromide and mometasone",NA,NA,NA,NA
R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",NA,NA,NA,NA
R03BA,Glucocorticoids,NA,NA,NA,NA
R03BA01,beclometasone,0.8,mg,Inhal.aerosol,NA
R03BA01,beclometasone,0.8,mg,Inhal.powder,NA
R03BA01,beclometasone,1.5,mg,Inhal.solution,NA
R03BA02,budesonide,0.8,mg,Inhal.aerosol,NA
R03BA02,budesonide,0.8,mg,Inhal.powder,NA
R03BA02,budesonide,1.5,mg,Inhal.solution,NA
R03BA03,flunisolide,1,mg,Inhal.aerosol,NA
R03BA04,betamethasone,NA,NA,NA,NA
R03BA05,fluticasone,0.6,mg,Inhal.aerosol,NA
R03BA05,fluticasone,0.6,mg,Inhal.powder,NA
R03BA05,fluticasone,1.5,mg,Inhal.solution,NA
R03BA06,triamcinolone,NA,NA,NA,NA
R03BA07,mometasone,0.4,mg,Inhal.powder,NA
R03BA08,ciclesonide,0.16,mg,Inhal.aerosol,NA
R03BA09,fluticasone furoate,NA,NA,NA,NA
R03BB,Anticholinergics,NA,NA,NA,NA
R03BB01,ipratropium bromide,0.12,mg,Inhal.aerosol,NA
R03BB01,ipratropium bromide,0.12,mg,Inhal.powder,NA
R03BB01,ipratropium bromide,0.3,mg,Inhal.solution,NA
R03BB02,oxitropium bromide,0.6,mg,Inhal.aerosol,NA
R03BB02,oxitropium bromide,4,mg,Inhal.solution,NA
R03BB03,stramoni preparations,NA,NA,NA,NA
R03BB04,tiotropium bromide,10,mcg,"""Inhal. powder""","""Expressed as tiotropium, delivered dose"""
R03BB04,tiotropium bromide,5,mcg,Inhal.solution,NA
R03BB05,aclidinium bromide,0.644,mg,"""Inhal. powder""","""Expressed as aclidinium, delivered dose"""
R03BB06,glycopyrronium bromide,44,mcg,"""Inhal. powder""","""Expressed as glycopyrronium, delivered dose"""
R03BB07,umeclidinium bromide,55,mcg,"""Inhal. powder""","""Expressed as umeclidinium, delivered dose"""
R03BB08,revefenacin,NA,NA,NA,NA
R03BB54,"tiotropium bromide, combinations",NA,NA,NA,NA
R03BC,"Antiallergic agents, excl. corticosteroids",NA,NA,NA,NA
R03BC01,cromoglicic acid,40,mg,Inhal.aerosol,NA
R03BC01,cromoglicic acid,80,mg,Inhal.powder,NA
R03BC01,cromoglicic acid,80,mg,Inhal.solution,NA
R03BC03,nedocromil,8,mg,Inhal.aerosol,NA
R03BX,"Other drugs for obstructive airway diseases, inhalants",NA,NA,NA,NA
R03BX01,fenspiride,NA,NA,NA,NA
R03C,ADRENERGICS FOR SYSTEMIC USE,NA,NA,NA,NA
R03CA,Alpha- and beta-adrenoreceptor agonists,NA,NA,NA,NA
R03CA02,ephedrine,50,mg,O,NA
R03CB,Non-selective beta-adrenoreceptor agonists,NA,NA,NA,NA
R03CB01,isoprenaline,40,mg,O,NA
R03CB02,methoxyphenamine,0.4,g,O,NA
R03CB03,orciprenaline,60,mg,O,NA
R03CB03,orciprenaline,60,mg,P,NA
R03CB51,"isoprenaline, combinations",NA,NA,NA,NA
R03CB53,"orciprenaline, combinations",NA,NA,NA,NA
R03CC,Selective beta-2-adrenoreceptor agonists,NA,NA,NA,NA
R03CC02,salbutamol,12,mg,O,NA
R03CC02,salbutamol,12,mg,P,NA
R03CC03,terbutaline,15,mg,O,NA
R03CC03,terbutaline,15,mg,P,NA
R03CC04,fenoterol,10,mg,O,NA
R03CC04,fenoterol,10,mg,R,NA
R03CC05,hexoprenaline,1.5,mg,O,NA
R03CC05,hexoprenaline,1.5,mg,P,NA
R03CC06,isoetarine,40,mg,O,NA
R03CC07,pirbuterol,30,mg,O,NA
R03CC08,procaterol,0.1,mg,O,NA
R03CC09,tretoquinol,9,mg,O,NA
R03CC09,tretoquinol,0.2,mg,P,NA
R03CC10,carbuterol,6,mg,O,NA
R03CC11,tulobuterol,4,mg,O,NA
R03CC12,bambuterol,20,mg,O,NA
R03CC13,clenbuterol,40,mcg,O,NA
R03CC14,reproterol,NA,NA,NA,NA
R03CC15,formoterol,0.16,mg,O,NA
R03CC53,"terbutaline, combinations",NA,NA,NA,NA
R03CC63,clenbuterol and ambroxol,NA,NA,NA,NA
R03CK,Adrenergics and other drugs for obstructive airway diseases,NA,NA,NA,NA
R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA,NA,NA,NA
R03DA,Xanthines,NA,NA,NA,NA
R03DA01,diprophylline,1,g,O,NA
R03DA01,diprophylline,1,g,P,NA
R03DA01,diprophylline,1,g,R,NA
R03DA02,choline theophyllinate,0.6,g,O,NA
R03DA02,choline theophyllinate,0.6,g,R,NA
R03DA03,proxyphylline,1.2,g,O,NA
R03DA03,proxyphylline,1.2,g,P,NA
R03DA03,proxyphylline,1.2,g,R,NA
R03DA04,theophylline,0.4,g,O,NA
R03DA04,theophylline,0.4,g,P,NA
R03DA04,theophylline,0.4,g,R,NA
R03DA05,aminophylline,0.6,g,O,NA
R03DA05,aminophylline,0.6,g,P,NA
R03DA05,aminophylline,0.6,g,R,NA
R03DA06,etamiphylline,NA,NA,NA,NA
R03DA07,theobromine,NA,NA,NA,NA
R03DA08,bamifylline,NA,NA,NA,NA
R03DA09,acefylline piperazine,NA,NA,NA,NA
R03DA10,bufylline,NA,NA,NA,NA
R03DA11,doxofylline,0.8,g,O,NA
R03DA11,doxofylline,0.8,g,P,NA
R03DA12,mepyramine theophyllinacetate,0.6,g,O,NA
R03DA20,combinations of xanthines,NA,NA,NA,NA
R03DA51,"diprophylline, combinations",NA,NA,NA,NA
R03DA54,"theophylline, combinations excl. psycholeptics",NA,NA,NA,NA
R03DA55,"aminophylline, combinations",NA,NA,NA,NA
R03DA57,"theobromine, combinations",NA,NA,NA,NA
R03DA74,"theophylline, combinations with psycholeptics",NA,NA,NA,NA
R03DB,Xanthines and adrenergics,NA,NA,NA,NA
R03DB01,diprophylline and adrenergics,NA,NA,NA,NA
R03DB02,choline theophyllinate and adrenergics,NA,NA,NA,NA
R03DB03,proxyphylline and adrenergics,NA,NA,NA,NA
R03DB04,theophylline and adrenergics,NA,NA,NA,NA
R03DB05,aminophylline and adrenergics,NA,NA,NA,NA
R03DB06,etamiphylline and adrenergics,NA,NA,NA,NA
R03DC,Leukotriene receptor antagonists,NA,NA,NA,NA
R03DC01,zafirlukast,40,mg,O,NA
R03DC02,pranlukast,NA,NA,NA,NA
R03DC03,montelukast,10,mg,O,NA
R03DC04,ibudilast,NA,NA,NA,NA
R03DC53,"montelukast, combinations",NA,NA,NA,NA
R03DX,Other systemic drugs for obstructive airway diseases,NA,NA,NA,NA
R03DX01,amlexanox,NA,NA,NA,NA
R03DX02,eprozinol,NA,NA,NA,NA
R03DX03,fenspiride,NA,NA,NA,NA
R03DX05,omalizumab,16,mg,P,NA
R03DX06,seratrodast,NA,NA,NA,NA
R03DX07,roflumilast,0.5,mg,O,NA
R03DX08,reslizumab,7.1,mg,P,NA
R03DX09,mepolizumab,3.6,mg,P,NA
R03DX10,benralizumab,0.54,mg,P,NA
R03DX11,tezepelumab,NA,NA,NA,NA
R05,COUGH AND COLD PREPARATIONS,NA,NA,NA,NA
R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",NA,NA,NA,NA
R05CA,Expectorants,NA,NA,NA,NA
R05CA01,tyloxapol,5,mg,Inhal.solution,NA
R05CA02,potassium iodide,1.2,g,O,NA
R05CA03,guaifenesin,0.9,g,O,NA
R05CA03,guaifenesin,0.9,g,P,NA
R05CA04,ipecacuanha,4,mg,O,emetine
R05CA05,altheae radix,1.6,g,O,root
R05CA06,senega,3,g,O,root
R05CA07,antimony pentasulfide,0.2,g,O,NA
R05CA08,creosote,NA,NA,NA,NA
R05CA09,guaiacolsulfonate,NA,NA,NA,NA
R05CA10,combinations,NA,NA,NA,NA
R05CA11,levoverbenone,NA,NA,NA,NA
R05CA12,Hederae helicis folium,NA,NA,NA,NA
R05CA13,cineole,NA,NA,NA,NA
R05CB,Mucolytics,NA,NA,NA,NA
R05CB01,acetylcysteine,1.6,g,Inhal.solution,NA
R05CB01,acetylcysteine,0.5,g,O,NA
R05CB02,bromhexine,24,mg,O,NA
R05CB02,bromhexine,24,mg,P,NA
R05CB03,carbocisteine,1.5,g,O,NA
R05CB04,eprazinone,0.2,g,O,NA
R05CB05,mesna,1.2,g,Inhal.solution,NA
R05CB06,ambroxol,0.12,g,O,NA
R05CB07,sobrerol,NA,NA,NA,NA
R05CB08,domiodol,NA,NA,NA,NA
R05CB09,letosteine,NA,NA,NA,NA
R05CB10,combinations,NA,NA,NA,NA
R05CB11,stepronin,NA,NA,NA,NA
R05CB13,dornase alfa (desoxyribonuclease),2.5,mg,Inhal.solution,NA
R05CB14,neltenexine,NA,NA,NA,NA
R05CB15,erdosteine,0.6,g,O,NA
R05CB16,mannitol,0.8,g,Inhal.powder,NA
R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",NA,NA,NA,NA
R05DA,Opium alkaloids and derivatives,NA,NA,NA,NA
R05DA01,ethylmorphine,50,mg,O,NA
R05DA03,hydrocodone,15,mg,O,NA
R05DA04,codeine,0.1,g,O,NA
R05DA05,opium alkaloids with morphine,NA,NA,NA,NA
R05DA06,normethadone,NA,NA,NA,NA
R05DA07,noscapine,0.125,g,O,NA
R05DA08,pholcodine,50,mg,O,NA
R05DA09,dextromethorphan,90,mg,O,NA
R05DA10,thebacon,15,mg,O,NA
R05DA11,dimemorfan,NA,NA,NA,NA
R05DA12,acetyldihydrocodeine,30,mg,O,NA
R05DA20,combinations,NA,NA,NA,NA
R05DB,Other cough suppressants,NA,NA,NA,NA
R05DB01,benzonatate,0.6,g,O,NA
R05DB02,benproperine,75,mg,O,NA
R05DB03,clobutinol,0.12,g,O,NA
R05DB03,clobutinol,0.12,g,P,NA
R05DB04,isoaminile,0.11,g,O,NA
R05DB05,pentoxyverine,0.1,g,O,NA
R05DB05,pentoxyverine,0.1,g,R,NA
R05DB07,oxolamine,0.6,g,O,NA
R05DB09,oxeladin,80,mg,O,NA
R05DB10,clofedanol,60,mg,O,NA
R05DB11,pipazetate,80,mg,O,NA
R05DB12,bibenzonium bromide,90,mg,O,NA
R05DB13,butamirate,25,mg,O,NA
R05DB14,fedrilate,0.2,g,O,NA
R05DB15,zipeprol,NA,NA,NA,NA
R05DB16,dibunate,NA,NA,NA,NA
R05DB17,droxypropine,NA,NA,NA,NA
R05DB18,prenoxdiazine,NA,NA,NA,NA
R05DB19,dropropizine,NA,NA,NA,NA
R05DB20,combinations,NA,NA,NA,NA
R05DB21,cloperastine,60,mg,O,Expressed as cloperastine hydrochloride
R05DB22,meprotixol,NA,NA,NA,NA
R05DB23,piperidione,NA,NA,NA,NA
R05DB24,tipepidine,NA,NA,NA,NA
R05DB25,morclofone,NA,NA,NA,NA
R05DB26,nepinalone,NA,NA,NA,NA
R05DB27,levodropropizine,0.12,g,O,NA
R05DB28,dimethoxanate,NA,NA,NA,NA
R05DB29,gefapixant,NA,NA,NA,NA
R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",NA,NA,NA,NA
R05FA,Opium derivatives and expectorants,NA,NA,NA,NA
R05FA01,opium derivatives and mucolytics,NA,NA,NA,NA
R05FA02,opium derivatives and expectorants,NA,NA,NA,NA
R05FB,Other cough suppressants and expectorants,NA,NA,NA,NA
R05FB01,cough suppressants and mucolytics,NA,NA,NA,NA
R05FB02,cough suppressants and expectorants,NA,NA,NA,NA
R05X,OTHER COLD PREPARATIONS,NA,NA,NA,NA
R06,ANTIHISTAMINES FOR SYSTEMIC USE,NA,NA,NA,NA
R06A,ANTIHISTAMINES FOR SYSTEMIC USE,NA,NA,NA,NA
R06AA,Aminoalkyl ethers,NA,NA,NA,NA
R06AA01,bromazine,NA,NA,NA,NA
R06AA02,diphenhydramine,0.2,g,O,NA
R06AA02,diphenhydramine,0.2,g,R,NA
R06AA04,clemastine,2,mg,O,NA
R06AA04,clemastine,2,mg,P,NA
R06AA06,chlorphenoxamine,80,mg,O,NA
R06AA06,chlorphenoxamine,80,mg,P,NA
R06AA07,diphenylpyraline,10,mg,O,NA
R06AA08,carbinoxamine,16,mg,O,NA
R06AA09,doxylamine,25,mg,O,NA
R06AA10,trimethobenzamide,NA,NA,NA,NA
R06AA11,dimenhydrinate,0.3,g,O,NA
R06AA11,dimenhydrinate,0.3,g,R,NA
R06AA52,"diphenhydramine, combinations",NA,NA,NA,NA
R06AA54,"clemastine, combinations",NA,NA,NA,NA
R06AA56,"chlorphenoxamine, combinations",NA,NA,NA,NA
R06AA57,"diphenylpyraline, combinations",NA,NA,NA,NA
R06AA59,"doxylamine, combinations",NA,NA,NA,NA
R06AA61,"dimenhydrinate, combinations",NA,NA,NA,NA
R06AB,Substituted alkylamines,NA,NA,NA,NA
R06AB01,brompheniramine,24,mg,O,NA
R06AB02,dexchlorpheniramine,6,mg,O,NA
R06AB02,dexchlorpheniramine,6,mg,P,NA
R06AB03,dimetindene,4,mg,O,NA
R06AB04,chlorphenamine,12,mg,O,NA
R06AB04,chlorphenamine,12,mg,P,NA
R06AB05,pheniramine,75,mg,O,NA
R06AB06,dexbrompheniramine,NA,NA,NA,NA
R06AB07,talastine,NA,NA,NA,NA
R06AB51,"brompheniramine, combinations",NA,NA,NA,NA
R06AB52,"dexchlorpheniramine, combinations",NA,NA,NA,NA
R06AB54,"chlorphenamine, combinations",NA,NA,NA,NA
R06AB56,"dexbrompheniramine, combinations",NA,NA,NA,NA
R06AC,Substituted ethylene diamines,NA,NA,NA,NA
R06AC01,mepyramine,0.2,g,O,NA
R06AC01,mepyramine,0.2,g,P,NA
R06AC02,histapyrrodine,80,mg,O,NA
R06AC03,chloropyramine,0.15,g,O,NA
R06AC03,chloropyramine,20,mg,P,NA
R06AC04,tripelennamine,0.15,g,O,NA
R06AC05,methapyrilene,NA,NA,NA,NA
R06AC06,thonzylamine,NA,NA,NA,NA
R06AC52,"histapyrrodine, combinations",NA,NA,NA,NA
R06AC53,"chloropyramine, combinations",NA,NA,NA,NA
R06AD,Phenothiazine derivatives,NA,NA,NA,NA
R06AD01,alimemazine,30,mg,O,NA
R06AD01,alimemazine,30,mg,P,NA
R06AD02,promethazine,25,mg,O,NA
R06AD02,promethazine,25,mg,P,NA
R06AD02,promethazine,25,mg,R,NA
R06AD03,thiethylperazine,13,mg,O,NA
R06AD03,thiethylperazine,13,mg,P,NA
R06AD03,thiethylperazine,13,mg,R,NA
R06AD04,methdilazine,16,mg,O,NA
R06AD05,hydroxyethylpromethazine,75,mg,O,NA
R06AD06,thiazinam,0.9,g,O,NA
R06AD06,thiazinam,0.3,g,R,NA
R06AD07,mequitazine,10,mg,O,NA
R06AD08,oxomemazine,30,mg,O,NA
R06AD09,isothipendyl,NA,NA,NA,NA
R06AD52,"promethazine, combinations",NA,NA,NA,NA
R06AD55,"hydroxyethylpromethazine, combinations",NA,NA,NA,NA
R06AE,Piperazine derivatives,NA,NA,NA,NA
R06AE01,buclizine,50,mg,O,NA
R06AE03,cyclizine,0.1,g,O,NA
R06AE03,cyclizine,0.1,g,P,NA
R06AE03,cyclizine,0.3,g,R,NA
R06AE04,chlorcyclizine,0.1,g,O,NA
R06AE05,meclozine,50,mg,O,NA
R06AE05,meclozine,50,mg,R,NA
R06AE06,oxatomide,60,mg,O,NA
R06AE07,cetirizine,10,mg,O,NA
R06AE09,levocetirizine,5,mg,O,NA
R06AE51,"buclizine, combinations",NA,NA,NA,NA
R06AE53,"cyclizine, combinations",NA,NA,NA,NA
R06AE55,"meclozine, combinations",NA,NA,NA,NA
R06AK,Combinations of antihistamines,NA,NA,NA,NA
