Region,Indicator,Sex,Units,2011,2012,2013,2014,2015,2016
Bukedea,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,127,127,132,130,106,
Bukedea,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,42,43,43,43,44
Bukedea,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,78,79,101,80,74
Bukedea,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,43,30,
Bukedea,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,5,
Bukedea,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,27,21,
Bukedea,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,23,18,
Bukedea,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,30,28,23,27,26
Bukedea,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,60,65,61,66,58
Mbale,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,157,136,135,135,119,
Mbale,"Net Intake Rate (PNI) , primary",Both Sex,%,81,74,75,68,59,
Mbale,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,146,137,138,140,110,
Mbale,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,123,114,116,116,90,
Mbale,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,47,46,45,42,43
Mbale,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,68,65,63,87,64
Mbale,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,90,61,
Mbale,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,20,12,
Mbale,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,73,50,
Mbale,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,64,44,
Mbale,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,47,25,28,28,28
Mbale,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,74,74,83,79,132
Dokolo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,142,135,115,125,111,
Dokolo,"Net Intake Rate (PNI) , primary",Both Sex,%,115,111,95,99,91,
Dokolo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,142,135,115,125,111,
Dokolo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,115,111,95,99,91,
Dokolo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,66,67,59,59,64
Dokolo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,66,66,64,75,69
Dokolo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,25,12,
Dokolo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,0,
Dokolo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,16,8,
Dokolo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,14,7,
Dokolo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,28,21,20,19,18
Dokolo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,50,59,40,43,77
Lira,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,133,134,140,142,124,
Lira,"Net Intake Rate (PNI) , primary",Both Sex,%,111,114,121,121,104,
Lira,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,133,134,140,142,124,
Lira,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,111,114,121,121,104,
Lira,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,52,51,53,51,51
Lira,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,67,70,94,78,73
Lira,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,53,27,
Lira,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,5,2,
Lira,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,37,18,
Lira,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,33,16,
Lira,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,26,23,23,22,23
Lira,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,51,69,65,47,51
Amolatar,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,159,158,158,164,123,
Amolatar,"Net Intake Rate (PNI) , primary",Both Sex,%,128,127,130,131,100,
Amolatar,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,159,158,158,164,123,
Amolatar,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,128,127,130,131,100,
Amolatar,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,58,50,53,43,47
Amolatar,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,68,66,66,70,63
Amolatar,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,29,17,
Amolatar,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,3,
Amolatar,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,19,13,
Amolatar,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,17,12,
Amolatar,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,19,20,20,19,18
Amolatar,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,40,64,53,40,33
Kole,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,132,130,128,128,112,
Kole,"Net Intake Rate (PNI) , primary",Both Sex,%,114,110,112,104,94,
Kole,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,132,130,128,128,112,
Kole,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,114,110,112,104,94,
Kole,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,60,57,53,54,49
Kole,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,82,74,108,115,84
Kole,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,43,20,
Kole,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,4,
Kole,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,25,16,
Kole,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,20,14,
Kole,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,19,19,22,21,18
Kole,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,39,51,56,45,49
Oyam,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,152,135,138,149,128,
Oyam,"Net Intake Rate (PNI) , primary",Both Sex,%,132,119,124,143,111,
Oyam,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,152,135,138,149,128,
Oyam,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,132,119,124,143,111,
Oyam,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,64,64,69,59,64
Oyam,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,80,77,68,86,77
Oyam,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,14,7,
Oyam,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,0,
Oyam,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,10,5,
Oyam,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,8,4,
Oyam,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,27,22,19,15,13
Oyam,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,43,47,37,41,33
Moroto,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,45,44,37,39,47,
Moroto,"Net Intake Rate (PNI) , primary",Both Sex,%,35,33,29,29,36,
Moroto,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,45,44,37,39,47,
Moroto,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,35,33,29,29,36,
Moroto,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,30,27,24,23,24
Moroto,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,43,35,42,40,40
Moroto,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,17,19,
Moroto,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Moroto,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,9,13,
Moroto,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,8,9,
Moroto,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,23,19,22,19,20
Moroto,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,38,46,52,40,52
Kotido,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,42,39,42,38,42,
Kotido,"Net Intake Rate (PNI) , primary",Both Sex,%,33,31,35,30,33,
Kotido,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,42,39,42,38,42,
Kotido,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,33,31,35,30,33,
Kotido,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,81,82,74,79,75
Kotido,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,51,80,68,94,72
Kotido,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,13,12,
Kotido,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,0,
Kotido,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,8,9,
Kotido,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,6,8,
Kotido,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,88,37,39,43,42
Kotido,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,72,108,98,104,117
Kaabong,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,52,49,51,49,107,
Kaabong,"Net Intake Rate (PNI) , primary",Both Sex,%,45,42,44,42,89,
Kaabong,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,52,49,51,49,107,
Kaabong,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,45,42,44,42,89,
Kaabong,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,91,92,95,74,92
Kaabong,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,99,108,140,98,124
Kaabong,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,3,9,
Kaabong,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,0,
Kaabong,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,2,5,
Kaabong,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,2,4,
Kaabong,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,30,27,30,28,32
Kaabong,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,47,49,35,35,32
Amudat,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,28,28,33,21,22,
Amudat,"Net Intake Rate (PNI) , primary",Both Sex,%,24,24,30,19,18,
Amudat,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,28,28,33,21,22,
Amudat,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,24,24,30,19,18,
Amudat,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,60,63,51,57,61
Amudat,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,77,97,59,68,68
Amudat,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,3,1,
Amudat,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,0,
Amudat,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,1,0,
Amudat,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,1,0,
Amudat,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,14,15,17,3,14
Amudat,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,25,29,28,14,36
Kitgum,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,128,117,115,112,126,
Kitgum,"Net Intake Rate (PNI) , primary",Both Sex,%,100,94,93,91,100,
Kitgum,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,128,117,115,112,126,
Kitgum,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,100,94,93,91,100,
Kitgum,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,53,55,52,50,51
Kitgum,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,58,64,69,57,52
Kitgum,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,60,54,
Kitgum,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,4,
Kitgum,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,36,39,
Kitgum,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,33,34,
Kitgum,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,41,32,28,32,26
Kitgum,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,42,76,54,76,62
Nebbi,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,142,141,151,157,129,
Nebbi,"Net Intake Rate (PNI) , primary",Both Sex,%,116,114,125,126,108,
Nebbi,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,142,141,151,157,129,
Nebbi,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,114,125,126,108,
Nebbi,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,62,61,64,62,64
Nebbi,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,88,86,98,104,80
Nebbi,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,30,16,
Nebbi,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,2,1,
Nebbi,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,19,9,
Nebbi,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,17,8,
Nebbi,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,24,21,22,22
Nebbi,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,43,72,40,49,50
Maracha,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,183,174,179,184,162,
Maracha,"Net Intake Rate (PNI) , primary",Both Sex,%,159,149,160,160,145,
Maracha,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,183,174,179,184,162,
Maracha,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,159,149,160,160,145,
Maracha,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,66,69,68,67,70
Maracha,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,115,131,171,222,145
Maracha,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,28,23,
Maracha,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,3,
Maracha,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,18,14,
Maracha,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,16,12,
Maracha,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,22,16,17,18,17
Maracha,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,32,38,33,34,36
Amuru,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,109,110,112,130,111,
Amuru,"Net Intake Rate (PNI) , primary",Both Sex,%,84,81,84,93,77,
Amuru,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,109,110,112,130,111,
Amuru,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,84,81,84,93,77,
Amuru,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,65,64,62,64,58
Amuru,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,70,66,72,75,69
Amuru,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,24,16,
Amuru,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Amuru,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,15,12,
Amuru,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,13,10,
Amuru,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,30,21,18,19,18
Amuru,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,51,48,32,60,34
Yumbe,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,75,64,57,60,57,
Yumbe,"Net Intake Rate (PNI) , primary",Both Sex,%,62,53,48,49,48,
Yumbe,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,75,64,57,60,57,
Yumbe,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,62,53,48,49,48,
Yumbe,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,49,49,52,51,54
Yumbe,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,79,85,85,86,88
Yumbe,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,18,29,
Yumbe,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,2,3,
Yumbe,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,11,9,
Yumbe,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,9,8,
Yumbe,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,36,23,23,23,22
Yumbe,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,63,58,55,46,58
Alebtong,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,136,137,137,150,128,
Alebtong,"Net Intake Rate (PNI) , primary",Both Sex,%,116,116,119,123,105,
Alebtong,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,136,137,137,150,128,
Alebtong,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,116,116,119,123,105,
Alebtong,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,67,63,60,63,60
Alebtong,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,78,81,99,88,78
Alebtong,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,18,8,
Alebtong,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,0,
Alebtong,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,11,7,
Alebtong,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,10,6,
Alebtong,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,19,18,17,18,14
Alebtong,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,38,69,54,41,44
Arua,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,170,164,165,160,154,
Arua,"Net Intake Rate (PNI) , primary",Both Sex,%,144,139,144,137,133,
Arua,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,170,164,165,160,154,
Arua,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,144,139,144,137,133,
Arua,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,64,65,62,62,62
Arua,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,101,101,103,101,97
Arua,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,32,85,
Arua,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,9,
Arua,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,21,16,
Arua,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,19,14,
Arua,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,22,17,17,17,16
Arua,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,42,46,41,39,40
Abim,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,256,262,216,219,91,
Abim,"Net Intake Rate (PNI) , primary",Both Sex,%,201,209,182,181,72,
Abim,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,256,262,216,219,91,
Abim,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,201,209,182,181,72,
Abim,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,54,51,43,48,49
Abim,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,66,78,74,83,77
Abim,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,77,16,
Abim,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,7,1,
Abim,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,44,13,
Abim,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,41,12,
Abim,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,44,30,28,25,36
Abim,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,59,63,51,51,110
Gulu,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,144,146,138,146,128,
Gulu,"Net Intake Rate (PNI) , primary",Both Sex,%,115,116,115,119,104,
Gulu,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,144,146,138,146,128,
Gulu,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,115,116,115,119,104,
Gulu,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,45,44,44,43,44
Gulu,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,58,58,59,60,57
Gulu,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,46,27,
Gulu,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,6,3,
Gulu,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,30,20,
Gulu,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,26,17,
Gulu,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,29,19,19,19,18
Gulu,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,46,43,43,39,37
Moyo,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,42,39,37,37,100,
Moyo,"Net Intake Rate (PNI) , primary",Both Sex,%,30,27,26,26,69,
Moyo,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,42,39,37,37,100,
Moyo,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,30,27,26,26,69,
Moyo,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,46,47,45,39,38
Moyo,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,52,50,50,50,44
Moyo,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,15,12,
Moyo,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,1,
Moyo,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,8,22,
Moyo,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,7,18,
Moyo,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,20,21,20,19,19
Moyo,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,38,42,35,59,85
Pader,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,145,129,131,148,157,
Pader,"Net Intake Rate (PNI) , primary",Both Sex,%,117,104,110,125,134,
Pader,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,145,129,131,148,157,
Pader,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,117,104,110,125,134,
Pader,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,74,79,82,80,82
Pader,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,59,67,67,73,77
Pader,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,22,21,
Pader,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,1,2,
Pader,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,11,13,
Pader,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,10,12,
Pader,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,22,17,16,16,17
Pader,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,35,39,43,42,42
Napak,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,45,55,48,46,50,
Napak,"Net Intake Rate (PNI) , primary",Both Sex,%,33,43,38,37,38,
Napak,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,45,55,48,46,50,
Napak,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,33,43,38,37,38,
Napak,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,85,76,70,66,65
Napak,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,76,72,72,159,60
Napak,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,9,11,
Napak,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,1,
Napak,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,5,7,
Napak,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,4,5,
Napak,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,18,19,20,22,24
Napak,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,29,51,51,47,45
Apac,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,144,144,138,150,129,
Apac,"Net Intake Rate (PNI) , primary",Both Sex,%,122,123,121,125,111,
Apac,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,144,144,138,150,129,
Apac,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,122,123,121,125,111,
Apac,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,63,63,67,63,70
Apac,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,79,83,89,96,87
Apac,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,17,9,
Apac,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,0,2,
Apac,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,10,6,
Apac,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,9,6,
Apac,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,30,22,16,15,17
Apac,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,45,44,31,28,36
Koboko,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,111,108,110,114,130,
Koboko,"Net Intake Rate (PNI) , primary",Both Sex,%,91,85,90,93,106,
Koboko,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,111,108,110,114,130,
Koboko,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,91,85,90,93,106,
Koboko,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,57,59,55,60,60
Koboko,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,81,89,89,120,86
Koboko,"Gross Intake Ratio (GIR) , secondary",Both Sex,%,,,,35,33,
Koboko,"Net Intake  Ratio (NIR) , secondary",Both Sex,%,,,,4,5,
Koboko,"Gross Enrolment Ratio (GER) , secondary",Both Sex,%,,,,18,21,
Koboko,"Net Enrolment  Ratio (NER) , secondary",Both Sex,%,,,,16,18,
Koboko,"Student Teacher (STR) , secondary",Both Sex,Number of students per Teacher,,21,17,17,18,16
Koboko,"Student Classroom Ratio (SCR) , secondary",Both Sex,Number of students per classroom,,42,42,44,42,35
Agago,"Primary Gross Intake Rate (PGI) , primary",Both Sex,%,126,115,125,132,155,
Agago,"Net Intake Rate (PNI) , primary",Both Sex,%,102,96,105,110,122,
Agago,"Primary Gross Enrolment (PGE) , primary",Both Sex,%,126,115,125,132,155,
Agago,"Primary Net Enrolment Rates (PNE) , primary",Both Sex,%,102,96,105,110,122,
Agago,"Pupil Teacher Ratio (PTR) , primary",Both Sex,Students per teacher,,85,84,80,82,83
Agago,"Pupil Classroom Ratio (PCR) , primary",Both Sex,Students per classroom,,73,73,78,75,78
