RefSeqID	chromosome_dcid
NW_003871060.2	dcid:bio/hg38_chr3_JH636055v2_alt
NT_187533.1	dcid:bio/hg38_chr3_KI270777v1_alt
NT_187536.1	dcid:bio/hg38_chr3_KI270778v1_alt
NT_187532.1	dcid:bio/hg38_chr3_KI270779v1_alt
NT_187537.1	dcid:bio/hg38_chr3_KI270780v1_alt
NT_187538.1	dcid:bio/hg38_chr3_KI270781v1_alt
NT_187534.1	dcid:bio/hg38_chr3_KI270782v1_alt
NT_187535.1	dcid:bio/hg38_chr3_KI270783v1_alt
NT_187539.1	dcid:bio/hg38_chr3_KI270784v1_alt
NT_167250.2	dcid:bio/hg38_chr4_GL000257v2_alt
NW_003315914.1	dcid:bio/hg38_chr4_GL383527v1_alt
NW_003315915.1	dcid:bio/hg38_chr4_GL383528v1_alt
NT_187542.1	dcid:bio/hg38_chr4_KI270785v1_alt
NT_187543.1	dcid:bio/hg38_chr4_KI270786v1_alt
NT_187541.1	dcid:bio/hg38_chr4_KI270787v1_alt
NT_187544.1	dcid:bio/hg38_chr4_KI270788v1_alt
NT_187545.1	dcid:bio/hg38_chr4_KI270789v1_alt
NT_187540.1	dcid:bio/hg38_chr4_KI270790v1_alt
NW_003315917.2	dcid:bio/hg38_chr5_GL339449v2_alt
NW_003315918.1	dcid:bio/hg38_chr5_GL383530v1_alt
NW_003315919.1	dcid:bio/hg38_chr5_GL383531v1_alt
NW_003315920.1	dcid:bio/hg38_chr5_GL383532v1_alt
NW_003571036.1	dcid:bio/hg38_chr5_GL949742v1_alt
NT_187547.1	dcid:bio/hg38_chr5_KI270791v1_alt
NT_187548.1	dcid:bio/hg38_chr5_KI270792v1_alt
NT_187550.1	dcid:bio/hg38_chr5_KI270793v1_alt
NT_187551.1	dcid:bio/hg38_chr5_KI270794v1_alt
NT_187546.1	dcid:bio/hg38_chr5_KI270795v1_alt
NT_187549.1	dcid:bio/hg38_chr5_KI270796v1_alt
NT_167244.2	dcid:bio/hg38_chr6_GL000250v2_alt
NW_003315921.1	dcid:bio/hg38_chr6_GL383533v1_alt
NW_004166862.2	dcid:bio/hg38_chr6_KB021644v2_alt
NT_187552.1	dcid:bio/hg38_chr6_KI270797v1_alt
NT_187553.1	dcid:bio/hg38_chr6_KI270798v1_alt
NT_187554.1	dcid:bio/hg38_chr6_KI270799v1_alt
NT_187555.1	dcid:bio/hg38_chr6_KI270800v1_alt
NT_187556.1	dcid:bio/hg38_chr6_KI270801v1_alt
NT_187557.1	dcid:bio/hg38_chr6_KI270802v1_alt
NW_003315922.2	dcid:bio/hg38_chr7_GL383534v2_alt
NT_187562.1	dcid:bio/hg38_chr7_KI270803v1_alt
NT_187558.1	dcid:bio/hg38_chr7_KI270804v1_alt
NT_187560.1	dcid:bio/hg38_chr7_KI270805v1_alt
NT_187559.1	dcid:bio/hg38_chr7_KI270806v1_alt
NT_187563.1	dcid:bio/hg38_chr7_KI270807v1_alt
NT_187564.1	dcid:bio/hg38_chr7_KI270808v1_alt
NT_187561.1	dcid:bio/hg38_chr7_KI270809v1_alt
NT_187567.1	dcid:bio/hg38_chr8_KI270810v1_alt
NT_187565.1	dcid:bio/hg38_chr8_KI270811v1_alt
NT_187568.1	dcid:bio/hg38_chr8_KI270812v1_alt
NT_187570.1	dcid:bio/hg38_chr8_KI270813v1_alt
NT_187566.1	dcid:bio/hg38_chr8_KI270814v1_alt
NT_187569.1	dcid:bio/hg38_chr8_KI270815v1_alt
NT_187571.1	dcid:bio/hg38_chr8_KI270816v1_alt
NT_187573.1	dcid:bio/hg38_chr8_KI270817v1_alt
NT_187572.1	dcid:bio/hg38_chr8_KI270818v1_alt
NT_187574.1	dcid:bio/hg38_chr8_KI270819v1_alt
NT_187575.1	dcid:bio/hg38_chr8_KI270820v1_alt
NT_187576.1	dcid:bio/hg38_chr8_KI270821v1_alt
NT_187577.1	dcid:bio/hg38_chr8_KI270822v1_alt
NW_003315928.1	dcid:bio/hg38_chr9_GL383539v1_alt
NW_003315929.1	dcid:bio/hg38_chr9_GL383540v1_alt
NW_003315930.1	dcid:bio/hg38_chr9_GL383541v1_alt
NW_003315931.1	dcid:bio/hg38_chr9_GL383542v1_alt
NT_187578.1	dcid:bio/hg38_chr9_KI270823v1_alt
NW_003315934.1	dcid:bio/hg38_chr10_GL383545v1_alt
NW_003315935.1	dcid:bio/hg38_chr10_GL383546v1_alt
NT_187579.1	dcid:bio/hg38_chr10_KI270824v1_alt
NW_003315936.1	dcid:bio/hg38_chr11_GL383547v1_alt
NW_003871073.1	dcid:bio/hg38_chr11_JH159136v1_alt
NW_003871074.1	dcid:bio/hg38_chr11_JH159137v1_alt
NT_187581.1	dcid:bio/hg38_chr11_KI270826v1_alt
NT_187582.1	dcid:bio/hg38_chr11_KI270827v1_alt
NT_187583.1	dcid:bio/hg38_chr11_KI270829v1_alt
NT_187584.1	dcid:bio/hg38_chr11_KI270830v1_alt
NT_187585.1	dcid:bio/hg38_chr11_KI270831v1_alt
NT_187586.1	dcid:bio/hg38_chr11_KI270832v1_alt
NW_003315938.1	dcid:bio/hg38_chr12_GL383549v1_alt
NW_003315939.2	dcid:bio/hg38_chr12_GL383550v2_alt
NW_003315940.1	dcid:bio/hg38_chr12_GL383551v1_alt
NW_003315941.1	dcid:bio/hg38_chr12_GL383552v1_alt
NW_003315942.2	dcid:bio/hg38_chr12_GL383553v2_alt
NW_003571049.1	dcid:bio/hg38_chr12_GL877875v1_alt
NW_003571050.1	dcid:bio/hg38_chr12_GL877876v1_alt
NT_187589.1	dcid:bio/hg38_chr12_KI270833v1_alt
NT_187590.1	dcid:bio/hg38_chr12_KI270834v1_alt
NT_187587.1	dcid:bio/hg38_chr12_KI270835v1_alt
NT_187591.1	dcid:bio/hg38_chr12_KI270836v1_alt
NT_187588.1	dcid:bio/hg38_chr12_KI270837v1_alt
NT_187592.1	dcid:bio/hg38_chr13_KI270838v1_alt
NT_187593.1	dcid:bio/hg38_chr13_KI270839v1_alt
NT_187594.1	dcid:bio/hg38_chr13_KI270840v1_alt
NT_187595.1	dcid:bio/hg38_chr13_KI270841v1_alt
NT_187596.1	dcid:bio/hg38_chr13_KI270842v1_alt
NT_187597.1	dcid:bio/hg38_chr13_KI270843v1_alt
NT_187598.1	dcid:bio/hg38_chr14_KI270844v1_alt
NT_187599.1	dcid:bio/hg38_chr14_KI270845v1_alt
NT_187600.1	dcid:bio/hg38_chr14_KI270846v1_alt
NT_187601.1	dcid:bio/hg38_chr14_KI270847v1_alt
NW_003315943.1	dcid:bio/hg38_chr15_GL383554v1_alt
NW_003315944.2	dcid:bio/hg38_chr15_GL383555v2_alt
NT_187603.1	dcid:bio/hg38_chr15_KI270848v1_alt
NT_187605.1	dcid:bio/hg38_chr15_KI270849v1_alt
NT_187606.1	dcid:bio/hg38_chr15_KI270850v1_alt
NT_187604.1	dcid:bio/hg38_chr15_KI270851v1_alt
NT_187602.1	dcid:bio/hg38_chr15_KI270852v1_alt
NW_003315945.1	dcid:bio/hg38_chr16_GL383556v1_alt
NW_003315946.1	dcid:bio/hg38_chr16_GL383557v1_alt
NT_187607.1	dcid:bio/hg38_chr16_KI270853v1_alt
NT_187610.1	dcid:bio/hg38_chr16_KI270854v1_alt
NT_187608.1	dcid:bio/hg38_chr16_KI270855v1_alt
NT_187609.1	dcid:bio/hg38_chr16_KI270856v1_alt
NT_167251.2	dcid:bio/hg38_chr17_GL000258v2_alt
NW_003315952.3	dcid:bio/hg38_chr17_GL383563v3_alt
NW_003315953.2	dcid:bio/hg38_chr17_GL383564v2_alt
NW_003315954.1	dcid:bio/hg38_chr17_GL383565v1_alt
NW_003315955.1	dcid:bio/hg38_chr17_GL383566v1_alt
NW_003871091.1	dcid:bio/hg38_chr17_JH159146v1_alt
NW_003871092.1	dcid:bio/hg38_chr17_JH159147v1_alt
NT_187614.1	dcid:bio/hg38_chr17_KI270857v1_alt
NT_187615.1	dcid:bio/hg38_chr17_KI270858v1_alt
NT_187616.1	dcid:bio/hg38_chr17_KI270859v1_alt
NT_187612.1	dcid:bio/hg38_chr17_KI270860v1_alt
NT_187611.1	dcid:bio/hg38_chr17_KI270861v1_alt
NT_187613.1	dcid:bio/hg38_chr17_KI270862v1_alt
NW_003315956.1	dcid:bio/hg38_chr18_GL383567v1_alt
NW_003315957.1	dcid:bio/hg38_chr18_GL383568v1_alt
NW_003315958.1	dcid:bio/hg38_chr18_GL383569v1_alt
NW_003315959.1	dcid:bio/hg38_chr18_GL383570v1_alt
NW_003315960.1	dcid:bio/hg38_chr18_GL383571v1_alt
NW_003315961.1	dcid:bio/hg38_chr18_GL383572v1_alt
NT_187617.1	dcid:bio/hg38_chr18_KI270863v1_alt
NT_187618.1	dcid:bio/hg38_chr18_KI270864v1_alt
NW_003315962.1	dcid:bio/hg38_chr19_GL383573v1_alt
NW_003315963.1	dcid:bio/hg38_chr19_GL383574v1_alt
NW_003315964.2	dcid:bio/hg38_chr19_GL383575v2_alt
NW_003315965.1	dcid:bio/hg38_chr19_GL383576v1_alt
NW_003571054.1	dcid:bio/hg38_chr19_GL949746v1_alt
NT_187621.1	dcid:bio/hg38_chr19_KI270865v1_alt
NT_187619.1	dcid:bio/hg38_chr19_KI270866v1_alt
NT_187620.1	dcid:bio/hg38_chr19_KI270867v1_alt
NT_187622.1	dcid:bio/hg38_chr19_KI270868v1_alt
NW_003315966.2	dcid:bio/hg38_chr20_GL383577v2_alt
NT_187623.1	dcid:bio/hg38_chr20_KI270869v1_alt
NT_187624.1	dcid:bio/hg38_chr20_KI270870v1_alt
NT_187625.1	dcid:bio/hg38_chr20_KI270871v1_alt
NW_003315967.2	dcid:bio/hg38_chr21_GL383578v2_alt
NW_003315968.2	dcid:bio/hg38_chr21_GL383579v2_alt
NW_003315969.2	dcid:bio/hg38_chr21_GL383580v2_alt
NW_003315970.2	dcid:bio/hg38_chr21_GL383581v2_alt
NT_187626.1	dcid:bio/hg38_chr21_KI270872v1_alt
NT_187627.1	dcid:bio/hg38_chr21_KI270873v1_alt
NT_187628.1	dcid:bio/hg38_chr21_KI270874v1_alt
NW_003315971.2	dcid:bio/hg38_chr22_GL383582v2_alt
NW_003315972.2	dcid:bio/hg38_chr22_GL383583v2_alt
NT_187629.1	dcid:bio/hg38_chr22_KI270875v1_alt
NT_187630.1	dcid:bio/hg38_chr22_KI270876v1_alt
NT_187631.1	dcid:bio/hg38_chr22_KI270877v1_alt
NT_187632.1	dcid:bio/hg38_chr22_KI270878v1_alt
NT_187633.1	dcid:bio/hg38_chr22_KI270879v1_alt
NT_187634.1	dcid:bio/hg38_chrX_KI270880v1_alt
NT_187635.1	dcid:bio/hg38_chrX_KI270881v1_alt
NT_187646.1	dcid:bio/hg38_chr1_KI270892v1_alt
NT_187647.1	dcid:bio/hg38_chr2_KI270893v1_alt
NT_187648.1	dcid:bio/hg38_chr2_KI270894v1_alt
NT_187649.1	dcid:bio/hg38_chr3_KI270895v1_alt
NT_187650.1	dcid:bio/hg38_chr4_KI270896v1_alt
NT_187651.1	dcid:bio/hg38_chr5_KI270897v1_alt
NT_187652.1	dcid:bio/hg38_chr5_KI270898v1_alt
NT_113891.3	dcid:bio/hg38_chr6_GL000251v2_alt
NT_187653.1	dcid:bio/hg38_chr7_KI270899v1_alt
NT_187654.1	dcid:bio/hg38_chr8_KI270900v1_alt
NT_187655.1	dcid:bio/hg38_chr8_KI270901v1_alt
NT_187656.1	dcid:bio/hg38_chr11_KI270902v1_alt
NT_187657.1	dcid:bio/hg38_chr11_KI270903v1_alt
NT_187658.1	dcid:bio/hg38_chr12_KI270904v1_alt
NT_187660.1	dcid:bio/hg38_chr15_KI270905v1_alt
NT_187659.1	dcid:bio/hg38_chr15_KI270906v1_alt
NW_003871093.1	dcid:bio/hg38_chr17_JH159148v1_alt
NT_187662.1	dcid:bio/hg38_chr17_KI270907v1_alt
NT_187663.1	dcid:bio/hg38_chr17_KI270908v1_alt
NT_187661.1	dcid:bio/hg38_chr17_KI270909v1_alt
NT_187664.1	dcid:bio/hg38_chr17_KI270910v1_alt
NT_187666.1	dcid:bio/hg38_chr18_KI270911v1_alt
NT_187665.1	dcid:bio/hg38_chr18_KI270912v1_alt
NW_003571055.2	dcid:bio/hg38_chr19_GL949747v2_alt
NW_004504305.1	dcid:bio/hg38_chr22_KB663609v1_alt
NT_187667.1	dcid:bio/hg38_chrX_KI270913v1_alt
NT_187678.1	dcid:bio/hg38_chr3_KI270924v1_alt
NT_187679.1	dcid:bio/hg38_chr4_KI270925v1_alt
NT_167245.2	dcid:bio/hg38_chr6_GL000252v2_alt
NT_187680.1	dcid:bio/hg38_chr8_KI270926v1_alt
NT_187681.1	dcid:bio/hg38_chr11_KI270927v1_alt
NW_003571056.2	dcid:bio/hg38_chr19_GL949748v2_alt
NT_187682.1	dcid:bio/hg38_chr22_KI270928v1_alt
NT_187688.1	dcid:bio/hg38_chr3_KI270934v1_alt
NT_167246.2	dcid:bio/hg38_chr6_GL000253v2_alt
NW_003571057.2	dcid:bio/hg38_chr19_GL949749v2_alt
NT_187689.1	dcid:bio/hg38_chr3_KI270935v1_alt
NT_167247.2	dcid:bio/hg38_chr6_GL000254v2_alt
NW_003571058.2	dcid:bio/hg38_chr19_GL949750v2_alt
NT_187690.1	dcid:bio/hg38_chr3_KI270936v1_alt
NT_167248.2	dcid:bio/hg38_chr6_GL000255v2_alt
NW_003571059.2	dcid:bio/hg38_chr19_GL949751v2_alt
NT_187691.1	dcid:bio/hg38_chr3_KI270937v1_alt
NT_167249.2	dcid:bio/hg38_chr6_GL000256v2_alt
NW_003571060.1	dcid:bio/hg38_chr19_GL949752v1_alt
NT_187692.1	dcid:bio/hg38_chr6_KI270758v1_alt
NW_003571061.2	dcid:bio/hg38_chr19_GL949753v2_alt
NT_187693.1	dcid:bio/hg38_chr19_KI270938v1_alt
NT_187636.1	dcid:bio/hg38_chr19_KI270882v1_alt
NT_187637.1	dcid:bio/hg38_chr19_KI270883v1_alt
NT_187638.1	dcid:bio/hg38_chr19_KI270884v1_alt
NT_187639.1	dcid:bio/hg38_chr19_KI270885v1_alt
NT_187640.1	dcid:bio/hg38_chr19_KI270886v1_alt
NT_187641.1	dcid:bio/hg38_chr19_KI270887v1_alt
NT_187642.1	dcid:bio/hg38_chr19_KI270888v1_alt
NT_187643.1	dcid:bio/hg38_chr19_KI270889v1_alt
NT_187644.1	dcid:bio/hg38_chr19_KI270890v1_alt
NT_187645.1	dcid:bio/hg38_chr19_KI270891v1_alt
NT_187668.1	dcid:bio/hg38_chr19_KI270914v1_alt
NT_187669.1	dcid:bio/hg38_chr19_KI270915v1_alt
NT_187670.1	dcid:bio/hg38_chr19_KI270916v1_alt
NT_187671.1	dcid:bio/hg38_chr19_KI270917v1_alt
NT_187672.1	dcid:bio/hg38_chr19_KI270918v1_alt
NT_187673.1	dcid:bio/hg38_chr19_KI270919v1_alt
NT_187674.1	dcid:bio/hg38_chr19_KI270920v1_alt
NT_187675.1	dcid:bio/hg38_chr19_KI270921v1_alt
NT_187676.1	dcid:bio/hg38_chr19_KI270922v1_alt
NT_187677.1	dcid:bio/hg38_chr19_KI270923v1_alt
NT_187683.1	dcid:bio/hg38_chr19_KI270929v1_alt
NT_187684.1	dcid:bio/hg38_chr19_KI270930v1_alt
NT_187685.1	dcid:bio/hg38_chr19_KI270931v1_alt
NT_187686.1	dcid:bio/hg38_chr19_KI270932v1_alt
NT_187687.1	dcid:bio/hg38_chr19_KI270933v1_alt
NT_113949.2	dcid:bio/hg38_chr19_GL000209v2_alt
NC_012920.1	dcid:bio/hg38_chrM
