observationAbout,observationDate,value,variableMeasured,observationPeriod
dcid:geoId/34,2023-04,7750,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-04,1624,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-04,8877,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-04,9206,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-04,819,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-04,10156,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-04,3620,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-04,3073,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-04,9891,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-04,798,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-04,4407,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-04,901,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-04,6343,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-04,28878,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-04,3600,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-04,439,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-04,7044,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-04,6522,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-04,1203,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-04,4829,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-04,521,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-04,1375,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-05,4635,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-05,768,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-05,6162,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-05,2894,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-05,32764,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-05,5283,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-05,2918,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-05,902,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-05,671,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-05,18014,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-05,10143,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-05,1212,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-05,1860,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-05,10487,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-05,6628,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-05,3119,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-05,2808,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-05,4294,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-05,4616,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-05,1007,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-05,5520,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-05,5731,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-05,8421,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-05,5287,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-05,2781,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-05,5639,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-05,964,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-05,2004,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-05,2552,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-05,989,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-05,8565,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-05,1766,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-05,9700,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-05,9985,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-05,853,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-05,10549,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-05,4000,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-05,3279,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-05,10606,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-05,849,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-05,4725,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-05,1057,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-05,6779,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-05,31650,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-05,3890,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-05,463,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-05,7805,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-05,6996,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-05,1436,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-05,5193,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-05,511,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-05,1527,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-06,4850,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-06,774,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-06,6173,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-06,2960,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-06,32663,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-06,5228,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-06,2888,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-06,873,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-06,660,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-06,18146,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-06,10583,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-06,1233,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-06,1931,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-06,10809,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-06,6735,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-06,3123,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-06,2935,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-06,4470,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-06,4414,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-06,975,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-06,5663,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-06,5967,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-06,8619,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-06,5380,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-06,2984,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-06,5605,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-06,953,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-06,2115,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-06,2636,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-06,1052,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-06,8676,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-06,1771,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-06,9758,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-06,9950,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-06,825,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-06,10788,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-06,4072,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-06,3265,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-06,10802,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-06,907,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-06,4981,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-06,933,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-06,6982,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-06,32162,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-06,3918,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-06,440,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-06,7878,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-06,6910,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-06,1473,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-06,5168,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-06,545,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-06,1500,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-07,4885,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-07,774,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-07,6603,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-07,3016,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-07,34228,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-07,5271,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-07,3068,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-07,871,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-07,681,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-07,18857,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-07,10816,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-07,1211,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-07,1953,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-07,10930,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-07,6895,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-07,3160,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-07,2934,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-07,4480,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-07,4814,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-07,1084,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-07,5755,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-07,5921,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-07,8845,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-07,5320,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-07,2957,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-07,5888,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-07,1029,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-07,2044,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-07,2653,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-07,1055,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-07,8934,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-07,1846,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-07,10079,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-07,10492,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-07,839,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-07,11169,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-07,4172,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-07,3413,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-07,11024,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-07,881,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-07,4807,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-07,979,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-07,7261,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-07,33165,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-07,3954,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-07,416,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-07,7992,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-07,7011,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-07,1446,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-07,5343,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-07,525,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-07,1463,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-08,5138,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-08,749,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-08,7156,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-08,3180,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-08,35937,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-08,5557,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-08,3134,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-08,971,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-08,689,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-08,19383,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-08,11260,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-08,1317,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-08,1936,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-08,11054,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-08,7075,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-08,3280,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-08,2991,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-08,4605,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-08,5058,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-08,1047,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-08,5743,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-08,6019,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-08,8819,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-08,5508,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-08,3178,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-08,6135,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-08,964,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-08,2103,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-08,2886,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-08,1097,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-08,8968,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-08,1887,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-08,10003,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-08,10760,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-08,841,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-08,11143,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-08,4179,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-08,3389,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-08,11379,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-08,926,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-08,5187,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-08,986,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-08,7671,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-08,35428,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-08,4112,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-08,480,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-08,8407,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-08,7225,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-08,1455,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-08,5302,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-08,538,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-08,1714,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-09,4985,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-09,779,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-09,6879,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-09,2992,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-09,34409,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-09,5189,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-09,2897,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-09,875,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-09,642,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-09,18956,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-09,10703,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-09,1214,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-09,1878,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-09,10626,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-09,6557,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-09,2940,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-09,2941,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-09,4238,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-09,4623,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-09,990,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-09,5466,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-09,5668,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-09,8264,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-09,5120,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-09,2955,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-09,5621,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-09,917,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-09,1946,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-09,2706,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-09,958,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-09,8647,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-09,1746,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-09,9410,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-09,10271,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-09,759,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-09,10755,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-09,3957,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-09,3163,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-09,10810,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-09,775,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-09,5040,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-09,912,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-09,6983,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-09,33679,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/49,2023-09,3774,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/50,2023-09,423,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/51,2023-09,7817,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/53,2023-09,6807,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/54,2023-09,1426,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/55,2023-09,5075,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/56,2023-09,500,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/72,2023-09,1676,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/01,2023-10,4957,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/02,2023-10,756,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/04,2023-10,6846,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/05,2023-10,3115,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/06,2023-10,34800,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/08,2023-10,5174,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/09,2023-10,2984,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/10,2023-10,864,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/11,2023-10,674,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/12,2023-10,19489,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/13,2023-10,10837,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/15,2023-10,1276,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/16,2023-10,1881,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/17,2023-10,10649,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/18,2023-10,6657,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/19,2023-10,2923,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/20,2023-10,2885,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/21,2023-10,4472,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/22,2023-10,4750,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/23,2023-10,941,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/24,2023-10,5639,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/25,2023-10,5647,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/26,2023-10,8058,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/27,2023-10,5205,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/28,2023-10,2980,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/29,2023-10,5776,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/30,2023-10,968,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/31,2023-10,2007,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/32,2023-10,2739,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/33,2023-10,1047,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/34,2023-10,8656,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/35,2023-10,1711,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/36,2023-10,9501,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/37,2023-10,10290,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/38,2023-10,795,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/39,2023-10,10708,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/40,2023-10,4124,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/41,2023-10,3334,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/42,2023-10,10850,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/44,2023-10,838,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/45,2023-10,4892,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/46,2023-10,932,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/47,2023-10,7053,dcid:Count_BirthEvent_LiveBirth,P1M
dcid:geoId/48,2023-10,34044,dcid:Count_BirthEvent_LiveBirth,P1M
