Country,Variable,Year,Value
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Sweden,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Finland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Switzerland,Total connected to wastewater treatment,2000,98.8
Switzerland,Total connected to wastewater treatment,2005,99.1
Switzerland,Total connected to wastewater treatment,2010,99.7
Denmark,Public total treatment (connected to a wastewater treatment plant),1970,47.5
Denmark,Public total treatment (connected to a wastewater treatment plant),1990,85.4
Denmark,Public total treatment (connected to a wastewater treatment plant),2000,87.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2010,90
Denmark,Public total treatment (connected to a wastewater treatment plant),2015,90.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2016,91.2
Denmark,Public total treatment (connected to a wastewater treatment plant),2017,91.6
Denmark,Public total treatment (connected to a wastewater treatment plant),2018,91.6
Denmark,Public total treatment (connected to a wastewater treatment plant),2019,91.8
Denmark,Public total treatment (connected to a wastewater treatment plant),2020,92
Ireland,Population connected to independent treatment,1990,24
Ireland,Population connected to independent treatment,2015,31.4
Ireland,Population connected to independent treatment,2016,31.11
Ireland,Population connected to independent treatment,2017,31.11
Ireland,Population connected to independent treatment,2018,31.11
Ireland,Population connected to independent treatment,2019,31.11
Ireland,Population connected to independent treatment,2020,31.11
Ireland,Population connected to independent treatment,2021,31.11
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,8.9
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,27.2
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,33.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,39.1
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,48.8
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,52.7
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,53.4
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,53.4
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,53.9
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,54.5
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,55.6
Israel,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,57.5
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,62.6
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,63.53
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,66.51
Slovenia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,67.78
