"msa","pmsa","county","state","county_fips","state_fips"
5880,NA,"Pottawatomie","OK",125,40
NA,NA,"Pushmataha","OK",127,40
NA,NA,"Roger Mills","OK",129,40
8560,NA,"Rogers","OK",131,40
NA,NA,"Seminole","OK",133,40
2720,NA,"Sequoyah","OK",135,40
NA,NA,"Stephens","OK",137,40
NA,NA,"Texas","OK",139,40
NA,NA,"Tillman","OK",141,40
8560,NA,"Tulsa","OK",143,40
8560,NA,"Wagoner","OK",145,40
NA,NA,"Washington","OK",147,40
NA,NA,"Washita","OK",149,40
NA,NA,"Woods","OK",151,40
NA,NA,"Woodward","OK",153,40
NA,NA,"Baker","OR",1,41
NA,NA,"Benton","OR",3,41
6442,6440,"Clackamas","OR",5,41
NA,NA,"Clatsop","OR",7,41
6442,6449,"Columbia","OR",9,41
NA,NA,"Coos","OR",11,41
NA,NA,"Crook","OR",13,41
NA,NA,"Curry","OR",15,41
NA,NA,"Deschutes","OR",17,41
NA,NA,"Douglas","OR",19,41
NA,NA,"Gilliam","OR",21,41
NA,NA,"Grant","OR",23,41
NA,NA,"Harney","OR",25,41
NA,NA,"Hood River","OR",27,41
4890,NA,"Jackson","OR",29,41
NA,NA,"Jefferson","OR",31,41
NA,NA,"Josephine","OR",33,41
NA,NA,"Klamath","OR",35,41
NA,NA,"Lake","OR",37,41
2400,NA,"Lane","OR",39,41
NA,NA,"Lincoln","OR",41,41
NA,NA,"Linn","OR",43,41
NA,NA,"Malheur","OR",45,41
6442,7080,"Marion","OR",47,41
NA,NA,"Morrow","OR",49,41
6442,6440,"Multnomah","OR",51,41
6442,7080,"Polk","OR",53,41
NA,NA,"Sherman","OR",55,41
NA,NA,"Tillamook","OR",57,41
NA,NA,"Umatilla","OR",59,41
NA,NA,"Union","OR",61,41
NA,NA,"Wallowa","OR",63,41
NA,NA,"Wasco","OR",65,41
6442,6440,"Washington","OR",67,41
NA,NA,"Wheeler","OR",69,41
6442,6440,"Yamhill","OR",71,41
NA,NA,"Adams","PA",1,42
6280,NA,"Allegheny","PA",3,42
NA,NA,"Armstrong","PA",5,42
6280,NA,"Beaver","PA",7,42
NA,NA,"Bedford","PA",9,42
6680,NA,"Berks","PA",11,42
280,NA,"Blair","PA",13,42
NA,NA,"Bradford","PA",15,42
6162,6160,"Bucks","PA",17,42
6280,NA,"Butler","PA",19,42
3680,NA,"Cambria","PA",21,42
NA,NA,"Cameron","PA",23,42
240,NA,"Carbon","PA",25,42
8050,NA,"Centre","PA",27,42
6162,6160,"Chester","PA",29,42
NA,NA,"Clarion","PA",31,42
NA,NA,"Clearfield","PA",33,42
NA,NA,"Clinton","PA",35,42
7560,NA,"Columbia","PA",37,42
NA,NA,"Crawford","PA",39,42
3240,NA,"Cumberland","PA",41,42
3240,NA,"Dauphin","PA",43,42
6162,6160,"Delaware","PA",45,42
NA,NA,"Elk","PA",47,42
2360,NA,"Erie","PA",49,42
6280,NA,"Fayette","PA",51,42
NA,NA,"Forest","PA",53,42
NA,NA,"Franklin","PA",55,42
NA,NA,"Fulton","PA",57,42
NA,NA,"Greene","PA",59,42
NA,NA,"Huntingdon","PA",61,42
NA,NA,"Indiana","PA",63,42
NA,NA,"Jefferson","PA",65,42
NA,NA,"Juniata","PA",67,42
7560,NA,"Lackawanna","PA",69,42
4000,NA,"Lancaster","PA",71,42
NA,NA,"Lawrence","PA",73,42
3240,NA,"Lebanon","PA",75,42
240,NA,"Lehigh","PA",77,42
7560,NA,"Luzerne","PA",79,42
9140,NA,"Lycoming","PA",81,42
NA,NA,"McKean","PA",83,42
7610,NA,"Mercer","PA",85,42
NA,NA,"Mifflin","PA",87,42
NA,NA,"Monroe","PA",89,42
6162,6160,"Montgomery","PA",91,42
NA,NA,"Montour","PA",93,42
240,NA,"Northampton","PA",95,42
NA,NA,"Northumberland","PA",97,42
3240,NA,"Perry","PA",99,42
6162,6160,"Philadelphia","PA",101,42
5602,5660,"Pike","PA",103,42
NA,NA,"Potter","PA",105,42
NA,NA,"Schuylkill","PA",107,42
NA,NA,"Snyder","PA",109,42
3680,NA,"Somerset","PA",111,42
NA,NA,"Sullivan","PA",113,42
NA,NA,"Susquehanna","PA",115,42
NA,NA,"Tioga","PA",117,42
NA,NA,"Union","PA",119,42
NA,NA,"Venango","PA",121,42
NA,NA,"Warren","PA",123,42
6280,NA,"Washington","PA",125,42
NA,NA,"Wayne","PA",127,42
6280,NA,"Westmoreland","PA",129,42
7560,NA,"Wyoming","PA",131,42
9280,NA,"York","PA",133,42
6483,NA,"Bristol","RI",1,44
6483,NA,"Kent","RI",3,44
NA,NA,"Newport","RI",5,44
6483,NA,"Providence","RI",7,44
6483,NA,"Washington","RI",9,44
NA,NA,"Abbeville","SC",1,45
600,NA,"Aiken","SC",3,45
NA,NA,"Allendale","SC",5,45
3160,NA,"Anderson","SC",7,45
NA,NA,"Bamberg","SC",9,45
NA,NA,"Barnwell","SC",11,45
NA,NA,"Beaufort","SC",13,45
1440,NA,"Berkeley","SC",15,45
NA,NA,"Calhoun","SC",17,45
1440,NA,"Charleston","SC",19,45
3160,NA,"Cherokee","SC",21,45
NA,NA,"Chester","SC",23,45
NA,NA,"Chesterfield","SC",25,45
NA,NA,"Clarendon","SC",27,45
NA,NA,"Colleton","SC",29,45
NA,NA,"Darlington","SC",31,45
NA,NA,"Dillon","SC",33,45
1440,NA,"Dorchester","SC",35,45
600,NA,"Edgefield","SC",37,45
NA,NA,"Fairfield","SC",39,45
2655,NA,"Florence","SC",41,45
NA,NA,"Georgetown","SC",43,45
3160,NA,"Greenville","SC",45,45
NA,NA,"Greenwood","SC",47,45
NA,NA,"Hampton","SC",49,45
5330,NA,"Horry","SC",51,45
NA,NA,"Jasper","SC",53,45
NA,NA,"Kershaw","SC",55,45
NA,NA,"Lancaster","SC",57,45
NA,NA,"Laurens","SC",59,45
NA,NA,"Lee","SC",61,45
1760,NA,"Lexington","SC",63,45
NA,NA,"McCormick","SC",65,45
NA,NA,"Marion","SC",67,45
NA,NA,"Marlboro","SC",69,45
NA,NA,"Newberry","SC",71,45
NA,NA,"Oconee","SC",73,45
NA,NA,"Orangeburg","SC",75,45
3160,NA,"Pickens","SC",77,45
1760,NA,"Richland","SC",79,45
NA,NA,"Saluda","SC",81,45
3160,NA,"Spartanburg","SC",83,45
8140,NA,"Sumter","SC",85,45
NA,NA,"Union","SC",87,45
NA,NA,"Williamsburg","SC",89,45
1520,NA,"York","SC",91,45
NA,NA,"Aurora","SD",3,46
NA,NA,"Beadle","SD",5,46
NA,NA,"Bennett","SD",7,46
NA,NA,"Bon Homme","SD",9,46
NA,NA,"Brookings","SD",11,46
NA,NA,"Brown","SD",13,46
NA,NA,"Brule","SD",15,46
NA,NA,"Buffalo","SD",17,46
NA,NA,"Butte","SD",19,46
NA,NA,"Campbell","SD",21,46
NA,NA,"Charles Mix","SD",23,46
NA,NA,"Clark","SD",25,46
NA,NA,"Clay","SD",27,46
NA,NA,"Codington","SD",29,46
NA,NA,"Corson","SD",31,46
NA,NA,"Custer","SD",33,46
NA,NA,"Davison","SD",35,46
NA,NA,"Day","SD",37,46
NA,NA,"Deuel","SD",39,46
NA,NA,"Dewey","SD",41,46
NA,NA,"Douglas","SD",43,46
NA,NA,"Edmunds","SD",45,46
NA,NA,"Fall River","SD",47,46
NA,NA,"Faulk","SD",49,46
NA,NA,"Grant","SD",51,46
NA,NA,"Gregory","SD",53,46
NA,NA,"Haakon","SD",55,46
NA,NA,"Hamlin","SD",57,46
NA,NA,"Hand","SD",59,46
NA,NA,"Hanson","SD",61,46
NA,NA,"Harding","SD",63,46
NA,NA,"Hughes","SD",65,46
NA,NA,"Hutchinson","SD",67,46
NA,NA,"Hyde","SD",69,46
NA,NA,"Jackson","SD",71,46
NA,NA,"Jerauld","SD",73,46
NA,NA,"Jones","SD",75,46
NA,NA,"Kingsbury","SD",77,46
NA,NA,"Lake","SD",79,46
NA,NA,"Lawrence","SD",81,46
7760,NA,"Lincoln","SD",83,46
NA,NA,"Lyman","SD",85,46
NA,NA,"McCook","SD",87,46
NA,NA,"McPherson","SD",89,46
NA,NA,"Marshall","SD",91,46
NA,NA,"Meade","SD",93,46
NA,NA,"Mellette","SD",95,46
NA,NA,"Miner","SD",97,46
7760,NA,"Minnehaha","SD",99,46
NA,NA,"Moody","SD",101,46
6660,NA,"Pennington","SD",103,46
NA,NA,"Perkins","SD",105,46
NA,NA,"Potter","SD",107,46
NA,NA,"Roberts","SD",109,46
NA,NA,"Sanborn","SD",111,46
NA,NA,"Shannon","SD",113,46
NA,NA,"Spink","SD",115,46
NA,NA,"Stanley","SD",117,46
NA,NA,"Sully","SD",119,46
NA,NA,"Todd","SD",121,46
NA,NA,"Tripp","SD",123,46
NA,NA,"Turner","SD",125,46
NA,NA,"Union","SD",127,46
NA,NA,"Walworth","SD",129,46
NA,NA,"Yankton","SD",135,46
NA,NA,"Ziebach","SD",137,46
3840,NA,"Anderson","TN",1,47
NA,NA,"Bedford","TN",3,47
NA,NA,"Benton","TN",5,47
NA,NA,"Bledsoe","TN",7,47
3840,NA,"Blount","TN",9,47
NA,NA,"Bradley","TN",11,47
NA,NA,"Campbell","TN",13,47
NA,NA,"Cannon","TN",15,47
NA,NA,"Carroll","TN",17,47
3660,NA,"Carter","TN",19,47
5360,NA,"Cheatham","TN",21,47
NA,NA,"Chester","TN",23,47
NA,NA,"Claiborne","TN",25,47
NA,NA,"Clay","TN",27,47
NA,NA,"Cocke","TN",29,47
NA,NA,"Coffee","TN",31,47
NA,NA,"Crockett","TN",33,47
NA,NA,"Cumberland","TN",35,47
5360,NA,"Davidson","TN",37,47
NA,NA,"Decatur","TN",39,47
NA,NA,"DeKalb","TN",41,47
5360,NA,"Dickson","TN",43,47
NA,NA,"Dyer","TN",45,47
4920,NA,"Fayette","TN",47,47
NA,NA,"Fentress","TN",49,47
NA,NA,"Franklin","TN",51,47
NA,NA,"Gibson","TN",53,47
NA,NA,"Giles","TN",55,47
NA,NA,"Grainger","TN",57,47
NA,NA,"Greene","TN",59,47
NA,NA,"Grundy","TN",61,47
NA,NA,"Hamblen","TN",63,47
1560,NA,"Hamilton","TN",65,47
NA,NA,"Hancock","TN",67,47
NA,NA,"Hardeman","TN",69,47
NA,NA,"Hardin","TN",71,47
3660,NA,"Hawkins","TN",73,47
NA,NA,"Haywood","TN",75,47
NA,NA,"Henderson","TN",77,47
NA,NA,"Henry","TN",79,47
NA,NA,"Hickman","TN",81,47
NA,NA,"Houston","TN",83,47
NA,NA,"Humphreys","TN",85,47
NA,NA,"Jackson","TN",87,47
NA,NA,"Jefferson","TN",89,47
NA,NA,"Johnson","TN",91,47
3840,NA,"Knox","TN",93,47
NA,NA,"Lake","TN",95,47
NA,NA,"Lauderdale","TN",97,47
NA,NA,"Lawrence","TN",99,47
NA,NA,"Lewis","TN",101,47
NA,NA,"Lincoln","TN",103,47
3840,NA,"Loudon","TN",105,47
NA,NA,"McMinn","TN",107,47
NA,NA,"McNairy","TN",109,47
NA,NA,"Macon","TN",111,47
NA,NA,"Madison","TN",113,47
NA,NA,"Marion","TN",115,47
NA,NA,"Marshall","TN",117,47
NA,NA,"Maury","TN",119,47
NA,NA,"Meigs","TN",121,47
NA,NA,"Monroe","TN",123,47
1660,NA,"Montgomery","TN",125,47
NA,NA,"Moore","TN",127,47
NA,NA,"Morgan","TN",129,47
NA,NA,"Obion","TN",131,47
NA,NA,"Overton","TN",133,47
NA,NA,"Perry","TN",135,47
NA,NA,"Pickett","TN",137,47
NA,NA,"Polk","TN",139,47
NA,NA,"Putnam","TN",141,47
NA,NA,"Rhea","TN",143,47
NA,NA,"Roane","TN",145,47
5360,NA,"Robertson","TN",147,47
5360,NA,"Rutherford","TN",149,47
NA,NA,"Scott","TN",151,47
NA,NA,"Sequatchie","TN",153,47
3840,NA,"Sevier","TN",155,47
4920,NA,"Shelby","TN",157,47
NA,NA,"Smith","TN",159,47
NA,NA,"Stewart","TN",161,47
3660,NA,"Sullivan","TN",163,47
5360,NA,"Sumner","TN",165,47
4920,NA,"Tipton","TN",167,47
NA,NA,"Trousdale","TN",169,47
3660,NA,"Unicoi","TN",171,47
3840,NA,"Union","TN",173,47
NA,NA,"Van Buren","TN",175,47
NA,NA,"Warren","TN",177,47
3660,NA,"Washington","TN",179,47
NA,NA,"Wayne","TN",181,47
NA,NA,"Weakley","TN",183,47
NA,NA,"White","TN",185,47
5360,NA,"Williamson","TN",187,47
5360,NA,"Wilson","TN",189,47
NA,NA,"Anderson","TX",1,48
NA,NA,"Andrews","TX",3,48
NA,NA,"Angelina","TX",5,48
NA,NA,"Aransas","TX",7,48
9080,NA,"Archer","TX",9,48
NA,NA,"Armstrong","TX",11,48
NA,NA,"Atascosa","TX",13,48
NA,NA,"Austin","TX",15,48
NA,NA,"Bailey","TX",17,48
NA,NA,"Bandera","TX",19,48
640,NA,"Bastrop","TX",21,48
NA,NA,"Baylor","TX",23,48
NA,NA,"Bee","TX",25,48
3810,NA,"Bell","TX",27,48
7240,NA,"Bexar","TX",29,48
NA,NA,"Blanco","TX",31,48
NA,NA,"Borden","TX",33,48
NA,NA,"Bosque","TX",35,48
8360,NA,"Bowie","TX",37,48
3362,1145,"Brazoria","TX",39,48
1260,NA,"Brazos","TX",41,48
NA,NA,"Brewster","TX",43,48
NA,NA,"Briscoe","TX",45,48
NA,NA,"Brooks","TX",47,48
NA,NA,"Brown","TX",49,48
NA,NA,"Burleson","TX",51,48
NA,NA,"Burnet","TX",53,48
640,NA,"Caldwell","TX",55,48
NA,NA,"Calhoun","TX",57,48
NA,NA,"Callahan","TX",59,48
1240,NA,"Cameron","TX",61,48
NA,NA,"Camp","TX",63,48
NA,NA,"Carson","TX",65,48
NA,NA,"Cass","TX",67,48
NA,NA,"Castro","TX",69,48
3362,3360,"Chambers","TX",71,48
NA,NA,"Cherokee","TX",73,48
NA,NA,"Childress","TX",75,48
NA,NA,"Clay","TX",77,48
NA,NA,"Cochran","TX",79,48
NA,NA,"Coke","TX",81,48
NA,NA,"Coleman","TX",83,48
1922,1920,"Collin","TX",85,48
NA,NA,"Collingsworth","TX",87,48
NA,NA,"Colorado","TX",89,48
7240,NA,"Comal","TX",91,48
NA,NA,"Comanche","TX",93,48
NA,NA,"Concho","TX",95,48
NA,NA,"Cooke","TX",97,48
3810,NA,"Coryell","TX",99,48
NA,NA,"Cottle","TX",101,48
NA,NA,"Crane","TX",103,48
NA,NA,"Crockett","TX",105,48
NA,NA,"Crosby","TX",107,48
NA,NA,"Culberson","TX",109,48
NA,NA,"Dallam","TX",111,48
1922,1920,"Dallas","TX",113,48
NA,NA,"Dawson","TX",115,48
NA,NA,"Deaf Smith","TX",117,48
NA,NA,"Delta","TX",119,48
1922,1920,"Denton","TX",121,48
NA,NA,"De Witt","TX",123,48
NA,NA,"Dickens","TX",125,48
NA,NA,"Dimmit","TX",127,48
NA,NA,"Donley","TX",129,48
NA,NA,"Duval","TX",131,48
NA,NA,"Eastland","TX",133,48
5800,NA,"Ector","TX",135,48
NA,NA,"Edwards","TX",137,48
1922,1920,"Ellis","TX",139,48
2320,NA,"El Paso","TX",141,48
NA,NA,"Erath","TX",143,48
NA,NA,"Falls","TX",145,48
NA,NA,"Fannin","TX",147,48
NA,NA,"Fayette","TX",149,48
NA,NA,"Fisher","TX",151,48
NA,NA,"Floyd","TX",153,48
NA,NA,"Foard","TX",155,48
3362,3360,"Fort Bend","TX",157,48
NA,NA,"Franklin","TX",159,48
NA,NA,"Freestone","TX",161,48
NA,NA,"Frio","TX",163,48
NA,NA,"Gaines","TX",165,48
3362,2920,"Galveston","TX",167,48
NA,NA,"Garza","TX",169,48
NA,NA,"Gillespie","TX",171,48
NA,NA,"Glasscock","TX",173,48
NA,NA,"Goliad","TX",175,48
NA,NA,"Gonzales","TX",177,48
NA,NA,"Gray","TX",179,48
7640,NA,"Grayson","TX",181,48
4420,NA,"Gregg","TX",183,48
NA,NA,"Grimes","TX",185,48
7240,NA,"Guadalupe","TX",187,48
NA,NA,"Hale","TX",189,48
NA,NA,"Hall","TX",191,48
NA,NA,"Hamilton","TX",193,48
NA,NA,"Hansford","TX",195,48
NA,NA,"Hardeman","TX",197,48
840,NA,"Hardin","TX",199,48
3362,3360,"Harris","TX",201,48
4420,NA,"Harrison","TX",203,48
NA,NA,"Hartley","TX",205,48
NA,NA,"Haskell","TX",207,48
640,NA,"Hays","TX",209,48
NA,NA,"Hemphill","TX",211,48
1922,1920,"Henderson","TX",213,48
4880,NA,"Hidalgo","TX",215,48
NA,NA,"Hill","TX",217,48
NA,NA,"Hockley","TX",219,48
1922,2800,"Hood","TX",221,48
NA,NA,"Hopkins","TX",223,48
NA,NA,"Houston","TX",225,48
NA,NA,"Howard","TX",227,48
NA,NA,"Hudspeth","TX",229,48
1922,1920,"Hunt","TX",231,48
NA,NA,"Hutchinson","TX",233,48
NA,NA,"Irion","TX",235,48
NA,NA,"Jack","TX",237,48
NA,NA,"Jackson","TX",239,48
NA,NA,"Jasper","TX",241,48
NA,NA,"Jeff Davis","TX",243,48
840,NA,"Jefferson","TX",245,48
NA,NA,"Jim Hogg","TX",247,48
NA,NA,"Jim Wells","TX",249,48
1922,2800,"Johnson","TX",251,48
NA,NA,"Jones","TX",253,48
NA,NA,"Karnes","TX",255,48
1922,1920,"Kaufman","TX",257,48
NA,NA,"Kendall","TX",259,48
NA,NA,"Kenedy","TX",261,48
NA,NA,"Kent","TX",263,48
NA,NA,"Kerr","TX",265,48
NA,NA,"Kimble","TX",267,48
NA,NA,"King","TX",269,48
NA,NA,"Kinney","TX",271,48
NA,NA,"Kleberg","TX",273,48
NA,NA,"Knox","TX",275,48
NA,NA,"Lamar","TX",277,48
NA,NA,"Lamb","TX",279,48
NA,NA,"Lampasas","TX",281,48
NA,NA,"La Salle","TX",283,48
NA,NA,"Lavaca","TX",285,48
NA,NA,"Lee","TX",287,48
NA,NA,"Leon","TX",289,48
3362,3360,"Liberty","TX",291,48
NA,NA,"Limestone","TX",293,48
NA,NA,"Lipscomb","TX",295,48
NA,NA,"Live Oak","TX",297,48
NA,NA,"Llano","TX",299,48
NA,NA,"Loving","TX",301,48
4600,NA,"Lubbock","TX",303,48
NA,NA,"Lynn","TX",305,48
NA,NA,"McCulloch","TX",307,48
8800,NA,"McLennan","TX",309,48
NA,NA,"McMullen","TX",311,48
NA,NA,"Madison","TX",313,48
NA,NA,"Marion","TX",315,48
NA,NA,"Martin","TX",317,48
NA,NA,"Mason","TX",319,48
NA,NA,"Matagorda","TX",321,48
NA,NA,"Maverick","TX",323,48
NA,NA,"Medina","TX",325,48
NA,NA,"Menard","TX",327,48
5800,NA,"Midland","TX",329,48
NA,NA,"Milam","TX",331,48
NA,NA,"Mills","TX",333,48
NA,NA,"Mitchell","TX",335,48
NA,NA,"Montague","TX",337,48
3362,3360,"Montgomery","TX",339,48
NA,NA,"Moore","TX",341,48
NA,NA,"Morris","TX",343,48
NA,NA,"Motley","TX",345,48
NA,NA,"Nacogdoches","TX",347,48
NA,NA,"Navarro","TX",349,48
NA,NA,"Newton","TX",351,48
NA,NA,"Nolan","TX",353,48
1880,NA,"Nueces","TX",355,48
NA,NA,"Ochiltree","TX",357,48
NA,NA,"Oldham","TX",359,48
840,NA,"Orange","TX",361,48
NA,NA,"Palo Pinto","TX",363,48
NA,NA,"Panola","TX",365,48
1922,2800,"Parker","TX",367,48
NA,NA,"Parmer","TX",369,48
NA,NA,"Pecos","TX",371,48
NA,NA,"Polk","TX",373,48
320,NA,"Potter","TX",375,48
NA,NA,"Presidio","TX",377,48
NA,NA,"Rains","TX",379,48
320,NA,"Randall","TX",381,48
NA,NA,"Reagan","TX",383,48
NA,NA,"Real","TX",385,48
NA,NA,"Red River","TX",387,48
NA,NA,"Reeves","TX",389,48
NA,NA,"Refugio","TX",391,48
NA,NA,"Roberts","TX",393,48
NA,NA,"Robertson","TX",395,48
1922,1920,"Rockwall","TX",397,48
NA,NA,"Runnels","TX",399,48
NA,NA,"Rusk","TX",401,48
NA,NA,"Sabine","TX",403,48
NA,NA,"San Augustine","TX",405,48
NA,NA,"San Jacinto","TX",407,48
1880,NA,"San Patricio","TX",409,48
NA,NA,"San Saba","TX",411,48
NA,NA,"Schleicher","TX",413,48
NA,NA,"Scurry","TX",415,48
NA,NA,"Shackelford","TX",417,48
NA,NA,"Shelby","TX",419,48
NA,NA,"Sherman","TX",421,48
8640,NA,"Smith","TX",423,48
NA,NA,"Somervell","TX",425,48
NA,NA,"Starr","TX",427,48
NA,NA,"Stephens","TX",429,48
NA,NA,"Sterling","TX",431,48
NA,NA,"Stonewall","TX",433,48
NA,NA,"Sutton","TX",435,48
NA,NA,"Swisher","TX",437,48
1922,2800,"Tarrant","TX",439,48
40,NA,"Taylor","TX",441,48
NA,NA,"Terrell","TX",443,48
NA,NA,"Terry","TX",445,48
NA,NA,"Throckmorton","TX",447,48
NA,NA,"Titus","TX",449,48
7200,NA,"Tom Green","TX",451,48
640,NA,"Travis","TX",453,48
NA,NA,"Trinity","TX",455,48
NA,NA,"Tyler","TX",457,48
4420,NA,"Upshur","TX",459,48
NA,NA,"Upton","TX",461,48
NA,NA,"Uvalde","TX",463,48
NA,NA,"Val Verde","TX",465,48
NA,NA,"Van Zandt","TX",467,48
8750,NA,"Victoria","TX",469,48
NA,NA,"Walker","TX",471,48
3362,3360,"Waller","TX",473,48
NA,NA,"Ward","TX",475,48
NA,NA,"Washington","TX",477,48
4080,NA,"Webb","TX",479,48
NA,NA,"Wharton","TX",481,48
NA,NA,"Wheeler","TX",483,48
9080,NA,"Wichita","TX",485,48
NA,NA,"Wilbarger","TX",487,48
NA,NA,"Willacy","TX",489,48
640,NA,"Williamson","TX",491,48
7240,NA,"Wilson","TX",493,48
NA,NA,"Winkler","TX",495,48
NA,NA,"Wise","TX",497,48
NA,NA,"Wood","TX",499,48
NA,NA,"Yoakum","TX",501,48
NA,NA,"Young","TX",503,48
NA,NA,"Zapata","TX",505,48
NA,NA,"Zavala","TX",507,48
NA,NA,"Beaver","UT",1,49
NA,NA,"Box Elder","UT",3,49
NA,NA,"Cache","UT",5,49
NA,NA,"Carbon","UT",7,49
NA,NA,"Daggett","UT",9,49
7160,NA,"Davis","UT",11,49
NA,NA,"Duchesne","UT",13,49
NA,NA,"Emery","UT",15,49
NA,NA,"Garfield","UT",17,49
NA,NA,"Grand","UT",19,49
NA,NA,"Iron","UT",21,49
NA,NA,"Juab","UT",23,49
NA,NA,"Kane","UT",25,49
NA,NA,"Millard","UT",27,49
NA,NA,"Morgan","UT",29,49
NA,NA,"Piute","UT",31,49
NA,NA,"Rich","UT",33,49
7160,NA,"Salt Lake","UT",35,49
NA,NA,"San Juan","UT",37,49
NA,NA,"Sanpete","UT",39,49
NA,NA,"Sevier","UT",41,49
NA,NA,"Summit","UT",43,49
NA,NA,"Tooele","UT",45,49
NA,NA,"Uintah","UT",47,49
6520,NA,"Utah","UT",49,49
NA,NA,"Wasatch","UT",51,49
NA,NA,"Washington","UT",53,49
NA,NA,"Wayne","UT",55,49
7160,NA,"Weber","UT",57,49
NA,NA,"Accomack","VA",1,51
1540,NA,"Albemarle","VA",3,51
NA,NA,"Alleghany","VA",5,51
NA,NA,"Amelia","VA",7,51
4640,NA,"Amherst","VA",9,51
NA,NA,"Appomattox","VA",11,51
8872,8840,"Arlington","VA",13,51
NA,NA,"Augusta","VA",15,51
NA,NA,"Bath","VA",17,51
4640,NA,"Bedford","VA",19,51
NA,NA,"Bland","VA",21,51
6800,NA,"Botetourt","VA",23,51
NA,NA,"Brunswick","VA",25,51
NA,NA,"Buchanan","VA",27,51
NA,NA,"Buckingham","VA",29,51
4640,NA,"Campbell","VA",31,51
NA,NA,"Caroline","VA",33,51
NA,NA,"Carroll","VA",35,51
6760,NA,"Charles City","VA",36,51
NA,NA,"Charlotte","VA",37,51
6760,NA,"Chesterfield","VA",41,51
8872,8840,"Clarke","VA",43,51
NA,NA,"Craig","VA",45,51
8872,8840,"Culpeper","VA",47,51
NA,NA,"Cumberland","VA",49,51
NA,NA,"Dickenson","VA",51,51
6760,NA,"Dinwiddie","VA",53,51
NA,NA,"Essex","VA",57,51
8872,8840,"Fairfax","VA",59,51
8872,8840,"Fauquier","VA",61,51
NA,NA,"Floyd","VA",63,51
1540,NA,"Fluvanna","VA",65,51
NA,NA,"Franklin","VA",67,51
NA,NA,"Frederick","VA",69,51
NA,NA,"Giles","VA",71,51
5720,NA,"Gloucester","VA",73,51
6760,NA,"Goochland","VA",75,51
NA,NA,"Grayson","VA",77,51
1540,NA,"Greene","VA",79,51
NA,NA,"Greensville","VA",81,51
NA,NA,"Halifax","VA",83,51
6760,NA,"Hanover","VA",85,51
6760,NA,"Henrico","VA",87,51
NA,NA,"Henry","VA",89,51
NA,NA,"Highland","VA",91,51
5720,NA,"Isle of Wight","VA",93,51
5720,NA,"James City","VA",95,51
NA,NA,"King and Queen","VA",97,51
8872,8840,"King George","VA",99,51
NA,NA,"King William","VA",101,51
NA,NA,"Lancaster","VA",103,51
NA,NA,"Lee","VA",105,51
8872,8840,"Loudoun","VA",107,51
NA,NA,"Louisa","VA",109,51
NA,NA,"Lunenburg","VA",111,51
NA,NA,"Madison","VA",113,51
5720,NA,"Mathews","VA",115,51
NA,NA,"Mecklenburg","VA",117,51
NA,NA,"Middlesex","VA",119,51
NA,NA,"Montgomery","VA",121,51
NA,NA,"Nelson","VA",125,51
6760,NA,"New Kent","VA",127,51
NA,NA,"Northampton","VA",131,51
NA,NA,"Northumberland","VA",133,51
NA,NA,"Nottoway","VA",135,51
NA,NA,"Orange","VA",137,51
NA,NA,"Page","VA",139,51
NA,NA,"Patrick","VA",141,51
1950,NA,"Pittsylvania","VA",143,51
6760,NA,"Powhatan","VA",145,51
NA,NA,"Prince Edward","VA",147,51
6760,NA,"Prince George","VA",149,51
8872,8840,"Prince William","VA",153,51
NA,NA,"Pulaski","VA",155,51
NA,NA,"Rappahannock","VA",157,51
NA,NA,"Richmond","VA",159,51
6800,NA,"Roanoke","VA",161,51
NA,NA,"Rockbridge","VA",163,51
NA,NA,"Rockingham","VA",165,51
NA,NA,"Russell","VA",167,51
3660,NA,"Scott","VA",169,51
NA,NA,"Shenandoah","VA",171,51
NA,NA,"Smyth","VA",173,51
NA,NA,"Southampton","VA",175,51
8872,8840,"Spotsylvania","VA",177,51
8872,8840,"Stafford","VA",179,51
NA,NA,"Surry","VA",181,51
NA,NA,"Sussex","VA",183,51
NA,NA,"Tazewell","VA",185,51
8872,8840,"Warren","VA",187,51
3660,NA,"Washington","VA",191,51
NA,NA,"Westmoreland","VA",193,51
NA,NA,"Wise","VA",195,51
NA,NA,"Wythe","VA",197,51
5720,NA,"York","VA",199,51
8872,8840,"Alexandria","VA",510,51
4640,NA,"Bedford","VA",515,51
3660,NA,"Bristol","VA",520,51
NA,NA,"Buena Vista","VA",530,51
1540,NA,"Charlottesville","VA",540,51
5720,NA,"Chesapeake","VA",550,51
NA,NA,"Clifton Forge","VA",560,51
6760,NA,"Colonial Heights","VA",570,51
NA,NA,"Covington","VA",580,51
1950,NA,"Danville","VA",590,51
NA,NA,"Emporia","VA",595,51
8872,8840,"Fairfax","VA",600,51
8872,8840,"Falls Church","VA",610,51
NA,NA,"Franklin","VA",620,51
8872,8840,"Fredericksburg","VA",630,51
NA,NA,"Galax","VA",640,51
5720,NA,"Hampton","VA",650,51
NA,NA,"Harrisonburg","VA",660,51
6760,NA,"Hopewell","VA",670,51
NA,NA,"Lexington","VA",678,51
4640,NA,"Lynchburg","VA",680,51
8872,8840,"Manassas","VA",683,51
8872,8840,"Manassas Park","VA",685,51
NA,NA,"Martinsville","VA",690,51
5720,NA,"Newport News","VA",700,51
5720,NA,"Norfolk","VA",710,51
