pharmGKBID,dcid
PA449421,chem/CID16078
PA449422,chem/CID3168
PA449437,chem/CID3202
PA449439,chem/CID6049
PA449441,chem/CID64139
PA449441,chem/CID64139
PA449456,chem/CID5362032
PA449459,chem/CID48033
PA449461,chem/CID3226
PA449462,chem/CID3229
PA449463,chem/CID772
PA449466,chem/CID9294
PA449470,chem/CID5816
PA449476,chem/CID41867
PA449479,chem/CID5280427
PA449479,chem/CID5280427
PA449481,chem/CID60879
PA449483,chem/CID123610
PA449484,chem/CID5280793
PA449487,chem/CID443884
PA449493,chem/CID12560
PA449500,chem/CID59768
PA449502,chem/CID3261
PA449503,chem/CID5757
PA449503,chem/CID5757
PA449507,chem/CID18140
PA449509,chem/G03C
PA449512,chem/CID5870
PA449512,chem/CID5870
PA449515,chem/L04AB01
PA449518,chem/CID3278
PA449525,chem/ether
PA449527,chem/CID5991
PA449531,chem/CID3290
PA449533,chem/CID3291
PA449548,chem/CID3305
PA449550,chem/CID3308
PA449552,chem/CID36462
PA449554,chem/CID3312
PA449563,chem/CID60198
PA449585,chem/CID3324
PA449586,chem/CID3325
PA449590,chem/CID3331
PA449591,chem/CID3333
PA449592,chem/CID3337
PA449594,chem/CID3339
PA449597,chem/CID3342
PA449599,chem/CID3345
PA449617,chem/ferrous_sulfate
PA449621,chem/CID3348
PA449626,chem/L03AA02
PA449627,chem/CID57363
PA449646,chem/CID3356
PA449653,chem/CID3365
PA449654,chem/CID3366
PA449655,chem/CID30751
PA449659,chem/CID3373
PA449661,chem/CID82153
PA449664,chem/CID9642
PA449673,chem/CID3386
PA449676,chem/CID3372
PA449681,chem/CID3393
PA449683,chem/CID3394
PA449685,chem/CID3397
PA449686,chem/CID444036
PA449688,chem/CID1548972
PA449688,chem/CID1548972
PA449690,chem/CID3404
PA449690,chem/CID3404
PA449692,chem/CID6037
PA449693,chem/G03GA06
PA449697,chem/CID3406
PA449703,chem/CID712
PA449703,chem/CID712
PA449705,chem/CID284
PA449706,chem/CID3415
PA449710,chem/CID55891
PA449716,chem/CID5984
PA449716,chem/CID5984
PA449719,chem/CID3440
PA449720,chem/CID3446
PA449725,chem/galactose
PA449726,chem/CID9651
PA449733,chem/CID3454
PA449737,chem/garlic_oil
PA449738,chem/CID5379
PA449741,chem/gelatin_agents
PA449748,chem/CID60750
PA449750,chem/CID3463
PA449753,chem/CID3467
PA449755,chem/CID3468
PA449758,chem/N06DX02
PA449760,chem/CID3081884
PA449761,chem/CID3476
PA449762,chem/CID3478
PA449770,chem/CID10690
PA449770,chem/CID10690
PA449773,chem/CID5793
PA449773,chem/CID5793
PA449776,chem/CID33032
PA449777,chem/glutaraldehyde
PA449782,chem/CID3488
PA449783,chem/glycerin
PA449789,chem/CID750
PA449789,chem/CID750
PA449798,chem/M01CB
PA449801,chem/CID36523
PA449804,chem/gonadotropinchorionic
PA449808,chem/CID16130140
PA449809,chem/CID3510
PA449812,chem/CID72474
PA449814,chem/CID441140
PA449818,chem/CID3516
PA449823,chem/CID3518
PA449825,chem/CID3519
PA449839,chem/CID37393
PA449841,chem/CID3559
PA449845,chem/CID3562
PA449848,chem/helium
PA449849,chem/hemin
PA449855,chem/CID772
PA449867,chem/hesperidin
PA449871,chem/CID3598
PA449875,chem/CID3608
PA449877,chem/hexocyclium
PA449880,chem/V04CG03
PA449882,chem/CID6274
PA449894,chem/CID3637
PA449899,chem/CID3639
PA449900,chem/CID5284569
PA449905,chem/CID5754
PA449917,chem/CID784
PA449918,chem/CID5284570
PA449918,chem/CID5284570
PA449924,chem/hydroquinone
PA449932,chem/hydroxyprogesterone
PA449942,chem/CID3657
PA449943,chem/CID3658
PA449957,chem/CID3672
PA449958,chem/CID60753
PA449961,chem/CID42890
PA449964,chem/CID3690
PA449968,chem/CID104838
PA449969,chem/CID3696
PA449969,chem/CID3696
PA449972,chem/CID57469
PA449975,chem/CID3702
PA449977,chem/CID5362440
PA449981,chem/indocyanine_green
PA449982,chem/CID3715
PA449992,chem/A10AE04
PA450037,chem/L03AB07
PA450039,chem/L03AB08
PA450043,chem/CID24763
PA450049,chem/iodine
PA450061,chem/CID3730
PA450082,chem/CID43232
PA450084,chem/CID3749
PA450085,chem/CID60838
PA450085,chem/CID60838
PA450087,chem/CID23925
PA450101,chem/CID3759
PA450103,chem/CID3762
PA450106,chem/CID3763
PA450112,chem/CID3767
PA450117,chem/CID3776
PA450121,chem/CID3779
PA450125,chem/CID6883
PA450126,chem/CID27661
PA450128,chem/CID5538
PA450131,chem/CID3784
PA450132,chem/CID55283
PA450133,chem/CID46936176
PA450137,chem/CID6032
PA450144,chem/CID3821
PA450146,chem/CID47576
PA450149,chem/CID3825
PA450150,chem/CID3826
PA450152,chem/CID3827
PA450154,chem/CID10917
PA450161,chem/CID84571
PA450163,chem/CID60825
PA450164,chem/CID3878
PA450180,chem/CID3883
PA450180,chem/CID3883
PA450191,chem/lecithin
PA450192,chem/CID3899
PA450195,chem/CID16132441
PA450196,chem/CID3902
PA450197,chem/CID857
PA450198,chem/CID6006
PA450198,chem/CID6006
PA450203,chem/CID3911
PA450205,chem/CID26879
PA450206,chem/CID441341
PA450213,chem/CID6047
PA450214,chem/CID149096
PA450215,chem/CID15130
PA450218,chem/CID13109
PA450221,chem/CID5819
PA450226,chem/CID3676
PA450233,chem/CID441401
PA450239,chem/lipase
PA450242,chem/CID5362119
PA450243,chem/CID28486
PA450249,chem/liver_extract
PA450262,chem/CID3955
PA450264,chem/CID92727
PA450266,chem/CID3957
PA450267,chem/CID3958
PA450268,chem/CID3961
PA450272,chem/CID53232
PA450273,chem/CID3964
PA450280,chem/CID5962
PA450290,chem/magnesium_acetate
PA450294,chem/magnesium_chloride
PA450296,chem/magnesium_gluconate
PA450298,chem/CID14792
PA450300,chem/salicylatemagnesium
PA450302,chem/CID24083
PA450320,chem/CID453
PA450322,chem/CID4011
PA450326,chem/CID4020
PA450334,chem/CID4032
PA450336,chem/CID4033
PA450338,chem/CID4034
PA450341,chem/CID4037
PA450344,chem/CID10631
PA450346,chem/CID247839
PA450347,chem/CID4044
PA450348,chem/CID4046
PA450351,chem/CID19090
PA450353,chem/CID5281106
PA450354,chem/CID4053
PA450358,chem/CID4055
PA450369,chem/CID4058
PA450373,chem/CID4060
PA450374,chem/CID8271
PA450377,chem/CID4064
PA450379,chem/CID667490
PA450379,chem/CID667490
PA450379,chem/CID667490
PA450379,chem/CID667490
PA450379,chem/CID667490
PA450379,chem/CID667490
PA450384,chem/CID4075
PA450385,chem/mesna
PA450386,chem/CID4078
PA450388,chem/CID6291
PA450390,chem/CID4086
PA450395,chem/CID4091
PA450398,chem/methacholine_chloride
PA450401,chem/CID4095
PA450403,chem/CID10836
PA450413,chem/CID4100
PA450422,chem/CID1349907
PA450423,chem/CID6137
PA450423,chem/CID6137
PA450428,chem/CID126941
PA450428,chem/CID126941
PA450431,chem/CID6082
PA450433,chem/CID4114
PA450434,chem/CID4116
PA450453,chem/CID38853
PA450457,chem/methylene_blue
PA450461,chem/CID8226
PA450464,chem/CID4158
PA450466,chem/CID6741
PA450475,chem/CID4168
PA450480,chem/CID4171
PA450484,chem/CID4173
PA450486,chem/CID4174
PA450487,chem/CID441350
PA450488,chem/CID4178
PA450492,chem/CID60663
PA450494,chem/CID4189
PA450496,chem/CID4192
PA450500,chem/CID55245
PA450519,chem/CID5281021
PA450521,chem/CID4201
PA450522,chem/CID4205
PA450523,chem/CID5282381
PA450524,chem/CID5746
PA450526,chem/CID4212
PA450528,chem/CID5281042
PA450529,chem/mivacurium_chloride
PA450530,chem/CID4236
PA450536,chem/molybdenum
PA450541,chem/CID123620
PA450546,chem/CID5281040
PA450550,chem/CID5288826
PA450550,chem/CID5288826
PA450555,chem/CID152946
PA450566,chem/CID5281078
PA450570,chem/nndimethylacetamide
PA450572,chem/CID4409
PA450573,chem/CID39147
PA450576,chem/CID8982
PA450586,chem/CID5284596
PA450588,chem/CID5360515
PA450595,chem/CID1302
PA450597,chem/CID4440
PA450600,chem/CID60026
PA450601,chem/CID50294
PA450603,chem/CID4449
PA450606,chem/CID64143
PA450608,chem/CID8378
PA450611,chem/CID4456
PA450616,chem/CID4463
PA450617,chem/CID938
PA450620,chem/CID4474
PA450626,chem/CID942
PA450631,chem/CID4485
PA450632,chem/CID4493
PA450633,chem/CID4497
PA450634,chem/CID4499
PA450635,chem/CID145068
PA450636,chem/nitrile
PA450640,chem/CID5353830
PA450643,chem/nitrogen
PA450644,chem/CID4510
PA450645,chem/nitrous_oxide
PA450648,chem/CID72385
PA450649,chem/CID439260
PA450649,chem/CID439260
PA450651,chem/CID6230
PA450654,chem/CID4539
PA450656,chem/CID13109
PA450657,chem/CID4543
PA450657,chem/CID4543
PA450666,chem/CID11953884
PA450678,chem/CID383414
PA450684,chem/CID4583
PA450688,chem/CID4585
PA450698,chem/CID5281071
PA450700,chem/CID6003770
PA450702,chem/V03A.02
PA450704,chem/CID4594
PA450704,chem/CID4594
PA450705,chem/CID4595
PA450715,chem/CID4601
PA450721,chem/CID65028
PA450725,chem/CID6196
PA450730,chem/CID4614
PA450731,chem/CID4616
PA450732,chem/CID34312
PA450732,chem/CID34312
PA450741,chem/CID5284603
PA450741,chem/CID5284603
PA450744,chem/oxygen
PA450750,chem/CID4641
PA450757,chem/CID5280972
PA450760,chem/CID439302
PA450761,chem/CID36314
PA450767,chem/CID4674
PA450771,chem/CID441289
PA450774,chem/CID4679
PA450774,chem/CID4679
PA450778,chem/papain
PA450787,chem/A06AA
PA450790,chem/paraformaldehyde
PA450797,chem/CID4688
PA450798,chem/CID5281104
PA450801,chem/CID43815
PA450801,chem/CID43815
PA450831,chem/pegademase_bovine
PA450836,chem/CID4723
PA450839,chem/CID4725
PA450840,chem/CID5852
PA450842,chem/CID5904
PA450849,chem/CID444007
PA450850,chem/CID4735
PA450851,chem/pentamidine_isethionate
PA450859,chem/CID4737
PA450863,chem/CID439693
PA450864,chem/CID4740
PA450868,chem/pepsin
PA450873,chem/CID47811
PA450877,chem/CID107807
PA450882,chem/CID4748
PA450897,chem/CID4754
PA450902,chem/CID12460
PA450903,chem/CID3675
PA450911,chem/CID4763
PA450913,chem/CID996
PA450918,chem/phenolsulfonphthalein
PA450919,chem/CID4768
PA450921,chem/CID9908
PA450926,chem/CID5775
PA450931,chem/CID6140
PA450932,chem/CID4781
PA450935,chem/CID6041
PA450947,chem/CID1775
PA450947,chem/CID1775
PA450952,chem/phospholipids
PA450953,chem/phosphoric_acid
PA450954,chem/phosphorus
PA450957,chem/CID5983
PA450961,chem/CID4812
PA450962,chem/CID5910
PA450965,chem/CID16362
PA450966,chem/CID4828
PA450970,chem/CID4829
PA450975,chem/CID43672
PA450977,chem/CID4837
PA450980,chem/piperonyl_butoxide
PA450983,chem/CID4845
PA450985,chem/CID5280452
PA450993,chem/CID10607
PA450999,chem/J07BF
PA451013,chem/polyethylene_glycol
PA451018,chem/polyethylene_glycol_400
PA451020,chem/polyethylene_glycol_6000
PA451023,chem/polyethylene_glycol_8000
PA451027,chem/CID4868
PA451038,chem/polysorbate_80
PA451047,chem/potassium
PA451047,chem/potassium
PA451049,chem/potassium_acetate
PA451055,chem/CID4873
PA451057,chem/potassium_gluconate
PA451060,chem/CID4875
PA451071,chem/potassium_phosphate_incl._comb._with_other_potassium_salts
PA451089,chem/CID54687
PA451093,chem/CID4893
PA451096,chem/CID5755
PA451100,chem/CID5865
PA451101,chem/CID4906
PA451103,chem/CID4908
PA451105,chem/CID4909
PA451106,chem/CID4911
PA451107,chem/CID4912
PA451108,chem/CID4913
PA451110,chem/CID4914
PA451112,chem/CID4915
PA451114,chem/CID4917
PA451123,chem/CID5994
PA451124,chem/CID6178111
PA451125,chem/CID145742
PA451126,chem/CID4926
PA451128,chem/CID4927
PA451131,chem/CID4932
PA451140,chem/M01AE
PA451141,chem/CID4943
PA451142,chem/CID15330
PA451145,chem/CID4946
PA451156,chem/CID657298
PA451159,chem/J05AE
PA451168,chem/CID4976
PA451170,chem/CID7028
PA451182,chem/CID1046
PA451185,chem/CID4991
PA451193,chem/CID4993
PA451201,chem/CID5002
PA451205,chem/CID54892
PA451209,chem/CID441074
PA451213,chem/CID8549
PA451216,chem/CID5029
PA451216,chem/CID5029
PA451219,chem/J07BG
PA451221,chem/CID5035
PA451223,chem/CID5362129
PA451224,chem/CID3001055
PA451232,chem/CID60815
PA451234,chem/CID65981
PA451236,chem/CID5770
PA451241,chem/CID37542
PA451241,chem/CID37542
PA451242,chem/CID493570
PA451249,chem/CID6323490
PA451250,chem/CID5381226
PA451251,chem/CID5070
PA451255,chem/CID5245
PA451257,chem/CID5073
PA451258,chem/CID33572
PA451260,chem/CID392622
PA451261,chem/L01XC02
PA451262,chem/CID77991
PA451264,chem/CID5078
PA451268,chem/CID5090
PA451271,chem/CID71273
PA451283,chem/CID77999
PA451299,chem/CID338
PA451300,chem/CID5152
PA451305,chem/CID60787
PA451308,chem/CID5184
PA451316,chem/CID26757
PA451319,chem/A12CE
PA451330,chem/CID5951
PA451330,chem/CID5951
PA451333,chem/CID68617
PA451333,chem/CID68617
PA451341,chem/CID5206
PA451344,chem/CID5210
PA451346,chem/CID5212
PA451355,chem/D02AA
PA451357,chem/silver_nitrate
PA451363,chem/CID54454
PA451363,chem/CID54454
PA451363,chem/CID54454
PA451365,chem/CID6436030
PA451369,chem/sodium_acetate
PA451374,chem/sodium_benzoate
PA451375,chem/CID516892
PA451377,chem/sodium_bisulfite
PA451379,chem/sodium_carbonate
PA451382,chem/sodium_chloride
PA451384,chem/sodium_citrate
PA451388,chem/sodium_fluoride
PA451388,chem/sodium_fluoride
PA451398,chem/CID9028
PA451406,chem/CID11963622
PA451414,chem/sodium_phosphate
PA451428,chem/salicylatesodium
PA451429,chem/sodium_selenite
PA451434,chem/sodium_succinate
PA451435,chem/sodium_sulfate
PA451446,chem/H01AC01
PA451455,chem/CID5780
PA451457,chem/CID5253
PA451465,chem/V06B
PA451472,chem/CID60464
PA451483,chem/CID5833
PA451492,chem/starch
PA451494,chem/CID18283
PA451512,chem/CID19649
PA451514,chem/CID29327
PA451521,chem/CID9354
PA451522,chem/CID5314
PA451524,chem/CID6398525
PA451525,chem/CID5988
PA451525,chem/CID5988
PA451527,chem/CID41693
PA451529,chem/sugar
PA451536,chem/CID5320
PA451539,chem/CID5215
PA451540,chem/CID17134
PA451542,chem/CID5327
PA451544,chem/CID5329
PA451545,chem/CID5333
PA451547,chem/CID5359476
PA451550,chem/CID5342
PA451558,chem/sulfur
PA451565,chem/CID5352
PA451566,chem/CID5358
PA451569,chem/CID5359
PA451576,chem/CID1935
PA451578,chem/CID445643
PA451578,chem/CID445643
PA451578,chem/CID445643
PA451581,chem/CID2733526
PA451581,chem/CID2733526
PA451581,chem/CID2733526
PA451581,chem/CID2733526
PA451583,chem/CID129211
PA451585,chem/tannic_acid
PA451590,chem/taurine
PA451605,chem/CID65999
PA451608,chem/CID5391
PA451608,chem/CID5391
PA451609,chem/CID5394
PA451611,chem/CID34698
PA451612,chem/CID5401
PA451614,chem/CID1549008
PA451616,chem/CID5403
PA451619,chem/CID5405
PA451620,chem/CID16133850
PA451627,chem/CID6013
PA451627,chem/CID6013
PA451632,chem/tetanus_antitoxin
PA451634,chem/J07AM
PA451636,chem/tetanus_toxoid
PA451638,chem/tetracaine
PA451640,chem/CID54675776
PA451644,chem/CID5426
PA451646,chem/CID5429
PA451646,chem/CID5429
PA451647,chem/CID2153
PA451647,chem/CID2153
PA451652,chem/CID1130
PA451663,chem/CID2723601
PA451663,chem/CID2723601
PA451664,chem/CID3000715
PA451666,chem/CID5452
PA451668,chem/L01AC01
PA451669,chem/CID941651
PA451673,chem/CID6288
PA451674,chem/thrombin
PA451680,chem/H03A
PA451682,chem/CID60648
PA451684,chem/CID36921
PA451686,chem/CID5472
PA451688,chem/CID60937
PA451690,chem/CID33624
PA451694,chem/tinzaparin
PA451698,chem/CID60947
PA451701,chem/CID5487
PA451704,chem/CID36294
PA451706,chem/CID38945
PA451716,chem/CID5504
PA451718,chem/CID5505
PA451720,chem/CID4659569
PA451721,chem/CID5509
PA451728,chem/CID5284627
PA451729,chem/CID60700
PA451731,chem/CID3005573
PA451733,chem/CID41781
PA451735,chem/CID33741
PA451735,chem/CID33741
PA451737,chem/CID5484727
PA451741,chem/CID441233
PA451743,chem/L01XC03
PA451744,chem/CID5533
PA451746,chem/CID5538
PA451749,chem/CID31307
PA451752,chem/CID5546
PA451753,chem/CID5556
PA451755,chem/trichloroacetic_acid
PA451771,chem/CID5566
PA451773,chem/CID5568
PA451775,chem/CID6256
PA451776,chem/triglycerides
PA451784,chem/CID23576
PA451788,chem/CID5578
PA451790,chem/CID5583
PA451791,chem/CID5584
PA451797,chem/CID5282443
PA451799,chem/CID5591
PA451802,chem/trometamol
PA451806,chem/trypsin
PA451811,chem/CID6000
PA451822,chem/CID6057
PA451822,chem/CID6057
PA451830,chem/CID6194
PA451831,chem/CID1176
PA451835,chem/CID62819
PA451836,chem/B01AD04
PA451837,chem/CID31401
PA451839,chem/CID60773
PA451843,chem/CID6287
PA451846,chem/CID3121
PA451848,chem/CID60846
PA451850,chem/CID14969
PA451852,chem/vanillin
PA451858,chem/CID24774
PA451862,chem/vegetable_oil
PA451866,chem/CID5656
PA451868,chem/CID2520
PA451871,chem/CID5362420
PA451876,chem/CID32326
PA451877,chem/CID241903
PA451879,chem/CID5978
PA451881,chem/CID60780
PA451884,chem/CID445354
PA451884,chem/CID445354
PA451892,chem/CID44176380
PA451892,chem/CID44176380
PA451897,chem/CID1054
PA451898,chem/CID5785
PA451899,chem/A11CC
PA451900,chem/CID14985
PA451906,chem/CID54678486
PA451906,chem/CID54678486
PA451906,chem/CID54678486
PA451906,chem/CID54678486
PA451935,chem/xenon
PA451938,chem/CID6912
PA451946,chem/CID8969
PA451949,chem/CID5717
PA451950,chem/CID24066
PA451952,chem/CID5719
PA451954,chem/CID35370
PA451955,chem/CID60490
PA451956,chem/CID23994
PA451961,chem/zinc_acetate
PA451965,chem/zinc_oxide
PA451971,chem/zinc_sulfate
PA451974,chem/CID60854
PA451975,chem/CID441240
PA451976,chem/CID5732
PA451978,chem/CID5734
PA451988,chem/CID8153
PA451991,chem/CID241
PA451993,chem/CID5881
PA451996,chem/CID9444
PA451998,chem/V07A.05
PA451999,chem/L03AB
PA452154,chem/J01C
PA452159,chem/J01D
PA452167,chem/J01G
PA452174,chem/D06BB
PA452200,chem/B01
PA452229,chem/N06A
PA452233,chem/N05A
PA452244,chem/C01AA
PA452249,chem/C01B
PA452298,chem/A02A
PA452347,chem/H02AB
PA452359,chem/G03AA
PA452363,chem/A02BB
PA452389,chem/M03A
PA452604,chem/X.01
PA452605,chem/X.03
PA452606,chem/zoxazolamine
PA452609,chem/aflatoxin_b1
PA452610,chem/sparteine
PA452611,chem/epipodophyllotoxin
PA452612,chem/vinyl_chloride
PA452613,chem/J01MA
PA452614,chem/furafylline
PA452615,chem/CID4235
PA452616,chem/CID2966
PA452618,chem/N02A
PA452619,chem/CID5462328
PA452620,chem/CID5386
PA452620,chem/CID5386
PA452620,chem/CID5386
PA452621,chem/L01
PA452622,chem/L01B
PA452626,chem/R03D.01
PA452627,chem/CID5287969
PA452628,chem/J05AB
PA452629,chem/CID5311507
PA452631,chem/A10BG
PA452632,chem/CID9052
PA452632,chem/CID9052
PA452634,chem/L01BB
PA452637,chem/G03A
PA452638,chem/arsenite
PA452639,chem/L04AB02
PA452640,chem/imidapril
PA452642,chem/L01CB
PA7000,chem/CID216239
PA7001,chem/vatalanib
