SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,3,5,45,077,South Carolina,Pickens County,131408,131684,132097,133470,135495,276,413,1373,2025,304,1115,1163,1145,331,1726,1720,1499,-27,-611,-557,-354,4,92,241,206,276,862,1682,2176,280,954,1923,2382,23,70,7,-3,9037,9018,9004,9056,9059,8.4539826599,8.7586183524,8.5141189374,13.086613517,12.953416652,11.146431692,-4.632630857,-4.194798299,-2.632312754,0.697548345,1.8149845425,1.5317978176,6.535724711,12.667236517,16.180543937,7.2332730561,14.482221059,17.712341755
050,3,5,45,079,South Carolina,Richland County,416147,415671,417294,421526,425138,-476,1623,4232,3612,1127,4601,4603,4599,942,3970,4004,3522,185,631,599,1077,66,461,1179,1019,-720,214,2581,1512,-654,675,3760,2531,-7,317,-127,4,26954,25877,25696,27318,27316,11.047282899,10.974940989,10.863813744,9.5322132383,9.546744236,8.3197112432,1.5150696608,1.4281967526,2.5441025011,1.106889245,2.8110917718,2.4070941956,0.5138271116,6.1538828354,3.5716647926,1.6207163566,8.9649746072,5.9787589882
050,3,5,45,081,South Carolina,Saluda County,18855,18828,18822,18984,19123,-27,-6,162,139,50,229,241,242,68,309,287,276,-18,-80,-46,-34,0,26,60,56,-13,34,148,117,-13,60,208,173,4,14,0,0,296,296,296,296,296,12.164674635,12.749299053,12.701078542,16.414342629,15.182775221,14.485527593,-4.249667995,-2.433476168,-1.784449051,1.3811420983,3.1740993493,2.9390925552,1.8061088977,7.8294450616,6.1406040885,3.187250996,11.003544411,9.0796966437
050,3,5,45,083,South Carolina,Spartanburg County,327992,329379,335397,345948,356698,1387,6018,10551,10750,886,3790,3865,3840,880,4316,4311,3772,6,-526,-446,68,7,212,725,645,1412,6452,9878,10060,1419,6664,10603,10705,-38,-120,394,-23,8322,8171,7851,8169,8173,11.402337028,11.345206907,10.930112745,12.984824964,12.654382141,10.736558665,-1.582487936,-1.309175234,0.1935540799,0.6378088258,2.1281435983,1.8359173752,19.411049737,28.995589606,28.634618286,20.048858563,31.123733204,30.470535661
050,3,5,45,085,South Carolina,Sumter County,105548,105476,104854,103936,104165,-72,-622,-918,229,348,1347,1334,1310,339,1516,1536,1364,9,-169,-202,-54,9,15,70,66,-110,-523,-752,215,-101,-508,-682,281,20,55,-34,2,2525,2525,2683,2709,2710,12.808443874,12.77838977,12.590040413,14.4154424,14.71334834,13.109019178,-1.606998526,-1.934958571,-0.518978765,0.1426330053,0.6705301978,0.6343073796,-4.973137451,-7.203410125,2.0663043426,-4.830504445,-6.532879927,2.7006117222
050,3,5,45,087,South Carolina,Union County,27240,27181,27010,26739,26629,-59,-171,-271,-110,72,261,243,243,115,494,519,504,-43,-233,-276,-261,0,4,16,15,-21,38,7,135,-21,42,23,150,5,20,-18,1,403,403,403,403,403,9.6325958185,9.0420286889,9.1065807225,18.23180971,19.3119872,18.88772298,-8.599213892,-10.26995851,-9.781142258,0.1476259896,0.5953599137,0.5621346125,1.4024469008,0.2604699622,5.0592115125,1.5500728903,0.8558298759,5.621346125
050,3,5,45,089,South Carolina,Williamsburg County,31023,30914,30418,30113,29891,-109,-496,-305,-222,64,279,264,263,128,567,545,519,-64,-288,-281,-256,0,16,38,33,-46,-230,-48,0,-46,-214,-10,33,1,6,-14,1,1610,1610,1610,1618,1623,9.0980238701,8.7228031918,8.7660822612,18.489532381,18.007302044,17.298846744,-9.391508511,-9.284498852,-8.532764482,0.5217504728,1.2555550049,1.0999266716,-7.500163047,-1.585964217,0,-6.978412574,-0.330409212,1.0999266716
050,3,5,45,091,South Carolina,York County,282089,284028,289201,294201,298320,1939,5173,5000,4119,694,2896,3118,3376,598,2650,2574,2521,96,246,544,855,12,205,396,329,1950,4756,4048,2948,1962,4961,4444,3277,-119,-34,12,-13,3936,3934,3904,3935,3938,10.104164304,10.689027463,11.395376704,9.2458685796,8.824104134,8.5094030423,0.8582957247,1.864923329,2.8859736617,0.7152464373,1.3575544822,1.1105091634,16.593717345,13.877223595,9.9507021692,17.308963782,15.234778078,11.061211333
040,2,4,46,000,South Dakota,South Dakota,886668,887852,896299,909869,919318,1184,8447,13570,9449,2832,11063,11324,11369,2020,9779,9226,8556,812,1284,2098,2813,65,1100,2781,1788,299,6026,8374,4812,364,7126,11155,6600,8,37,317,36,32154,32122,32077,32214,32218,12.401416696,12.539254377,12.430659085,10.96207664,10.216103928,9.3549757351,1.4393400559,2.3231504489,3.07568335,1.2330794871,3.079447759,1.9549668787,6.7550336266,9.2726700949,5.2613538146,7.9881131137,12.352117854,7.2163206933
050,2,4,46,003,South Dakota,Aurora County,2748,2735,2736,2762,2782,-13,1,26,20,6,45,40,38,10,50,44,44,-4,-5,-4,-6,0,2,9,5,-8,2,21,20,-8,4,30,25,-1,2,0,1,99,99,99,99,99,16.450374703,14.550745726,13.708513709,18.278194114,16.005820298,15.873015873,-1.827819411,-1.455074573,-2.164502165,0.7311277646,3.2739177883,1.8037518038,0.7311277646,7.639141506,7.215007215,1.4622555292,10.913059294,9.0187590188
050,2,4,46,005,South Dakota,Beadle County,19151,19165,19181,19488,19591,14,16,307,103,75,270,282,278,46,210,189,179,29,60,93,99,6,152,480,257,-22,-197,-264,-252,-16,-45,216,5,1,1,-2,-1,521,521,521,521,521,14.082303239,14.585326748,14.227590266,10.952902519,9.7752721819,9.160930423,3.1294007198,4.8100545657,5.0666598429,7.9278151567,24.826088081,13.152844239,-10.2748657,-13.65434844,-12.89695233,-2.34705054,11.171739636,0.2558919113
050,2,4,46,007,South Dakota,Bennett County,3375,3388,3389,3333,3305,13,1,-56,-28,14,36,42,50,8,44,40,43,6,-8,2,7,0,5,12,5,4,4,-71,-41,4,9,-59,-36,3,0,1,1,45,45,45,45,45,10.624169987,12.496280869,15.064778548,12.98509665,11.901219875,12.955709551,-2.360926664,0.5950609938,2.1090689967,1.4755791648,3.5703659625,1.5064778548,1.1804633319,-21.12466528,-12.35311841,2.6560424967,-17.55429932,-10.84664055
050,2,4,46,009,South Dakota,Bon Homme County,6995,6970,7000,7064,7065,-25,30,64,1,13,69,74,74,20,117,103,95,-7,-48,-29,-21,0,1,3,4,-17,74,90,17,-17,75,93,21,-1,3,0,1,1375,1371,1363,1375,1374,9.8783106657,10.523321957,10.47490976,16.750178955,14.647326507,13.447519287,-6.871868289,-4.124004551,-2.972609527,0.1431639227,0.4266211604,0.5662113384,10.594130279,12.798634812,2.4063981881,10.737294202,13.225255973,2.9726095265
050,2,4,46,011,South Dakota,Brookings County,34370,34343,34696,35491,35980,-27,353,795,489,90,366,383,385,56,244,222,214,34,122,161,171,5,117,334,193,-66,91,308,123,-61,208,642,316,0,23,-8,2,3196,3189,3186,3207,3208,10.60270282,10.913701968,10.773600481,7.0684685468,6.3259577985,5.9884428649,3.5342342734,4.5877441691,4.7851576164,3.3893886064,9.5174320031,5.4007919296,2.6361911383,8.7765540627,3.4419554784,6.0255797448,18.293986066,8.842747408
050,2,4,46,013,South Dakota,Brown County,38304,38225,38117,37901,37733,-79,-108,-216,-168,99,414,401,412,100,435,393,363,-1,-21,8,49,4,59,62,57,-76,-168,-281,-277,-72,-109,-219,-220,-6,22,-5,3,1155,1156,1156,1156,1156,10.845930156,10.550132863,10.894571225,11.396086034,10.339656397,9.5988576566,-0.550155877,0.2104764661,1.295713568,1.5456760368,1.6311926123,1.5072586403,-4.40124702,-7.392985872,-7.324748129,-2.855570983,-5.761793259,-5.817489489
050,2,4,46,015,South Dakota,Brule County,5240,5241,5243,5301,5311,1,2,58,10,10,67,61,63,15,48,51,48,-5,19,10,15,0,6,9,7,5,-27,40,-12,5,-21,49,-5,1,4,-1,0,421,421,421,421,421,12.781381152,11.570561457,11.873350923,9.1568103777,9.6737481032,9.0463626084,3.6245707745,1.8968133536,2.8269883151,1.1446012972,1.7071320182,1.3192612137,-5.150705837,7.5872534143,-2.261590652,-4.00610454,9.2943854325,-0.942329438
050,2,4,46,017,South Dakota,Buffalo County,1946,1939,1894,1854,1884,-7,-45,-40,30,7,30,41,38,9,54,34,41,-2,-24,7,-3,0,0,0,0,-5,-20,-48,33,-5,-20,-48,33,0,-1,1,0,0,0,0,0,0,15.65353509,21.878335112,20.331728197,28.176363162,18.143009605,21.936864633,-12.52282807,3.7353255069,-1.605136437,0,0,0,-10.43569006,-25.61366062,17.656500803,-10.43569006,-25.61366062,17.656500803
050,2,4,46,019,South Dakota,Butte County,10244,10293,10542,10790,10863,49,249,248,73,44,126,133,135,24,117,131,115,20,9,2,20,0,-1,-2,-2,27,251,238,54,27,250,236,52,2,-10,10,1,104,104,104,104,104,12.095032397,12.469529346,12.469403778,11.231101512,12.282017626,10.6220847,0.8639308855,0.1875117195,1.8473190782,-0.095992321,-0.187511719,-0.184731908,24.094072474,22.313894618,4.9877615111,23.998080154,22.126382899,4.8030296033
050,2,4,46,021,South Dakota,Campbell County,1376,1378,1376,1355,1340,2,-2,-21,-15,5,11,17,19,2,22,26,25,3,-11,-9,-6,0,0,2,4,-1,8,-17,-11,-1,8,-15,-7,0,1,3,-2,0,0,0,0,0,7.9883805374,12.449652142,14.100185529,15.976761075,19.040644453,18.552875696,-7.988380537,-6.590992311,-4.452690167,0,1.4646649579,2.9684601113,5.8097312999,-12.44965214,-8.163265306,5.8097312999,-10.98498718,-5.194805195
050,2,4,46,023,South Dakota,Charles Mix County,9382,9368,9184,9232,9240,-14,-184,48,8,29,142,144,143,32,136,100,93,-3,6,44,50,0,2,3,3,-11,-188,7,-47,-11,-186,10,-44,0,-4,-6,2,754,754,754,754,754,15.308322553,15.638575152,15.482893027,14.661492022,10.860121633,10.069294067,0.6468305304,4.7784535187,5.4135989606,0.2156101768,0.325803649,0.3248159376,-20.26735662,0.7602085143,-5.088783023,-20.05174644,1.0860121633,-4.763967085
050,2,4,46,025,South Dakota,Clark County,3841,3853,3873,3923,3948,12,20,50,25,17,62,62,59,14,37,42,35,3,25,20,24,0,1,4,23,7,-6,27,-22,7,-5,31,1,2,0,-1,0,198,198,198,198,198,16.049702304,15.905592612,14.991741837,9.5780481491,10.774756285,8.8934061746,6.4716541548,5.1308363263,6.0983356626,0.2588661662,1.0261672653,5.8442383433,-1.553196997,6.9266290405,-5.590141024,-1.294330831,7.9527963058,0.2540973193
050,2,4,46,027,South Dakota,Clay County,14967,15000,15165,15301,15431,33,165,136,130,25,134,131,137,20,111,114,113,5,23,17,24,0,19,61,23,23,115,61,83,23,134,122,106,5,8,-3,0,2531,2530,2516,2539,2541,8.8844687552,8.5997505416,8.9157881036,7.3595226256,7.4837523797,7.3538982168,1.5249461296,1.1159981619,1.5618898868,1.2597381071,4.0044639926,1.4968111415,7.6247306481,4.0044639926,5.4015358584,8.8844687552,8.0089279853,6.8983469999
050,2,4,46,029,South Dakota,Codington County,28321,28351,28484,28736,28971,30,133,252,235,79,299,325,326,62,330,284,268,17,-31,41,58,3,20,19,41,3,129,197,136,6,149,216,177,7,15,-5,0,498,498,498,498,498,10.521685581,11.359664453,11.298455993,11.612562681,9.9265990912,9.2883012459,-1.0908771,1.4330653618,2.0101547473,0.7037916777,0.6641034603,1.4209714593,4.5394563209,6.8857042992,4.7134663039,5.2432479986,7.5498077595,6.1344377632
050,2,4,46,031,South Dakota,Corson County,3903,3895,3849,3817,3782,-8,-46,-32,-35,17,85,74,78,10,72,64,68,7,13,10,10,0,0,0,0,-16,-59,-40,-45,-16,-59,-40,-45,1,0,-2,0,7,7,7,7,7,21.952479339,19.306026611,20.529016976,18.595041322,16.697104096,17.897091723,3.3574380165,2.608922515,2.6319252533,0,0,0,-15.23760331,-10.43569006,-11.84366364,-15.23760331,-10.43569006,-11.84366364
050,2,4,46,033,South Dakota,Custer County,8320,8335,8639,9021,9117,15,304,382,96,19,68,76,77,31,99,97,92,-12,-31,-21,-15,0,3,10,4,32,350,368,107,32,353,378,111,-5,-18,25,0,90,90,90,90,90,8.0122540356,8.6070215176,8.4904620135,11.664899258,10.985277463,10.14444812,-3.652645222,-2.378255946,-1.653986107,0.3534817957,1.1325028313,0.4410629617,41.23954283,41.67610419,11.798434226,41.593024626,42.808607022,12.239497188
050,2,4,46,035,South Dakota,Davison County,19953,19956,19899,19907,19922,3,-57,8,15,63,237,228,229,37,266,242,230,26,-29,-14,-1,0,6,11,79,-20,-42,22,-63,-20,-36,33,16,-3,8,-11,0,518,518,518,518,518,11.893112533,11.455559463,11.499158904,13.348387906,12.158971009,11.549373572,-1.455275373,-0.703411546,-0.050214668,0.3010914565,0.5526805004,3.9669587487,-2.107640196,1.1053610009,-3.163524065,-1.806548739,1.6580415013,0.8034346833
050,2,4,46,037,South Dakota,Day County,5453,5444,5426,5475,5451,-9,-18,49,-24,16,36,45,46,13,95,80,77,3,-59,-35,-31,0,4,11,7,-11,34,74,-1,-11,38,85,6,-1,3,-1,1,101,101,101,101,101,6.6237350506,8.2561232914,8.4202818964,17.479300828,14.677552518,14.094819696,-10.85556578,-6.421429227,-5.6745378,0.7359705612,2.0181634712,1.2813472451,6.25574977,13.576736079,-0.183049606,6.9917203312,15.59489955,1.0982976387
050,2,4,46,039,South Dakota,Deuel County,4294,4295,4290,4361,4354,1,-5,71,-7,9,59,56,56,8,46,47,47,1,13,9,9,0,0,0,0,0,-19,62,-15,0,-19,62,-15,0,1,0,-1,52,52,52,52,52,13.744903902,12.946480176,12.851405622,10.716365754,10.865795862,10.786001147,3.0285381479,2.080684314,2.065404475,0,0,0,-4.426324985,14.333603052,-3.442340792,-4.426324985,14.333603052,-3.442340792
050,2,4,46,041,South Dakota,Dewey County,5243,5225,5223,5142,5208,-18,-2,-81,66,29,115,109,108,19,97,97,102,10,18,12,6,0,0,3,1,-27,-23,-99,61,-27,-23,-96,62,-1,3,3,-2,5,5,5,5,5,22.013782542,21.032320309,20.869565217,18.568147014,18.716835504,19.710144928,3.4456355283,2.3154848046,1.1594202899,0,0.5788712012,0.193236715,-4.402756508,-19.10274964,11.787439614,-4.402756508,-18.52387844,11.980676329
050,2,4,46,043,South Dakota,Douglas County,2833,2834,2811,2787,2838,1,-23,-24,51,13,40,44,45,8,51,42,38,5,-11,2,7,0,0,1,8,-3,-13,-27,36,-3,-13,-26,44,-1,1,0,0,116,116,116,116,116,14.171833481,15.719899964,16,18.069087688,15.005359057,13.511111111,-3.897254207,0.7145409075,2.4888888889,0,0.3572704537,2.8444444444,-4.605845881,-9.646302251,12.8,-4.605845881,-9.289031797,15.644444444
050,2,4,46,045,South Dakota,Edmunds County,3987,3988,4034,4071,4057,1,46,37,-14,21,58,59,56,7,62,54,48,14,-4,5,8,0,3,7,2,-12,46,25,-24,-12,49,32,-22,-1,1,0,0,212,212,212,212,212,14.460234356,14.55891425,13.779527559,15.457491897,13.325107958,11.811023622,-0.997257542,1.2338062924,1.968503937,0.7479431563,1.7273288094,0.4921259843,11.46846173,6.1690314621,-5.905511811,12.216404887,7.8963602714,-5.413385827
050,2,4,46,047,South Dakota,Fall River County,6969,6970,7213,7397,7393,1,243,184,-4,10,47,48,50,28,125,147,138,-18,-78,-99,-88,0,0,-1,-1,22,336,272,86,22,336,271,85,-3,-15,12,-1,225,225,225,232,231,6.6276528238,6.5708418891,6.7613252197,17.626736234,20.123203285,18.661257606,-10.99908341,-13.5523614,-11.89993239,0,-0.136892539,-0.135226504,47.380666996,37.234770705,11.629479378,47.380666996,37.097878166,11.494252874
050,2,4,46,049,South Dakota,Faulk County,2130,2132,2124,2122,2151,2,-8,-2,29,12,32,31,31,7,43,35,31,5,-11,-4,0,0,0,0,0,-3,1,3,31,-3,1,3,31,0,2,-1,-2,382,382,382,382,382,15.037593985,14.601978333,14.509712146,20.206766917,16.486104569,14.509712146,-5.169172932,-1.884126236,0,0,0,0,0.469924812,1.4130946773,14.509712146,0.469924812,1.4130946773,14.509712146
050,2,4,46,051,South Dakota,Grant County,7561,7538,7552,7486,7553,-23,14,-66,67,16,95,86,94,16,113,99,99,0,-18,-13,-5,0,9,14,46,-22,19,-69,25,-22,28,-55,71,-1,4,2,1,243,243,243,243,243,12.591119947,11.437691182,12.500831172,14.976805832,13.166644501,13.165769001,-2.385685885,-1.728953318,-0.664937828,1.1928429423,1.8619497274,6.1174280205,2.5182239894,-9.176752228,3.3246891416,3.7110669317,-7.3148025,9.442117162
050,2,4,46,053,South Dakota,Gregory County,3996,4003,3957,3999,4018,7,-46,42,19,10,48,47,47,14,85,52,54,-4,-37,-5,-7,0,0,1,7,12,-10,48,20,12,-10,49,27,-1,1,-2,-1,74,74,74,74,74,12.060301508,11.814982403,11.725084196,21.35678392,13.071895425,13.471373332,-9.296482412,-1.256913022,-1.746289136,0,0.2513826043,1.7462891356,-2.512562814,12.066365008,4.9893975302,-2.512562814,12.317747612,6.7356866658
050,2,4,46,055,South Dakota,Haakon County,1872,1866,1835,1834,1851,-6,-31,-1,17,1,19,25,25,5,26,26,26,-4,-7,-1,-1,0,0,0,0,-2,-23,0,18,-2,-23,0,18,0,-1,0,0,44,44,44,44,44,10.267495272,13.627691469,13.568521031,14.050256687,14.172799128,14.111261872,-3.782761416,-0.545107659,-0.542740841,0,0,0,-12.42907322,0,9.7693351425,-12.42907322,0,9.7693351425
050,2,4,46,057,South Dakota,Hamlin County,6167,6166,6264,6394,6451,-1,98,130,57,37,129,142,140,23,86,55,53,14,43,87,87,0,6,31,20,-15,48,14,-50,-15,54,45,-30,0,1,-2,0,99,99,99,99,99,20.756234916,22.436403855,21.798365123,13.837489944,8.6901564228,8.252238225,6.9187449718,13.746247432,13.546126898,0.9654062751,4.8980881656,3.1140521604,7.7232502011,2.2120398167,-7.785130401,8.6886564763,7.1101279823,-4.671078241
050,2,4,46,059,South Dakota,Hand County,3141,3140,3079,3112,3107,-1,-61,33,-5,14,36,38,39,5,61,59,55,9,-25,-21,-16,0,2,5,3,-10,-37,49,7,-10,-35,54,10,0,-1,0,1,61,61,61,61,61,11.577424023,12.275884348,12.542209358,19.617301817,19.059925699,17.687731146,-8.039877794,-6.78404135,-5.145521788,0.6431902235,1.6152479406,0.9647853353,-11.89901913,15.829429817,2.2511657823,-11.25582891,17.444677758,3.2159511175
050,2,4,46,061,South Dakota,Hanson County,3461,3463,3510,3479,3471,2,47,-31,-8,8,43,41,39,6,22,32,30,2,21,9,9,0,0,9,5,0,29,-47,-22,0,29,-38,-17,0,-3,-2,0,216,216,216,216,216,12.33328553,11.73272285,11.223021583,6.3100530618,9.1572471026,8.6330935252,6.0232324681,2.5754757476,2.5899280576,0,2.5754757476,1.4388489209,8.3177972178,-13.44970668,-6.330935252,8.3177972178,-10.87423093,-4.892086331
050,2,4,46,063,South Dakota,Harding County,1310,1308,1325,1339,1324,-2,17,14,-15,3,18,18,17,4,10,10,6,-1,8,8,11,0,1,2,1,0,8,5,-27,0,9,7,-26,-1,0,-1,0,3,3,3,3,3,13.672616787,13.513513514,12.767555389,7.595898215,7.5075075075,4.5061960195,6.076718572,6.006006006,8.2613593691,0.7595898215,1.5015015015,0.7510326699,6.076718572,3.7537537538,-20.27788209,6.8363083935,5.2552552553,-19.52684942
050,2,4,46,065,South Dakota,Hughes County,17769,17740,17760,17681,17624,-29,20,-79,-57,63,208,218,219,52,199,201,189,11,9,17,30,0,0,1,-3,-40,3,-94,-85,-40,3,-93,-88,0,8,-3,1,775,775,769,774,774,11.718309859,12.302135944,12.406174763,11.211267606,11.342795068,10.706698768,0.5070422535,0.9593408764,1.6994759949,0,0.0564318163,-0.169947599,0.1690140845,-5.304590728,-4.815181986,0.1690140845,-5.248158912,-4.985129585
050,2,4,46,067,South Dakota,Hutchinson County,7426,7426,7377,7351,7394,0,-49,-26,43,19,82,96,96,16,136,115,102,3,-54,-19,-6,0,2,4,9,-4,1,-10,41,-4,3,-6,50,1,2,-1,-1,826,826,826,826,826,11.078835371,13.036393265,13.021363174,18.374653786,15.616512765,13.835198372,-7.295818415,-2.5801195,-0.813835198,0.2702154969,0.5431830527,1.2207527976,0.1351077484,-1.357957632,5.5612071889,0.4053232453,-0.814774579,6.7819599864
050,2,4,46,069,South Dakota,Hyde County,1261,1250,1230,1199,1186,-11,-20,-31,-13,3,18,13,13,10,22,25,25,-7,-4,-12,-12,0,0,0,0,-3,-17,-18,-1,-3,-17,-18,-1,-1,1,-1,0,40,40,40,40,40,14.516129032,10.703993413,10.901467505,17.741935484,20.584602717,20.964360587,-3.225806452,-9.880609304,-10.06289308,0,0,0,-13.70967742,-14.82091396,-0.838574423,-13.70967742,-14.82091396,-0.838574423
050,2,4,46,071,South Dakota,Jackson County,2805,2799,2864,2832,2776,-6,65,-32,-56,17,87,63,62,10,51,46,39,7,36,17,23,0,2,5,2,-12,25,-56,-79,-12,27,-51,-77,-1,2,2,-2,32,32,32,32,32,30.725763729,22.120786517,22.111269615,18.0116546,16.151685393,13.908701854,12.714109129,5.9691011236,8.2025677603,0.7063393961,1.7556179775,0.7132667618,8.829242451,-19.66292135,-28.17403709,9.5355818471,-17.90730337,-27.46077033
050,2,4,46,073,South Dakota,Jerauld County,1663,1648,1645,1662,1660,-15,-3,17,-2,1,18,19,18,10,22,14,18,-9,-4,5,0,0,1,2,1,-7,1,10,-3,-7,2,12,-2,1,-1,0,0,29,29,29,29,29,10.932280595,11.490777139,10.836845274,13.361676283,8.4668884185,10.836845274,-2.429395688,3.0238887209,0,0.607348922,1.2095554884,0.6020469597,0.607348922,6.0477774418,-1.806140879,1.2146978439,7.2573329301,-1.204093919
050,2,4,46,075,South Dakota,Jones County,920,926,879,875,855,6,-47,-4,-20,2,8,9,8,1,14,12,12,1,-6,-3,-4,0,0,0,0,6,-39,-1,-15,6,-39,-1,-15,-1,-2,0,-1,0,0,0,0,0,8.864265928,10.262257697,9.2485549133,15.512465374,13.683010262,13.87283237,-6.648199446,-3.420752566,-4.624277457,0,0,0,-43.2132964,-1.140250855,-17.34104046,-43.2132964,-1.140250855,-17.34104046
050,2,4,46,077,South Dakota,Kingsbury County,5180,5199,5201,5279,5276,19,2,78,-3,15,73,66,66,15,70,78,72,0,3,-12,-6,0,1,6,4,22,-4,84,-1,22,-3,90,3,-3,2,0,0,213,213,213,213,213,14.038461538,12.595419847,12.505921364,13.461538462,14.885496183,13.642823306,0.5769230769,-2.290076336,-1.136901942,0.1923076923,1.1450381679,0.7579346281,-0.769230769,16.030534351,-0.189483657,-0.576923077,17.175572519,0.5684509711
050,2,4,46,079,South Dakota,Lake County,11067,11017,10864,10940,11031,-50,-153,76,91,37,117,109,109,22,116,122,108,15,1,-13,1,0,0,0,10,-58,-154,91,83,-58,-154,91,93,-7,0,-2,-3,588,587,588,588,588,10.694209588,9.9981654742,9.9221701334,10.602806087,11.190607228,9.8311410496,0.0914035008,-1.192441754,0.0910290838,0,0,0.9102908379,-14.07613912,8.3470922766,7.5554139548,-14.07613912,8.3470922766,8.4657047927
050,2,4,46,081,South Dakota,Lawrence County,25771,25844,26162,27240,28053,73,318,1078,813,57,204,203,203,57,297,294,272,0,-93,-91,-69,2,19,45,22,73,400,1059,857,75,419,1104,879,-2,-8,65,3,1031,1029,1029,1033,1034,7.8452486252,7.6027115089,7.3427016078,11.421759028,11.010823565,9.8384967356,-3.576510403,-3.408112056,-2.495795128,0.730684921,1.6853301374,0.7957607654,15.382840441,39.661435901,30.998498906,16.113525362,41.346766039,31.794259671
050,2,4,46,083,South Dakota,Lincoln County,65158,65648,67992,71024,73238,490,2344,3032,2214,207,767,837,834,64,367,355,328,143,400,482,506,1,48,144,63,363,1966,2313,1637,364,2014,2457,1700,-17,-70,93,8,260,260,260,260,260,11.478599222,12.041779364,11.562296377,5.4923675546,5.1073257755,4.5472820285,5.9862316672,6.9344535881,7.0150143489,0.7183478001,2.0717039765,0.8734108774,29.422328644,33.276745123,22.694819148,30.140676444,35.348449099,23.568230026
050,2,4,46,085,South Dakota,Lyman County,3717,3704,3763,3705,3705,-13,59,-58,0,6,69,65,68,10,37,51,45,-4,32,14,23,0,1,13,6,-9,25,-90,-27,-9,26,-77,-21,0,1,5,-2,88,88,88,88,88,18.481317798,17.407605785,18.353576248,9.9102718629,13.658275308,12.145748988,8.5710459354,3.7493304767,6.2078272605,0.2678451855,3.4815211569,1.6194331984,6.6961296371,-24.10283878,-7.287449393,6.9639748226,-20.62131762,-5.668016194
050,2,4,46,087,South Dakota,McCook County,5679,5670,5718,5768,5809,-9,48,50,41,27,75,83,80,21,76,77,74,6,-1,6,6,0,1,0,0,-16,47,45,36,-16,48,45,36,1,1,-1,-1,212,212,212,212,212,13.171759747,14.452376807,13.820506176,13.34738321,13.407626676,12.783968213,-0.175623463,1.0447501306,1.0365379632,0.1756234633,0,0,8.2543027749,7.8356259795,6.2192277792,8.4299262381,7.8356259795,6.2192277792
050,2,4,46,089,South Dakota,McPherson County,2409,2402,2416,2396,2334,-7,14,-20,-62,5,24,22,20,7,39,39,37,-2,-15,-17,-17,0,0,0,0,-5,29,-3,-44,-5,29,-3,-44,0,0,0,-1,205,205,205,205,205,9.9626400996,9.1438071488,8.4566596195,16.189290162,16.209476309,15.644820296,-6.226650062,-7.06566916,-7.188160677,0,0,0,12.03819012,-1.246882793,-18.60465116,12.03819012,-1.246882793,-18.60465116
050,2,4,46,091,South Dakota,Marshall County,4310,4308,4324,4363,4390,-2,16,39,27,17,71,62,65,9,49,59,56,8,22,3,9,0,2,4,13,-9,-9,32,6,-9,-7,36,19,-1,1,0,-1,317,317,317,317,317,16.450417053,14.274202832,14.852050725,11.353104727,13.583515598,12.795612933,5.0973123262,0.6906872338,2.0564377928,0.4633920297,0.9209163117,2.9704101451,-2.085264133,7.3673304938,1.3709585285,-1.621872104,8.2882468056,4.3413686736
050,2,4,46,093,South Dakota,Meade County,29847,29899,30289,30702,30954,52,390,413,252,62,261,276,272,44,238,263,244,18,23,13,28,4,14,13,9,26,352,370,212,30,366,383,221,4,1,17,3,998,998,1001,1026,1027,8.6728251479,9.0505156498,8.8231477877,7.9085532,8.6242232461,7.9148825743,0.7642719479,0.4262924038,0.9082652134,0.4652090118,0.4262924038,0.29194239,11.696683724,12.132937647,6.8768651875,12.161892736,12.55923005,7.1688075775
050,2,4,46,095,South Dakota,Mellette County,1919,1920,1898,1873,1851,1,-22,-25,-22,8,28,29,30,10,32,34,35,-2,-4,-5,-5,0,0,0,0,4,-17,-19,-18,4,-17,-19,-18,-1,-1,-1,1,43,43,43,43,43,14.667365113,15.380535667,16.111707841,16.762702986,18.032352161,18.796992481,-2.095337873,-2.651816494,-2.68528464,0,0,0,-8.905185961,-10.07690268,-9.667024705,-8.905185961,-10.07690268,-9.667024705
