StateName,DistrictName,Month,Year,StationName,SurfaceWaterStationLatitude,SurfaceWaterStationLongitude,Dichlorophenoxyacetic-acid(24D),Silver(Ag),Aluminium(Al),Aldrin,Alkalinity-Phenolphthalein,Arsenic(As),Boron(B),BiochemicalOxygenDemand,cyanides(CN),Carbonate(CO3),Calcium(Ca),Cadimum(Cd),ChemicalOxygenDemand,Chlorophyll-a,Chloride(Cl),ColourCode,Chromium(Cr),Copper(Cu),DisolvedOxygen(DO),DisolvedOxygenSaturation(DO_SATURATION),Dichlorodiphenyltrichloroethane,Dieldrin,ElectricalConductivity,Endosulfan,Fluorine(F),FaecalColiform-MPN,Iron(Fe),HardnessCalcium,HardnessTotal,Hydrogencarbonate(HCO3),Mercury(Hg),Potassium(K),Magnesium(Mg),Manganese(Mn),ammonia(NH3),Nitrateandnitrite(NO2+NO3),Nitrate(NO3),Nitrate-Nitrogen(NO3-N),Sodium(Na),Sodium%(Na%),Nickel(Ni),OdourCode(Odour_Code),Organic-N,Lead(Pb),Phenols,Phosphorus-Tot,ResidualSodiumCarbonate,Sodiumabsorptionratio(SAR),Sulfate(SO4),Selenium(Se),Secchi,Silicondioxide(SiO2),Silicate(SiO3),SuspendedSolids,AlkalinityTotal,Temperature(Temp),TotalColiformOrganism,TotalDissolvedSolids,TotalOrganicCarbon,TotalSolids,Turbidity,Zinc(Zn),benzenehexachloride,orthophosphate,PotentialofHydrogen(pH),PotentialofHydrogenFLD(pH_FLD),ObsMonth,LGDCode,dcid,LatLong,StationNameLong
Jharkhand,Simdega,2023-01,2001,Tilga,22.62361111,84.41722222,,,,,,,0.0,0.653333333,,0.0,8.0,,,,9.727,,,,8.6,82.73503333,,,91.66666667,,0.0,,0.3348,,36.2,51.057,,1.2903,3.888,,,0.364312,0.0,0.364312,6.164,26.2785,,,,,,0.001,0.117715,0.447121,1.584,,20.0,15.57,,,,27.66666667,,,,,,,,,7.533333333,7.48,2001-01,342,indiaWris/342_Tilga,[LatLong 22.62361 84.41722],"Tilga, Simdega, Jharkhand"
Karnataka,Yadgir,2023-12,2001,Yadgir,16.7375,77.12527778,,,,,20.75,,0.002,2.0,,25.0,24.972,,,,70.94,,,,6.8,79.2726,,,710.0,,0.895,,0.01,,182.482,119.07,,4.1,28.8125,,0.0,0.161,0.001,0.16,78.0,47.6865,,,,,,0.001,0.0,2.52285,108.0,,62.43,6.16,,,139.265,46.0,,,,,,,,,8.48,,2001-12,635,indiaWris/635_Yadgir,[LatLong 16.73750 77.12528],"Yadgir, Yadgir, Karnataka"
Kerala,Palakkad,2023-07,2001,Pudur,10.7775,76.51222222,,,,,0.0,,0.04,,,0.0,29.6,,,,25.9,,,,5.88,73.8605,,,240.0,,,,,,146.9,170.8,,2.7,17.496,,,0.168,0.0,0.168,22.8,24.9326,,,,,,0.086,0.0,0.82121,14.7,,74.0,5.9,,,140.0,55.0,,,,,,,,,8.2,,2001-07,563,indiaWris/563_Pudur,[LatLong 10.77750 76.51222],"Pudur, Palakkad, Kerala"
Uttar Pradesh,Agra,2023-03,2008,Agra(J.B.),27.26666667,78.03333333,,,,,,,0.228,12.53333333,,0.0,62.06666667,,,,194.0666667,,,,7.64,88.3977,,,1421.0,,0.76,,0.248,,298.7726667,303.9833333,,16.68266667,34.4655,,,4.808396667,0.45954,4.348856667,157.78,51.99026667,,,,,,,0.0,4.00116,74.4,,155.1666667,11.4,,,,45.33333333,,,,,,,,8.026073333,7.823333333,,2008-03,118,indiaWris/118_AgraJB,[LatLong 27.26667 78.03333],"Agra(J.B.), Agra, Uttar Pradesh"
Uttar Pradesh,Chandauli,2023-03,2008,Narhan,25.20916667,83.32666667,,,,,19.92,,,,,24.0,59.6,,,,56.0,,,,7.48,85.5542,,,743.0,,,0.0,,,331.917,331.8,,5.0,43.9,,,,,,63.0,28.4444,,,,,,,0.0890634,1.51002,27.0,,85.25,,,,319.8,44.0,100.0,,,,,,,,8.8,8.0,2008-03,135,indiaWris/135_Narhan,[LatLong 25.20917 83.32667],"Narhan, Chandauli, Uttar Pradesh"
Tamil Nadu,Dharmapuri,2023-12,2017,Hogenakkal,12.12111111,77.78194444,,,,,0.0,,0.0,,,0.0,63.5,,,,109.0,,,,,,,,870.0,,1.46,,,862.083,344.833,314.0,,2.3,32.1,,,,,,87.0,,,,,,,0.04,,,61.8,,,20.56,,,257.377,,,558.0,,,,,,,8.2,,2017-12,571,indiaWris/571_Hogenakkal,[LatLong 12.12111 77.78194],"Hogenakkal, Dharmapuri, Tamil Nadu"
Uttar Pradesh,Sultanpur,2023-06,2017,Sultanpur,26.28333333,82.13333333,,,,,0.0,,0.026,7.04,,0.0,37.5,,34.2,,40.0,,,,,4.12,,,586.0,,0.304,2400.0,,477.062,190.825,162.2,,12.0,13.83,,0.0,,,,29.0,,,,,,,0.162,,,44.0,,,8.7,,,132.951,59.0,5000.0,336.0,,,,,,,7.85,7.9,2017-06,185,indiaWris/185_Sultanpur,[LatLong 26.28333 82.13333],"Sultanpur, Sultanpur, Uttar Pradesh"
Odisha,Ganjam,2023-09,2018,Purushottampur,19.505,84.86555556,,,,,0.0,,0.03,,,0.0,20.17,,,,17.2,,,,,,,,309.0,,0.05,,,285.73,114.292,138.01,,9.1,12.1,,,,,,59.2,,,,,,,0.001,,,4.12,,,10.0,,,113.123,59.0,,,,,,,,,7.5,7.53,2018-09,354,indiaWris/354_Purushottampur,[LatLong 19.50500 84.86556],"Purushottampur, Ganjam, Odisha"
Uttarakhand,Rudra Prayag,2023-01,2019,Augustmuni D/S,30.39222222,79.02194444,,,,,0.0,0.0,0.15,2.1,,0.0,28.016,0.0,9.62,,16.0,,0.0,0.0,,8.58,,,130.1,,0.18,2800.0,0.0,368.832,147.533,112.24,,2.68,12.32,,,,0.06,0.11,9.26,,0.0,,,0.0,,0.06,,0.0,23.2,,,,,,92.0,28.0,3600.0,81.0,,,,0.0,,,8.03,8.1,2019-01,054,indiaWris/054_AugustmuniDS,[LatLong 30.39222 79.02194],"Augustmuni D/S, Rudra Prayag, Uttarakhand"
Assam,Hailakandi,2023-01,2016,Matijuri,24.64805556,92.61138889,,,,,0.0,,,,,0.0,25.8,,,,15.0,,,,,,,,180.3,,,,0.19,,98.9167,165.92,,2.16,8.26,,,,,,3.27,6.57065,,,,,,,0.752394,0.143416,2.25,,64.5,,,,136.0,44.0,,121.0,,,4.1,,,,7.75,,2016-01,289,indiaWris/289_Matijuri,[LatLong 24.64806 92.61139],"Matijuri, Hailakandi, Assam"
Bihar,Sitamarhi,2023-08,2002,Dheng Bridge,26.72861111,85.32222222,,,,,9.96,,0.12,,,12.0,31.0,,,,41.89,,,,,,,,250.0,,,,,,107.875,117.12,,3.128,7.29,,,,,,11.04,17.7387,,,,,,,0.172811,0.463489,6.24,,77.5,0.32,,,116.0,,,,,,,,,,7.61,,2002-08,221,indiaWris/221_DhengBridge,[LatLong 26.72861 85.32222],"Dheng Bridge, Sitamarhi, Bihar"
Bihar,Sitamarhi,2023-06,2002,Dheng Bridge,26.72861111,85.32222222,,,,,9.96,,0.12,,,12.0,34.4,,,,25.915,,,,,,,,290.0,,,,,,107.263,140.3,,3.128,5.103,,,,,,8.05,13.6416,,,,,,,0.563047,0.338773,16.8,,86.0,0.33,,,135.0,,,,,,,,,,8.49,,2002-06,221,indiaWris/221_DhengBridge,[LatLong 26.72861 85.32222],"Dheng Bridge, Sitamarhi, Bihar"
Maharashtra,Thane,2023-02,2015,Durvesh,19.7125,72.93055556,,,,,9.96,,,3.8,,12.0,32.06,,36.0,,90.0,,,,5.5,53.367,,,380.0,,0.3,1200.0,,,120.65,85.0,,4.0,9.72,,0.2,0.2,0.08,0.12,50.2,46.6011,,,,,,0.24,0.0,1.99341,14.2,,80.15,9.0,,110.0,89.6721,28.0,2000.0,250.0,,330.0,3.0,,,,8.4,8.8,2015-02,497,indiaWris/497_Durvesh,[LatLong 19.71250 72.93056],"Durvesh, Thane, Maharashtra"
Bihar,Darbhanga,2023-10,2013,Hayaghat,26.0525,85.87444444,,,,,0.332,,,2.354,,0.5,22.36,,,,22.0,,,,,6.275,,,276.0,,,,,329.667,131.867,62.2,,37.6,15.48,,,,,,40.3,,,,,,,,,,,,,,,,62.667,46.0,,177.0,,,,,,,7.9,7.9,2013-10,195,indiaWris/195_Hayaghat,[LatLong 26.05250 85.87444],"Hayaghat, Darbhanga, Bihar"
Uttar Pradesh,Kaushambi,2023-03,2015,Rajapur,25.4,81.18333333,,,,,35.109,,0.05,4.2,,42.3,50.0,,8.6,,68.2,,,,,8.6,,,710.0,,0.8,,,654.583,261.833,131.0,,5.9,21.4,,0.06,,,,68.1,,,,,,,0.083,,,39.8,,,,,,177.877,42.0,,,,,,,,,9.4,7.0,2015-03,158,indiaWris/158_Rajapur,[LatLong 25.40000 81.18333],"Rajapur, Kaushambi, Uttar Pradesh"
Uttar Pradesh,Kaushambi,2023-10,2015,Pratappur,25.36666667,81.66666667,,,,,0.0,,0.3,2.2,,0.0,29.0,,4.3,,36.6,,,,,6.2,,,411.0,,0.19,,,400.208,160.083,154.0,,4.3,15.7,,0.1,,,,35.2,,,,,,,0.0,,,31.2,,,,,,126.23,54.0,,,,,,,,,8.2,7.5,2015-10,158,indiaWris/158_Pratappur,[LatLong 25.36667 81.66667],"Pratappur, Kaushambi, Uttar Pradesh"
Uttarakhand,Pauri Garhwal,2023-04,2019,Kirtinagar D/S,30.22888889,78.72972222,,,,,0.0,0.0,0.08,2.91,,0.0,18.62,0.0,12.5,,6.59,,0.0,0.0,,7.9,,,137.6,,0.16,2500.0,0.0,223.02,89.208,68.19,,2.65,4.65,,,,,0.17,4.8,,0.0,,,0.0,,0.08,,0.0,20.6,,,,,0.0,55.893,18.6,3450.0,83.0,,,,0.0,,,,7.92,2019-04,052,indiaWris/052_KirtinagarDS,[LatLong 30.22889 78.72972],"Kirtinagar D/S, Pauri Garhwal, Uttarakhand"
Uttarakhand,Pauri Garhwal,2023-05,2019,Kirtinagar D/S,30.22888889,78.72972222,,,,,0.0,0.0,0.08,1.66,,0.0,22.56,0.0,10.21,,6.79,,0.0,0.0,,8.51,,,158.4,,0.16,2500.0,0.0,257.5,103.0,65.87,,2.72,3.6,,,,,0.15,4.68,,0.0,,,0.0,,0.06,,0.0,21.5,,,,,0.0,53.992,,3500.0,98.0,,,,0.0,,,,7.85,2019-05,052,indiaWris/052_KirtinagarDS,[LatLong 30.22889 78.72972],"Kirtinagar D/S, Pauri Garhwal, Uttarakhand"
Uttarakhand,Pauri Garhwal,2023-09,2019,Satpuli D/S,29.9375,78.70222222,,,,,0.0,,0.05,2.31,,0.0,16.0,,9.06,,7.71,,,,,7.14,,,138.0,,0.06,2800.0,,196.668,78.667,63.82,,2.34,4.8,,,,,,3.31,,,,,,,0.07,,,19.4,,,,,0.0,52.311,,3600.0,94.0,,,,,,,,7.34,2019-09,052,indiaWris/052_SatpuliDS,[LatLong 29.93750 78.70222],"Satpuli D/S, Pauri Garhwal, Uttarakhand"
Andhra Pradesh,Y.S.R.,2023-10,2011,Kamalapuram,14.59277778,78.17583333,,,,,0.0,,,1.92,,0.0,17.64,,,,29.77,,,,,,,,196.0,,0.424,,,,92.725,97.6,,2.6,11.67,,,,,0.26,20.8,32.176,,,,,,,0.0,0.943106,7.27,,44.1,,,,80.0,56.0,,,,,,,,,7.72,7.0,2011-10,504,indiaWris/504_Kamalapuram,[LatLong 14.59278 78.17583],"Kamalapuram, Y.S.R., Andhra Pradesh"
Assam,Dibrugarh,2023-04,2010,Naharkatia,27.30045833,95.33081389,,,,,0.0,,,,,0.0,15.48,,,,23.0,,,,,,,,130.7,,,,,,77.4083,36.6,,0.11,9.29,,,,,,2.34,6.20038,,,,,,,0.0,0.116108,,,38.7,,,,30.0,,,,,,,,,,7.49,7.49,2010-04,286,indiaWris/286_Naharkatia,[LatLong 27.30046 95.33081],"Naharkatia, Dibrugarh, Assam"
Assam,Dibrugarh,2023-05,2004,Dibrugarh,27.49888889,94.85583333,,,0.0333,,,,,,,0.0,15.48,,,,13.0,,,,,,,,124.8,,,,0.15066,,73.1167,39.04,,1.5,8.26,,,,,,1.05,2.97295,,,,,,,0.0,0.0535984,1.5,,38.7,,,,,,,430.0,,,,,,0.0330688,7.8,,2004-05,286,indiaWris/286_Dibrugarh,[LatLong 27.49889 94.85583],"Dibrugarh, Dibrugarh, Assam"
Assam,Dibrugarh,2023-05,2005,Naharkatia,27.30045833,95.33081389,,,0.1503,,0.249,,,,,0.3,5.6,,,,8.165,,,,,,,,144.4,,0.95,,0.34968,,32.7313,147.01,,0.7038,4.4955,,,,,0.994852,3.289,17.6522,,,,,,,1.77029,0.251067,1.2,,14.0,,,,121.0,,,,,,,,,0.0527034,7.85,,2005-05,286,indiaWris/286_Naharkatia,[LatLong 27.30046 95.33081],"Naharkatia, Dibrugarh, Assam"
Karnataka,Chamarajanagara,2023-10,2011,Kudlur,11.84055556,77.46277778,,,,,39.2673,,,1.9,,47.31,27.25,,,,66.11,,,,,,,,802.0,,1.3,,,,254.458,336.7,,6.0,44.72,,,,,1.15,107.5,47.3793,,,,,,,2.05613,2.94565,32.41,,68.125,,,,354.834,52.0,,,,,,,,,8.35,,2011-10,531,indiaWris/531_Kudlur,[LatLong 11.84056 77.46278],"Kudlur, Chamarajanagara, Karnataka"
Tamil Nadu,Kanchipuram,2023-03,2011,Chengalpet,12.65,79.94722222,,,,,0.0,,,0.267,,0.0,19.24,,,,80.34,,,,,,,,553.0,,0.467,,,,169.642,247.16,,6.3,29.17,,,,,0.837,60.1,42.6055,,,,,,,0.690767,2.01675,21.3,,48.1,,,,202.59,48.0,,,,,,,,,7.84,7.0,2011-03,574,indiaWris/574_Chengalpet,[LatLong 12.65000 79.94722],"Chengalpet, Kanchipuram, Tamil Nadu"
Tamil Nadu,Vellore,2023-09,2011,Avarankuppam,12.68416667,78.53944444,,,,,0.0,,,,,0.0,30.46,,,,59.81,,,,,,,,604.0,,0.975,,,,157.15,342.04,,2.6,19.44,,,,,2.9,98.0,57.2256,,,,,,,2.4867,3.41306,19.8,,76.15,,,,280.361,50.0,,,,,,,,,7.66,,2011-09,595,indiaWris/595_Avarankuppam,[LatLong 12.68417 78.53944],"Avarankuppam, Vellore, Tamil Nadu"
Tripura,South Tripura,2023-12,2003,Belonia,23.25055556,91.4625,,,,,0.0,,0.0,,,8.65547,0.68,,,,0.37,,,,,,,,137.17,,,,,,4.5,0.36658,,0.044,0.6804,,,,,,0.091,4.16627,,,,,,,0.2046,0.0186674,0.004,,1.7,,,,0.38,,,120.0,,,,,,,7.4,,2003-12,271,indiaWris/271_Belonia,[LatLong 23.25056 91.46250],"Belonia, South Tripura, Tripura"
Uttar Pradesh,Shravasti,2023-01,2003,Bhinga,27.66666667,81.85,,,,,7.968,,0.12,,,9.6,53.4,,,,66.03,,,,,,,,570.0,,0.0,,0.2418,,228.169,379.42,,89.148,28.7955,,,,0.0414,,5.75,5.36023,,,,,,,1.84463,0.777367,90.72,,94.5,8.0,,,630.265,33.0,,,,,,,,0.806052,8.37,,2003-01,181,indiaWris/181_Bhinga,[LatLong 27.66667 81.85000],"Bhinga, Shravasti, Uttar Pradesh"
Tamil Nadu,Namakkal,2023-05,2009,Kodumudi,11.08111111,77.89027778,,,,,0.0,1.14,0.403,2.0,,0.0,30.4,,,,59.4,,2.98,3.17,6.6,88.9039,,,497.0,,0.276,,0.001,,177.25,250.0,,4.5,24.3,,0.05,,,0.939,68.0,44.8862,8.7,,,,,,0.581117,2.23059,38.4,,76.0,27.7,,,204.918,63.0,,,,,,,,0.095,8.18,7.95,2009-05,580,indiaWris/580_Kodumudi,[LatLong 11.08111 77.89028],"Kodumudi, Namakkal, Tamil Nadu"
Assam,Cachar,2023-03,2015,Ap Ghat,24.83277778,92.79166667,,,,,0.0,,,,,0.0,13.76,,,,12.0,,,,,,,,147.2,,,,0.24,,77.4,102.48,,1.7,10.32,,,,,,7.1,16.3558,,,,,,,0.143877,0.352416,2.31,,34.4,,,,84.0,39.0,,99.0,,,4.2,,,,7.32,,2015-03,282,indiaWris/282_ApGhat,[LatLong 24.83278 92.79167],"Ap Ghat, Cachar, Assam"
Assam,Cachar,2023-11,2015,Fulertal,24.78861111,93.01888889,,,,,0.0,,,,,0.0,8.6,,,,14.0,,,,,,,,105.6,,,,0.22,,55.9167,104.92,,1.23,8.26,,,,,,3.78,12.6016,,,,,,,0.610894,0.220815,1.23,,21.5,,,,86.0,46.0,,71.0,,,4.35,,,,8.09,,2015-11,282,indiaWris/282_Fulertal,[LatLong 24.78861 93.01889],"Fulertal, Cachar, Assam"
Assam,Cachar,2023-10,2009,Ap Ghat,24.83277778,92.79166667,,,,,0.0,,,,,0.0,15.48,,,,10.0,,,,,,,,74.9,,,,,,73.1167,46.36,,0.4,8.26,,,,,,3.74,10.0103,,,,,,,0.0,0.190912,,,38.7,,,,38.0,54.0,,50.0,,,,,,,7.02,,2009-10,282,indiaWris/282_ApGhat,[LatLong 24.83278 92.79167],"Ap Ghat, Cachar, Assam"
Assam,Kamrup,2023-08,2002,Kulsi,25.97916667,91.39166667,,,,,,,,,,0.0,14.62,,,,10.0,,,,,,,,18.675,,,,,,66.65415,57.34,,,7.225,,,,,,,,,,,,,,0.0,,,,36.55,,,,,54.0,,180.0,,,,,,,7.23,,2002-08,291,indiaWris/291_Kulsi,[LatLong 25.97917 91.39167],"Kulsi, Kamrup, Assam"
Assam,Kamrup Metro,2023-11,2002,Sonapur,26.11527778,91.98472222,,,,,0.0,,,,,0.0,18.06,,,,10.5,,,,,,,,35.0,,,,,,75.25415,37.82,,,7.225,,,,,,,,,,,,,,0.0,,,,45.15,,,,31.0,42.0,,190.0,,,,,,,6.955,7.95,2002-11,618,indiaWris/618_Sonapur,[LatLong 26.11528 91.98472],"Sonapur, Kamrup Metro, Assam"
Bihar,Patna,2023-02,2009,Sripalpur,25.50027778,85.10944444,,,,,17.928,,,,,21.6,28.85,,,,21.0,,,,,,,,288.0,,,,,,242.375,143.96,,,40.86,,,,,,,,,,,,,,0.0,,,,72.125,,,,154.0,34.0,,,,,,,,,8.5,8.53,2009-02,212,indiaWris/212_Sripalpur,[LatLong 25.50028 85.10944],"Sripalpur, Patna, Bihar"
Arunachal Pradesh,East Siang,2023-05,2004,Passighat,28.07305556,95.34027778,,,,,0.0,,,,,0.0,12.04,,,,14.0,,,,,,,,105.6,,,,,,51.6,17.08,,0.4,5.16,,,,,,1.3,5.17714,,,,,,,0.0,0.0789702,2.1,,30.1,,,,14.0,40.0,,240.0,,,,,,,7.4,7.4,2004-05,232,indiaWris/232_Passighat,[LatLong 28.07306 95.34028],"Passighat, East Siang, Arunachal Pradesh"
Odisha,Baleshwar,2023-02,2013,Govindapur (Nh5 Road Bridge),21.54861111,86.91805556,,,,,,,0.001,,,0.0,26.65,,,,18.86,,,,,,,,220.0,,0.05,,7.068,,99.0417,118.36,,1.1,7.78,,,0.966828,0.0,0.966828,21.6,31.9808,,,,,,0.001,0.0,0.946633,20.36,,66.625,18.36,,,,,,,,,,,,,7.4,7.4,2013-02,346,indiaWris/346_GovindapurNh5RoadBridge,[LatLong 21.54861 86.91806],"Govindapur (Nh5 Road Bridge), Baleshwar, Odisha"
Tamil Nadu,Erode,2023-05,2006,Urachikottai,11.47777778,77.7,,,,,11.7694,,0.292,2.2,,14.18,25.65,,,,29.08,,,,7.1,92.4426,,,435.0,,0.69,,0.095,,149.208,192.32,,3.1,20.42,,,0.627,0.013,0.614,38.9,35.7598,,,,,,0.031,0.66466,1.39077,14.31,,64.125,26.92,,,181.273,59.6,,,,,,,,,8.42,8.27,2006-05,573,indiaWris/573_Urachikottai,[LatLong 11.47778 77.70000],"Urachikottai, Erode, Tamil Nadu"
Karnataka,Bidar,2023-07,2007,Saigaon,18.05,77.05,,,,,0.0,,0.06,0.2,,0.0,25.0,,60.42,,40.0,,,,4.9,57.1229,,,280.0,,0.33,1300.0,0.1,,99.5833,72.0,,3.5,8.9,,0.05,0.747,0.057,0.69,17.0,26.3249,,,,,,0.004,0.0,0.743186,16.0,,62.5,11.75,,,59.0164,46.0,2400.0,,,,,,,,8.2,,2007-07,529,indiaWris/529_Saigaon,[LatLong 18.05000 77.05000],"Saigaon, Bidar, Karnataka"
Tamil Nadu,Theni,2023-06,2005,Ambasamudram,9.925555555,77.51166667,,,,,12.3504,,0.363,0.3,,14.88,43.29,,,,61.07,,,,6.2,76.4889,,,623.0,,0.412,,0.069,,209.517,208.06,,6.2,24.31,,,3.692,0.022,3.67,59.3,37.3893,,,,,,0.022,0.0,1.78832,23.05,,108.225,27.68,,,195.341,53.0,,,,,,,,,8.3,7.9,2005-06,588,indiaWris/588_Ambasamudram,[LatLong 9.92556 77.51167],"Ambasamudram, Theni, Tamil Nadu"
Uttarakhand,Tehri Garhwal,2023-03,2017,Koteshwar,30.26277778,78.50055556,,,,,0.0,,0.15,1.2,,0.0,33.5,,7.55,,24.0,,,,8.55,86.6261,,,130.0,,0.18,500.0,,,127.5,82.96,,2.8,10.5,,0.05,0.42,0.17,0.25,10.8,15.2661,,,,,,0.03,0.0,0.417198,30.2,,83.75,,,,68.0,32.0,800.0,100.0,,,,,,,7.26,7.15,2017-03,055,indiaWris/055_Koteshwar,[LatLong 30.26278 78.50056],"Koteshwar, Tehri Garhwal, Uttarakhand"
Assam,Goalpara,2023-05,2003,Dudhnai,25.97916667,90.79444444,,,,,2.49,,,,,3.0,11.18,,,,9.0,,,,,,,,51.475,,,,,,51.5958,32.94,,,5.675,,,,,,,,,,,,,,0.0,,,,27.95,,,,32.0,50.0,,215.0,,,,,,,7.85,,2003-05,287,indiaWris/287_Dudhnai,[LatLong 25.97917 90.79444],"Dudhnai, Goalpara, Assam"
Gujarat,Surat,2023-01,2005,Motinaroli,21.23777778,72.96333333,,,,,10.0,,,2.0,,6.0,35.3,,,,472.9,,,,,,,,1554.0,,2.85,,,,132.792,341.38,,,10.69,,0.38,0.07006,0.0,0.07006,,,,,,,,0.42,3.15435,,144.09,,88.25,28.06,,96.0,280.0,42.0,,1076.0,,,,,,,8.4,,2005-01,459,indiaWris/459_Motinaroli,[LatLong 21.23778 72.96333],"Motinaroli, Surat, Gujarat"
Maharashtra,Buldhana,2023-07,2004,Yerli,20.93638889,76.47416667,,,,,5.0,,,1.0,,5.0,28.86,,,,156.33,,,,,,,,322.0,,0.06,,,,92.15,65.0,,,4.8,,0.08,0.014012,0.0,0.014012,,,,,,,,0.06,0.0,,12.9,,72.15,14.38,,57.0,65.0,54.0,,237.0,,,,,,,8.36,,2004-07,472,indiaWris/472_Yerli,[LatLong 20.93639 76.47417],"Yerli, Buldhana, Maharashtra"
Tamil Nadu,Coimbatore,2023-08,2004,Nellithurai,11.28777778,76.89111111,,,,,0.0,,0.092,0.7,,0.0,6.41,,,,7.57,,,,7.9,90.4604,,,64.0,,0.121,,0.22,,24.1083,19.22,,0.7,1.94,,0.11,1.867,0.007,1.86,3.3,22.3943,,,,,,0.009,0.0,0.293147,,,16.025,4.56,,,15.7541,45.2,,,,,,,,,7.84,7.66,2004-08,569,indiaWris/569_Nellithurai,[LatLong 11.28778 76.89111],"Nellithurai, Coimbatore, Tamil Nadu"
Kerala,Pathanamthitta,2023-02,2016,Malakkara,9.3325,76.66305556,,,,,,,,2.6,,,4.7,0.03,,,26.06,,0.64,8.34,8.4,103.538,,,72.5,,,,0.035,,44.375,52.82,,0.23,7.83,,,,,,6.13,23.1581,0.72,,,0.48,,,,0.402234,,,11.75,,,,,52.0,,,,,,9.5,,,6.75,,2016-02,564,indiaWris/564_Malakkara,[LatLong 9.33250 76.66306],"Malakkara, Pathanamthitta, Kerala"
Kerala,Pathanamthitta,2023-06,2005,Thumpamon,9.225,76.71444444,,,,,0.0,,0.33,0.8,,0.0,3.2,,6.4,,7.8,,,,7.84,100.166,,,47.0,,0.121,,,,14.0417,15.9,,1.4,1.45,,,0.874,0.146,0.728,4.2,36.7208,,,,,,0.081,0.0,0.489121,4.39,,8.0,5.8,,,13.0328,56.0,,35.0,,,,,,,6.62,6.62,2005-06,564,indiaWris/564_Thumpamon,[LatLong 9.22500 76.71444],"Thumpamon, Pathanamthitta, Kerala"
Madhya Pradesh,Balaghat,2023-10,2015,Kumhari,21.88416667,80.17666667,,,,,0.0,,0.09,1.2,,0.0,26.27,,16.7,,7.95,,,,6.0,73.9554,,,233.0,,0.19,130.0,0.125,,106.883,167.84,,2.3,9.89,,0.239,4.391,0.002,4.389,27.09,35.049,,,,,,,0.626281,1.14321,34.0,,65.675,25.29,,,137.574,52.0,500.0,,,,,,,0.14,8.0,,2015-10,392,indiaWris/392_Kumhari,[LatLong 21.88417 80.17667],"Kumhari, Balaghat, Madhya Pradesh"
Andhra Pradesh,Krishna,2023-09,2006,Paleru Bridge,16.94888889,80.04916667,,,,,0.0,,0.001,0.8,,0.0,59.0,,,,53.0,,,,5.45,67.1761,,,750.0,,1.14,,0.01,,264.167,312.0,,3.1,28.0,,0.0,0.0,0.0,0.0,68.0,35.6986,,,,,,0.001,0.0,1.82588,58.0,,147.5,22.67,,,255.738,52.0,,,,,,,,,7.88,,2006-09,510,indiaWris/510_PaleruBridge,[LatLong 16.94889 80.04917],"Paleru Bridge, Krishna, Andhra Pradesh"
Odisha,Nabarangpur,2023-10,2003,Nowrangpur,19.22666667,82.54,,,,,0.0,,0.03,1.2,,0.0,16.0,,7.5,,4.0,,,,7.5,92.4442,,,93.0,,0.54,,,,44.0701,51.2,,1.7,1.0,,0.0,0.5876,,0.5876,5.0,19.0488,,,,,,,0.0,0.327732,2.0,,39.952,17.0,,,42.0,52.0,,,,,,,,0.050856,8.0,,2003-10,366,indiaWris/366_Nowrangpur,[LatLong 19.22667 82.54000],"Nowrangpur, Nabarangpur, Odisha"
Chhattisgarh,Korea,2023-07,2002,Manendragarh,23.20536111,82.21640111,,,,,0.0,,,,,0.0,,,,,,,,,,,,,103.0,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,68.0,53.0,,,,,,,,,7.6,7.6,2002-07,384,indiaWris/384_Manendragarh,[LatLong 23.20536 82.21640],"Manendragarh, Korea, Chhattisgarh"
Kerala,Palakkad,2023-05,2012,Mankara,10.76111111,76.48611111,,,,,,,,,,,,0.07,,,,,1.09,2.0,,,,,,,,,0.02,,,,,,,,,,,,,,2.36,,,5.7,,,,,,,,,,,,,,,,,,0.048,,,,,2012-05,563,indiaWris/563_Mankara,[LatLong 10.76111 76.48611],"Mankara, Palakkad, Kerala"
Kerala,Thrissur,2023-05,2013,Arangali,10.28611111,76.32222222,,,,,,2.443,,,,,,0.0,,,,,0.08,0.84,,,,,,,,,,,,,,,,,,,,,,,0.068,,,2.814,,,,,,,,,,,,,,,,,,0.126,,,,,2013-05,566,indiaWris/566_Arangali,[LatLong 10.28611 76.32222],"Arangali, Thrissur, Kerala"
Chhattisgarh,Korea,2023-04,2008,Manendragarh,23.20536111,82.21640111,,,,,9.213,,0.01,1.4,,11.1,11.2,,16.0,,18.39,,,,,,,,157.0,,0.07,,0.1,,52.1667,51.8,,1.0,5.8,,,0.28,0.01,0.27,14.0,36.4487,,,,,,0.02,0.182863,0.846028,16.0,,28.0,11.8,,,103.489,30.0,,,,,,,,,8.4,,2008-04,384,indiaWris/384_Manendragarh,[LatLong 23.20536 82.21640],"Manendragarh, Korea, Chhattisgarh"
