id	name	compartment	chemicalFormula	bigg.metabolite	chebi	chembl	kegg.compound	metanetx.chemical	hmdb	pubchem.compound	lipidmaps
M_3dhdchol_s	3-dehydro-Deoxycholate	s	C24H37O4	3dhdchol	NA	NA	NA	NA	NA	NA	NA
M_3dhlchol_c	3-dehydro-Lithocholate	c	C24H37O3	3dhlchol	NA	NA	NA	NA	NA	NA	NA
M_3dhlchol_s	3-dehydro-Lithocholate	s	C24H37O3	3dhlchol	NA	NA	NA	NA	NA	NA	NA
M_7dhcdchol_c	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	c	C24H37O4	7dhcdchol	NA	NA	NA	NA	NA	NA	NA
M_7dhcdchol_s	7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	s	C24H37O4	7dhcdchol	NA	NA	NA	NA	NA	NA	NA
M_7dhchol_c	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	c	C24H37O5	7dhchol	NA	NA	NA	NA	NA	NA	NA
M_7dhchol_s	7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	s	C24H37O5	7dhchol	NA	NA	NA	NA	NA	NA	NA
M_ca24g_c	Cholic acid-24glucuronide, CA-24G	c	C30H47O11	ca24g	NA	NA	NA	NA	NA	NA	NA
M_ca24g_r	Cholic acid-24glucuronide, CA-24G	r	C30H47O11	ca24g	NA	NA	NA	NA	NA	NA	NA
M_ca24g_s	Cholic acid-24glucuronide, CA-24G	s	C30H47O11	ca24g	NA	NA	NA	NA	NA	NA	NA
M_ca3s_c	Cholic acid 3-sulfate	c	C24H38O8S	ca3s	NA	NA	NA	NA	NA	NA	NA
M_ca3s_s	Cholic acid 3-sulfate	s	C24H38O8S	ca3s	NA	NA	NA	NA	NA	NA	NA
M_cdca24g_c	Chenodeoxycholic acid-24glucuronide, CDCA-24G	c	C30H47O10	cdca24g	NA	NA	NA	NA	NA	NA	NA
M_cdca24g_r	Chenodeoxycholic acid-24glucuronide, CDCA-24G	r	C30H47O10	cdca24g	NA	NA	NA	NA	NA	NA	NA
M_cdca24g_s	Chenodeoxycholic acid-24glucuronide, CDCA-24G	s	C30H47O10	cdca24g	NA	NA	NA	NA	NA	NA	NA
M_cdca3g_c	Chenodeoxycholic acid-3glucuronide, CDCA-3G	c	C30H47O10	cdca3g	NA	NA	NA	NA	NA	NA	NA
M_cdca3g_r	Chenodeoxycholic acid-3glucuronide, CDCA-3G	r	C30H47O10	cdca3g	NA	NA	NA	NA	NA	NA	NA
M_cdca3g_s	Chenodeoxycholic acid-3glucuronide, CDCA-3G	s	C30H47O10	cdca3g	NA	NA	NA	NA	NA	NA	NA
M_hyochol_c	Hyocholic acid; gamma-Muricholate	c	C24H39O5	hyochol	CHEBI:81244	CHEMBL:1908063	C17649	NA	HMDB00760	96023992	NA
M_coprost_c	Coprostanol	c	C27H48O	coprost	NA	NA	NA	NA	NA	NA	NA
M_coprost_s	Coprostanol	s	C27H48O	coprost	NA	NA	NA	NA	NA	NA	NA
M_dca24g_c	Deoxycholic acid-24glucuronide, CDA-24G	c	C30H47O10	dca24g	NA	NA	NA	NA	NA	NA	NA
M_dca24g_r	Deoxycholic acid-24glucuronide, CDA-24G	r	C30H47O10	dca24g	NA	NA	NA	NA	NA	NA	NA
M_dca24g_s	Deoxycholic acid-24glucuronide, CDA-24G	s	C30H47O10	dca24g	NA	NA	NA	NA	NA	NA	NA
M_dca3g_c	Deoxycholic acid-3glucuronide, CDA-3G	c	C30H47O10	dca3g	NA	NA	NA	NA	HMDB02596	NA	NA
M_dca3g_r	Deoxycholic acid-3glucuronide, CDA-3G	r	C30H47O10	dca3g	NA	NA	NA	NA	HMDB02596	NA	NA
M_dca3g_s	Deoxycholic acid-3glucuronide, CDA-3G	s	C30H47O10	dca3g	NA	NA	NA	NA	HMDB02596	NA	NA
M_dca3s_c	Deoxycholic acid 3-sulfate	c	C24H38O7S	dca3s	NA	NA	NA	NA	NA	NA	NA
M_dca3s_s	Deoxycholic acid 3-sulfate	s	C24H38O7S	dca3s	NA	NA	NA	NA	NA	NA	NA
M_gca3s_c	Glycocholic acid 3-sulfate	c	C26H42NO9S	gca3s	NA	NA	NA	NA	NA	NA	NA
M_gcdca3s_c	Glycochenodeoxycholic acid 3-sulfate	c	C26H42NO8S	gcdca3s	NA	NA	NA	NA	NA	NA	NA
M_gdca3s_c	Glycodeoxycholic acid 3-sulfate	c	C26H42NO8S	gdca3s	NA	NA	NA	NA	NA	NA	NA
M_gudca3s_c	Glycoursodeoxycholic acid 3-sulfate	c	C26H42NO8S	gudca3s	NA	NA	NA	NA	NA	NA	NA
M_hca24g_c	Hyocholic acid-24glucuronide, HCA-24G	c	C30H47O11	hca24g	NA	NA	NA	NA	NA	NA	NA
M_hca6g_c	Hyocholic acid-6glucuronide, HCA-6G	c	C30H47O11	hca6g	NA	NA	NA	NA	NA	NA	NA
M_hdca24g_c	Hyodeoxycholic acid-24glucuronide, HDCA-24G	c	C30H47O10	hdca24g	NA	NA	NA	NA	NA	NA	NA
M_hdca6g_c	Hyodeoxycholic acid-6glucuronide, HDCA-6G	c	C30H47O10	hdca6g	NA	NA	NA	NA	NA	NA	NA
M_icdchol_c	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid	c	C24H39O4	icdchol	NA	NA	NA	NA	NA	NA	NA
M_isochol_c	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid	c	C24H39O5	isochol	NA	NA	NA	NA	NA	NA	NA
M_lca24g_c	Lithocholic acid-24glucuronide, CDCA-24G	c	C30H47O9	lca24g	NA	NA	NA	NA	NA	NA	NA
M_lca3g_c	Lithocholic acid-3glucuronide, CDCA-3G	c	C30H47O9	lca3g	NA	NA	NA	NA	NA	NA	NA
M_lca3s_c	Lithocholic acid 3-sulfate	c	C24H38O6S	lca3s	NA	NA	NA	NA	NA	NA	NA
M_tca3s_c	Taurocholic acid 3-sulfate	c	C26H44NO10S2	tca3s	NA	NA	NA	NA	NA	NA	NA
M_tcdca3s_c	Taurochenodeoxycholic acid 3-sulfate	c	C26H44NO9S2	tcdca3s	NA	NA	NA	NA	NA	NA	NA
M_tdca3s_c	Taurodeoxycholic acid 3-sulfate	c	C26H43NO9S2	tdca3s	NA	NA	NA	NA	NA	NA	NA
M_thyochol_c	Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine	c	C26H44NO7S	thyochol	CHEBI:52022	NA	C15516	NA	HMDB11637	17396508	NA
M_tudca3s_c	Tauroursodeoxycholic acid 3-sulfate	c	C26H44NO9S2	tudca3s	NA	NA	NA	NA	NA	NA	NA
M_uchol_c	Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid	c	C24H39O5	uchol	NA	NA	NA	NA	NA	NA	NA
M_udca3s_c	Ursodeoxycholic acid 3-sulfate	c	C24H38O7S	udca3s	NA	NA	NA	NA	NA	NA	NA
M_gca3s_s	Glycocholic acid 3-sulfate	s	C26H42NO9S	gca3s	NA	NA	NA	NA	NA	NA	NA
M_gcdca3s_s	Glycochenodeoxycholic acid 3-sulfate	s	C26H42NO8S	gcdca3s	NA	NA	NA	NA	NA	NA	NA
M_gdca3s_s	Glycodeoxycholic acid 3-sulfate	s	C26H42NO8S	gdca3s	NA	NA	NA	NA	NA	NA	NA
M_gudca3s_s	Glycoursodeoxycholic acid 3-sulfate	s	C26H42NO8S	gudca3s	NA	NA	NA	NA	NA	NA	NA
M_hca24g_s	Hyocholic acid-24glucuronide, HCA-24G	s	C30H47O11	hca24g	NA	NA	NA	NA	NA	NA	NA
M_hca6g_s	Hyocholic acid-6glucuronide, HCA-6G	s	C30H47O11	hca6g	NA	NA	NA	NA	NA	NA	NA
M_hdca24g_s	Hyodeoxycholic acid-24glucuronide, HDCA-24G	s	C30H47O10	hdca24g	NA	NA	NA	NA	NA	NA	NA
M_hdca6g_s	Hyodeoxycholic acid-6glucuronide, HDCA-6G	s	C30H47O10	hdca6g	NA	NA	NA	NA	NA	NA	NA
M_hyochol_s	Hyocholic acid; gamma-Muricholate	s	C24H39O5	hyochol	CHEBI:81244	CHEMBL:1908063	C17649	NA	HMDB00760	96023992	NA
M_icdchol_s	Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid	s	C24H39O4	icdchol	NA	NA	NA	NA	NA	NA	NA
M_isochol_s	Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid	s	C24H39O5	isochol	NA	NA	NA	NA	NA	NA	NA
M_lca24g_s	Lithocholic acid-24glucuronide, CDCA-24G	s	C30H47O9	lca24g	NA	NA	NA	NA	NA	NA	NA
M_lca3g_s	Lithocholic acid-3glucuronide, CDCA-3G	s	C30H47O9	lca3g	NA	NA	NA	NA	NA	NA	NA
M_lca3s_s	Lithocholic acid 3-sulfate	s	C24H38O6S	lca3s	NA	NA	NA	NA	NA	NA	NA
M_tca3s_s	Taurocholic acid 3-sulfate	s	C26H44NO10S2	tca3s	NA	NA	NA	NA	NA	NA	NA
M_tcdca3s_s	Taurochenodeoxycholic acid 3-sulfate	s	C26H44NO9S2	tcdca3s	NA	NA	NA	NA	NA	NA	NA
M_tdca3s_s	Taurodeoxycholic acid 3-sulfate	s	C26H43NO9S2	tdca3s	NA	NA	NA	NA	NA	NA	NA
M_thyochol_s	Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine	s	C26H44NO7S	thyochol	CHEBI:52022	NA	C15516	NA	HMDB11637	17396508	NA
M_tudca3s_s	Tauroursodeoxycholic acid 3-sulfate	s	C26H44NO9S2	tudca3s	NA	NA	NA	NA	NA	NA	NA
M_uchol_s	Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid	s	C24H39O5	uchol	NA	NA	NA	NA	NA	NA	NA
M_udca3s_s	Ursodeoxycholic acid 3-sulfate	s	C24H38O7S	udca3s	NA	NA	NA	NA	NA	NA	NA
M_hyochol_r	Hyocholic acid; gamma-Muricholate	r	C24H39O5	hyochol	CHEBI:81244	CHEMBL:1908063	C17649	NA	HMDB00760	96023992	NA
M_hca24g_r	Hyocholic acid-24glucuronide, HCA-24G	r	C30H47O11	hca24g	NA	NA	NA	NA	NA	NA	NA
M_hca6g_r	Hyocholic acid-6glucuronide, HCA-6G	r	C30H47O11	hca6g	NA	NA	NA	NA	NA	NA	NA
M_m02155r	hyodeoxycholate	r	C24H40O4	NA	NA	NA	C15517	MNXM4014	NA	NA	NA
M_hdca24g_r	Hyodeoxycholic acid-24glucuronide, HDCA-24G	r	C30H47O10	hdca24g	NA	NA	NA	NA	NA	NA	NA
M_hdca6g_r	Hyodeoxycholic acid-6glucuronide, HDCA-6G	r	C30H47O10	hdca6g	NA	NA	NA	NA	NA	NA	NA
M_lca24g_r	Lithocholic acid-24glucuronide, CDCA-24G	r	C30H47O9	lca24g	NA	NA	NA	NA	NA	NA	NA
M_lca3g_r	Lithocholic acid-3glucuronide, CDCA-3G	r	C30H47O9	lca3g	NA	NA	NA	NA	NA	NA	NA
M_tacr_r	Tacrolimus	r	C44H69NO12	tacr	NA	NA	NA	NA	NA	NA	NA
M_12htacr_r	12-HT or M-VI, 12-hydroxy tacrolimus	r	C44H69NO13	12htacr	NA	NA	NA	NA	NA	NA	NA
M_12htacr_c	12-HT or M-VI, 12-hydroxy tacrolimus	c	C44H69NO13	12htacr	NA	NA	NA	NA	NA	NA	NA
M_12htacr_s	12-HT or M-VI, 12-hydroxy tacrolimus	s	C44H69NO13	12htacr	NA	NA	NA	NA	NA	NA	NA
M_13dmt_r	13-O-desmethyl tacrolimus, 13-DMT or M-I	r	C43H67NO12	13dmt	NA	NA	NA	NA	NA	NA	NA
M_1331tacr_r	13,31-O-Didesmethyl-tacrolimus	r	C42H65NO12	1331tacr	NA	NA	NA	NA	NA	NA	NA
M_31dmt_r	31-DMT or M-II, 31-O-desmethyl tacrolimus	r	C43H67NO12	31dmt	NA	NA	NA	NA	NA	NA	NA
M_1331tacr_c	13,31-O-Didesmethyl-tacrolimus	c	C42H65NO12	1331tacr	NA	NA	NA	NA	NA	NA	NA
M_1331tacr_s	13,31-O-Didesmethyl-tacrolimus	s	C42H65NO12	1331tacr	NA	NA	NA	NA	NA	NA	NA
M_13dmt_c	13-O-desmethyl tacrolimus, 13-DMT or M-I	c	C43H67NO12	13dmt	NA	NA	NA	NA	NA	NA	NA
M_13dmt_s	13-O-desmethyl tacrolimus, 13-DMT or M-I	s	C43H67NO12	13dmt	NA	NA	NA	NA	NA	NA	NA
M_4ohmdz_r	4-OH-midazolam	r	C18H13ClFN3O	4ohmdz	NA	NA	NA	NA	NA	NA	NA
M_14hmdz_r	1,4-Dihydroxy-midazolam	r	C18H13ClFN3O2	14hmdz	NA	NA	NA	NA	NA	NA	NA
M_1ohmdz_r	1'-OH-midazolam	r	C18H13ClFN3O	1ohmdz	NA	NA	NA	NA	NA	NA	NA
M_14hmdz_c	1,4-Dihydroxy-midazolam	c	C18H13ClFN3O2	14hmdz	NA	NA	NA	NA	NA	NA	NA
M_14hmdz_s	1,4-Dihydroxy-midazolam	s	C18H13ClFN3O2	14hmdz	NA	NA	NA	NA	NA	NA	NA
M_15dmt_r	15-DMT or M-III, 15-O-desmethyl tacrolimus	r	C43H67NO12	15dmt	NA	NA	NA	NA	NA	NA	NA
M_1513tacr_r	13,15-O-didesmethyl tacrolimus	r	C42H65NO12	1513tacr	NA	NA	NA	NA	NA	NA	NA
M_1513tacr_c	13,15-O-didesmethyl tacrolimus	c	C42H65NO12	1513tacr	NA	NA	NA	NA	NA	NA	NA
M_1513tacr_s	13,15-O-didesmethyl tacrolimus	s	C42H65NO12	1513tacr	NA	NA	NA	NA	NA	NA	NA
M_1531tacr_r	15,31-O-Didesmethyl-tacrolimus	r	C42H65NO12	1531tacr	NA	NA	NA	NA	NA	NA	NA
M_1531tacr_c	15,31-O-Didesmethyl-tacrolimus	c	C42H65NO12	1531tacr	NA	NA	NA	NA	NA	NA	NA
M_1531tacr_s	15,31-O-Didesmethyl-tacrolimus	s	C42H65NO12	1531tacr	NA	NA	NA	NA	NA	NA	NA
M_15dmt_c	15-DMT or M-III, 15-O-desmethyl tacrolimus	c	C43H67NO12	15dmt	NA	NA	NA	NA	NA	NA	NA
M_15dmt_s	15-DMT or M-III, 15-O-desmethyl tacrolimus	s	C43H67NO12	15dmt	NA	NA	NA	NA	NA	NA	NA
M_1hibupglu_S_c	1-hydroxy S-ibuprofen-glucuronide	c	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_1hibupglu_S_s	1-hydroxy S-ibuprofen-glucuronide	s	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_1hibup_S_r	1-hydroxy S-ibuprofen	r	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_1hibupglu_S_r	1-hydroxy S-ibuprofen-glucuronide	r	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_1hibup_S_c	1-hydroxy S-ibuprofen	c	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_1hibup_S_s	1-hydroxy S-ibuprofen	s	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_1hmdgluc_r	1'-OH-midazolam-glucuronide	r	C24H20ClFN3O7	1hmdgluc	NA	NA	NA	NA	NA	NA	NA
M_1hmdgluc_s	1'-OH-midazolam-glucuronide	s	C24H20ClFN3O7	1hmdgluc	NA	NA	NA	NA	NA	NA	NA
M_1hmdgluc_c	1'-OH-midazolam-glucuronide	c	C24H20ClFN3O7	1hmdgluc	NA	NA	NA	NA	NA	NA	NA
M_mdz_r	Midazolam	r	C18H13ClFN3	mdz	NA	NA	NA	NA	NA	NA	NA
M_1ohmdz_c	1'-OH-midazolam	c	C18H13ClFN3O	1ohmdz	NA	NA	NA	NA	NA	NA	NA
M_1ohmdz_s	1'-OH-midazolam	s	C18H13ClFN3O	1ohmdz	NA	NA	NA	NA	NA	NA	NA
M_2hatvacid_c	2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid	c	C33H34FN2O6	2hatvacid	NA	NA	NA	NA	NA	NA	NA
M_2hatvlac_c	2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone	c	C33H33FN2O5	2hatvlac	NA	NA	NA	NA	NA	NA	NA
M_2hatvacid_r	2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid	r	C33H34FN2O6	2hatvacid	NA	NA	NA	NA	NA	NA	NA
M_2hatvacidgluc_r	2-hydroxy-atorvastatin-acyl-glucuronide	r	C39H42FN2O12	2hatvacidgluc	NA	NA	NA	NA	NA	NA	NA
M_2hatvacidgluc_c	2-hydroxy-atorvastatin-acyl-glucuronide	c	C39H42FN2O12	2hatvacidgluc	NA	NA	NA	NA	NA	NA	NA
M_2hatvacidgluc_s	2-hydroxy-atorvastatin-acyl-glucuronide	s	C39H42FN2O12	2hatvacidgluc	NA	NA	NA	NA	NA	NA	NA
M_atvacid_r	atorvastatin-acid	r	C33H34FN2O5	atvacid	NA	NA	NA	NA	NA	NA	NA
M_2hatvacid_s	2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid	s	C33H34FN2O6	2hatvacid	NA	NA	NA	NA	NA	NA	NA
M_2hatvlac_r	2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone	r	C33H33FN2O5	2hatvlac	NA	NA	NA	NA	NA	NA	NA
M_2hatvlacgluc_r	2-hydroxy-atorvastatin-lactone-glucuronide	r	C39H40FN2O11	2hatvlacgluc	NA	NA	NA	NA	NA	NA	NA
M_2hatvlacgluc_c	2-hydroxy-atorvastatin-lactone-glucuronide	c	C39H40FN2O11	2hatvlacgluc	NA	NA	NA	NA	NA	NA	NA
M_2hatvlacgluc_s	2-hydroxy-atorvastatin-lactone-glucuronide	s	C39H40FN2O11	2hatvlacgluc	NA	NA	NA	NA	NA	NA	NA
M_atvlac_r	atorvastatin-lactone	r	C33H33FN2O4	atvlac	NA	NA	NA	NA	NA	NA	NA
M_2hatvlac_s	2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone	s	C33H33FN2O5	2hatvlac	NA	NA	NA	NA	NA	NA	NA
M_2hibupglu_S_c	2-hydroxy S-ibuprofen-glucuronide	c	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibupglu_S_s	2-hydroxy S-ibuprofen-glucuronide	s	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibup_R_c	2-hydroxy-R-ibuprofen	c	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibup_R_s	2-hydroxy-R-ibuprofen	s	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibup_S_r	2-hydroxy-S-ibuprofen	r	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibupglu_S_r	2-hydroxy S-ibuprofen-glucuronide	r	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibup_S_c	2-hydroxy-S-ibuprofen	c	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_2hibup_S_s	2-hydroxy-S-ibuprofen	s	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_31dmt_c	31-DMT or M-II, 31-O-desmethyl tacrolimus	c	C43H67NO12	31dmt	NA	NA	NA	NA	NA	NA	NA
M_31dmt_s	31-DMT or M-II, 31-O-desmethyl tacrolimus	s	C43H67NO12	31dmt	NA	NA	NA	NA	NA	NA	NA
M_pvs_r	pravastatin	r	C23H35NaO7	pvs	NA	NA	NA	NA	NA	NA	NA
M_35dhpvs_r	3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin	r	C23H34NaO9	35dhpvs	NA	NA	NA	NA	NA	NA	NA
M_35dhpvs_c	3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin	c	C23H34NaO9	35dhpvs	NA	NA	NA	NA	NA	NA	NA
M_35dhpvs_s	3'-alpha,5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin	s	C23H34NaO9	35dhpvs	NA	NA	NA	NA	NA	NA	NA
M_smv_r	simvastatin lactone form	r	C25H38O5	smv	NA	NA	NA	NA	NA	NA	NA
M_35dsmv_r	3',5'-dihydrodiol-simvastatin-lactone form	r	C25H40O7	35dsmv	NA	NA	NA	NA	NA	NA	NA
M_35dsmv_c	3',5'-dihydrodiol-simvastatin-lactone form	c	C25H40O7	35dsmv	NA	NA	NA	NA	NA	NA	NA
M_35dsmv_s	3',5'-dihydrodiol-simvastatin-lactone form	s	C25H40O7	35dsmv	NA	NA	NA	NA	NA	NA	NA
M_3hibupglu_S_c	3-hydroxy S-ibuprofen-glucuronide	c	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibupglu_S_s	3-hydroxy S-ibuprofen-glucuronide	s	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibup_R_c	3-hydroxy R-ibuprofen	c	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibup_R_s	3-hydroxy R-ibuprofen	s	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibup_S_r	3-hydroxy S-ibuprofen	r	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibupglu_S_r	3-hydroxy S-ibuprofen-glucuronide	r	C19H25O9	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibup_S_c	3-hydroxy S-ibuprofen	c	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_3hibup_S_s	3-hydroxy S-ibuprofen	s	C13H17O3	NA	NA	NA	NA	NA	NA	NA	NA
M_3hlvst_c	3''-hydroxy-lovastatin lactone form	c	C24H36O6	3hlvst	NA	NA	NA	NA	NA	NA	NA
M_3hlvstacid_c	3''-hydroxy-lovastatin acid form	c	C24H37O7	3hlvstacid	NA	NA	NA	NA	NA	NA	NA
M_3hlvstacid_s	3''-hydroxy-lovastatin acid form	s	C24H37O7	3hlvstacid	NA	NA	NA	NA	NA	NA	NA
M_3hpvscoa_m	3'-S-hydroxy-pravastatin-CoA	m	C44H66N7NaO23P3S	3hpvscoa	NA	NA	NA	NA	NA	NA	NA
M_3hpvstetcoa_m	3'-S-hydroxy-pravastatin-tetranor-CoA	m	C40H58N7NaO21P3S	3hpvstetcoa	NA	NA	NA	NA	NA	NA	NA
M_3hpvscoa_p	3'-S-hydroxy-pravastatin-CoA	p	C44H66N7NaO23P3S	3hpvscoa	NA	NA	NA	NA	NA	NA	NA
M_3hpvstetcoa_p	3'-S-hydroxy-pravastatin-tetranor-CoA	p	C40H58N7NaO21P3S	3hpvstetcoa	NA	NA	NA	NA	NA	NA	NA
M_3hpvstet_c	3'-S-hydroxy-pravastatin-tetranor	c	C19H27NaO6	3hpvstet	NA	NA	NA	NA	NA	NA	NA
M_3hpvstet_s	3'-S-hydroxy-pravastatin-tetranor	s	C19H27NaO6	3hpvstet	NA	NA	NA	NA	NA	NA	NA
M_3hpvs_r	3'-S-hydroxy-pravastatin	r	C23H35NaO8	3hpvs	NA	NA	NA	NA	NA	NA	NA
M_3hpvs_c	3'-S-hydroxy-pravastatin	c	C23H35NaO8	3hpvs	NA	NA	NA	NA	NA	NA	NA
M_3hpvs_s	3'-S-hydroxy-pravastatin	s	C23H35NaO8	3hpvs	NA	NA	NA	NA	NA	NA	NA
M_3hsmv_c	3'-hydroxy-simvastatin-lactone form	c	C25H38O6	3hsmv	NA	NA	NA	NA	NA	NA	NA
M_3hsmvacid_c	3'-hydroxy-simvastatin-acid form	c	C25H39O7	3hsmvacid	NA	NA	NA	NA	NA	NA	NA
M_3hsmvacid_s	3'-hydroxy-simvastatin-acid form	s	C25H39O7	3hsmvacid	NA	NA	NA	NA	NA	NA	NA
M_6hsmv_r	6'-beta-hydroxy simvastatin lactone	r	C25H38O6	6hsmv	NA	NA	NA	NA	NA	NA	NA
M_3hsmv_r	3'-hydroxy-simvastatin-lactone form	r	C25H38O6	3hsmv	NA	NA	NA	NA	NA	NA	NA
M_pvs_c	pravastatin	c	C23H35NaO7	pvs	NA	NA	NA	NA	NA	NA	NA
M_3ispvs_c	3-alpha-iso-pravastatin	c	C23H35NaO7	3ispvs	NA	NA	NA	NA	NA	NA	NA
M_3ispvs_s	3-alpha-iso-pravastatin	s	C23H35NaO7	3ispvs	NA	NA	NA	NA	NA	NA	NA
M_3ohacmp_c	3-hydroxy-acetaminophen	c	C8H9NO3	3ohacmp	NA	NA	NA	NA	NA	NA	NA
M_3meacmp_c	3-methoxy-acetaminophen	c	C9H11NO3	3meacmp	NA	NA	NA	NA	NA	NA	NA
M_acmp_r	acetaminophen/paracetamol	r	C8H9NO2	acmp	CHEBI:46195	CHEMBL:112	NA	NA	HMDB01859	1983	NA
M_3ohacmp_r	3-hydroxy-acetaminophen	r	C8H9NO3	3ohacmp	NA	NA	NA	NA	NA	NA	NA
M_3ohacmp_s	3-hydroxy-acetaminophen	s	C8H9NO3	3ohacmp	NA	NA	NA	NA	NA	NA	NA
M_4bhglz_c	4-beta-OH-gliclazide	c	C15H20N3O4S	4bhglz	NA	NA	NA	NA	NA	NA	NA
M_4bhglz_s	4-beta-OH-gliclazide	s	C15H20N3O4S	4bhglz	NA	NA	NA	NA	NA	NA	NA
M_glz_r	Gliclazide	r	C15H20N3O3S	glz	NA	NA	NA	NA	NA	NA	NA
M_4bhglz_r	4-beta-OH-gliclazide	r	C15H20N3O4S	4bhglz	NA	NA	NA	NA	NA	NA	NA
M_4hatvacid_r	4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid	r	C33H34FN2O6	4hatvacid	NA	NA	NA	NA	NA	NA	NA
M_4hatvlac_c	4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone	c	C33H33FN2O5	4hatvlac	NA	NA	NA	NA	NA	NA	NA
M_4hatvacid_c	4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid	c	C33H34FN2O6	4hatvacid	NA	NA	NA	NA	NA	NA	NA
M_4hatvacid_s	4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid	s	C33H34FN2O6	4hatvacid	NA	NA	NA	NA	NA	NA	NA
M_4hatvlac_r	4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone	r	C33H33FN2O5	4hatvlac	NA	NA	NA	NA	NA	NA	NA
M_4hatvlac_s	4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone	s	C33H33FN2O5	4hatvlac	NA	NA	NA	NA	NA	NA	NA
M_4hmdgluc_c	4-OH-midazolam-glucuronide	c	C24H20ClFN3O7	4hmdgluc	NA	NA	NA	NA	NA	NA	NA
M_4hmdgluc_s	4-OH-midazolam-glucuronide	s	C24H20ClFN3O7	4hmdgluc	NA	NA	NA	NA	NA	NA	NA
M_4hmdgluc_r	4-OH-midazolam-glucuronide	r	C24H20ClFN3O7	4hmdgluc	NA	NA	NA	NA	NA	NA	NA
