observationDate,variableMeasured
2007,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2008,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2009,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2010,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2011,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2012,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2013,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2014,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2015,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2016,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2017,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2018,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2019,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2021,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2022,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2005,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2020,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2023,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2024,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2000,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2001,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2002,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2003,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2004,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_AsAFractionOf_Count_Person_25To34Years
2006,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2007,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2008,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2009,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2010,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2011,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2012,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2013,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2014,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2015,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2016,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2017,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2018,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2019,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2021,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2022,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2005,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2020,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2023,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2024,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2000,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2001,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2002,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2003,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2004,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2006,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2007,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2008,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2009,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2010,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2011,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2012,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2013,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2014,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2015,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2016,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2017,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2018,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2019,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2021,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2022,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2005,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2020,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2023,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2024,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2000,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2001,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2002,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2003,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2004,dcid:Count_Person_25To34Years_EducationalAttainmentTertiaryEducation_AsAFractionOf_Count_Person_25To34Years
2006,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2014,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2015,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2016,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2017,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2018,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2019,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2021,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2022,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2005,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2020,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2023,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2024,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2000,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2001,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2002,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2003,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2004,dcid:Count_Person_25To34Years_EducationalAttainmentMastersDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2006,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2014,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2015,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2016,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2017,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2018,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2019,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2021,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2022,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2005,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2020,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2023,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2024,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2000,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2001,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2002,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2003,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2004,dcid:Count_Person_25To34Years_EducationalAttainmentShortCycleTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2006,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2014,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2015,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2016,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2017,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2018,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2019,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2021,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2022,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2005,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2020,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2023,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2024,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2000,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2001,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2002,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2003,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2004,dcid:Count_Person_25To34Years_EducationalAttainmentLowerSecondaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2006,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2014,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2015,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2016,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2017,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2018,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2019,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2021,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2022,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2005,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2020,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2023,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2024,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2000,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2001,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2002,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2003,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2004,dcid:Count_Person_25To34Years_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_25To34Years_Female
2006,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2014,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2015,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2016,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2017,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2018,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2019,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2021,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2022,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2005,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2020,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2023,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2024,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2000,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2001,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2002,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2003,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2004,dcid:Count_Person_25To34Years_EducationalAttainmentDoctorateDegree_Female_AsAFractionOf_Count_Person_25To34Years_Female
2006,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2007,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2008,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2009,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2010,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2011,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2012,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
2013,dcid:Count_Person_25To34Years_EducationalAttainmentUpperSecondaryEducationOrPostSecondaryNonTertiaryEducation_Female_AsAFractionOf_Count_Person_25To34Years_Female
