,GeoId,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,Count_HospitalBed_SkilledNursingBed,Count_HospitalBed_SpecialTreatmentProgramBed,Count_HospitalBed_IntermediateCareHabilitativeBed,Count_HospitalBed_IntermediateCareNursingBed,Count_HospitalBed_CongregateLivingHealthFacilityBed,Count_HospitalBed_IntermediateCareBed,Count_HospitalBed_CoronaryCareBed,Count_HospitalBed_IntensiveCareBed,Count_HospitalBed_IntensiveCareNewbornNurseryBed,Count_HospitalBed_PerinatalBed,Count_HospitalBed_UnspecifiedGeneralAcuteCareBed,Count_HospitalBed_BurnBed,Count_HospitalBed_PediatricBed,Count_HospitalBed_RenalTransplantBed,Count_HospitalBed_RehabilitationBed,Count_HospitalBed_AcuteRespiratoryCareBed,Count_HospitalBed_AcutePsychiatricCareBed,Count_HospitalBed_ChemicalDependencyRecoveryBed,Count_HospitalBed_PediatricIntensiveCareUnitBed,Count_HospitalBed_LaborAndDeliveryBed,Count_HospitalBed_IntermediateCareDevelopmentallyDisabledBed,Count_HospitalBed_PsychiatricHealthBed,Count_HospitalBed_PediatricDayAndRespiteCareBed,Count_HospitalBed_DialysisStationsBed,Count_HospitalBed_CorrectionalTreatmentCenterBed,Count_HospitalBed_HospiceBed
2693,dcid:geoId/06037,ELMS/630017612,LA MIRADA DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,21,,
2694,dcid:geoId/06037,ELMS/630017625,FRESENIUS KIDNEY CARE LYNWOOD,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2695,dcid:geoId/06029,ELMS/630017642,KERN RIVER TRANSITIONAL CARE,dcs:SkilledNursingFacility,140,,,,,,,,,,,,,,,,,,,,,,,,,
2696,dcid:geoId/06001,ELMS/630017644,SUNOL HILLS LLC,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2697,dcid:geoId/06065,ELMS/630017654,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,dcs:GeneralAcuteCareFacility,,,,,,,,,,,50,,,,,,,,,,,,,,,
2698,dcid:geoId/06013,ELMS/630017659,"FRESENIUS KIDNEY CARE, SAN MIGUEL",dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2699,dcid:geoId/06037,ELMS/630017669,SUNSHINE 1 CONGREGATE HOME INC.,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2700,dcid:geoId/06037,ELMS/630017692,FRESENIUS KIDNEY CARE PALMDALE,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2701,dcid:geoId/06037,ELMS/630017693,SAN GABRIEL DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2702,dcid:geoId/06037,ELMS/630017710,CARESOURCE CONGREGATE LIVING,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2703,dcid:geoId/06037,ELMS/630017721,"LOS ANGELES CARE CENTER, INC.",dcs:CongregateLivingHealthFacility,,,,,18,,,,,,,,,,,,,,,,,,,,,
2704,dcid:geoId/06059,ELMS/630017736,FRESENIUS MEDICAL CARE SAN JUAN CAPISTRANO,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,16,,
2705,dcid:geoId/06067,ELMS/630017757,ADVANCED HEALTH CARE OF SACRAMENTO,dcs:SkilledNursingFacility,40,,,,,,,,,,,,,,,,,,,,,,,,,
2706,dcid:geoId/06071,ELMS/630017758,APPLE VALLEY CONGREGATE LIVING HEALTH FACILITY,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2707,dcid:geoId/06067,ELMS/630017780,SATELLITE HEALTHCARE FOLSOM,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,13,,
2708,dcid:geoId/06007,ELMS/630017823,BIDWELL DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2709,dcid:geoId/06019,ELMS/630017833,SIERRA CARE CLOVIS,dcs:CongregateLivingHealthFacility,,,,,15,,,,,,,,,,,,,,,,,,,,,
2710,dcid:geoId/06037,ELMS/630017843,BRIGHTER DAY HEALTHCARE,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2711,dcid:geoId/06065,ELMS/630017845,PAPILLON DDN,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
2712,dcid:geoId/06059,ELMS/630017849,OPTIMUM CARE,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2713,dcid:geoId/06073,ELMS/630017852,HIDDEN VALLEY DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,37,,
2714,dcid:geoId/06019,ELMS/630017873,HERITAGE CROSSING FRESNO INC.,dcs:HospiceFacility,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2715,dcid:geoId/06107,ELMS/630017903,SIERRA CARE,dcs:CongregateLivingHealthFacility,,,,,15,,,,,,,,,,,,,,,,,,,,,
2716,dcid:geoId/06037,ELMS/630017914,REASONS RESIDENTIAL SAN MARINO,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2717,dcid:geoId/06037,ELMS/630017916,"INTERCOMMUNITY DIALYSIS CENTER - LA MIRADA, INC.",dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,31,,
2718,dcid:geoId/06037,ELMS/630017928,RESEDA RANCH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
2719,dcid:geoId/06065,ELMS/630017935,THE SPRINGS HEALTH AND REHABILITATION CENTER,dcs:SkilledNursingFacility,170,,,,,,,,,,,,,,,,,,,,,,,,,
2720,dcid:geoId/06015,ELMS/630017964,SANDERLING DIALYSIS OF CRESCENT CITY,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,9,,
2721,dcid:geoId/06037,ELMS/630017971,AURORA CONGREGATE HEALTH,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2722,dcid:geoId/06085,ELMS/630017976,MILPITAS DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2723,dcid:geoId/06059,ELMS/630018016,BEACH DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2724,dcid:geoId/06029,ELMS/630018020,NORTH BAKERSFIELD DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,30,,
2725,dcid:geoId/06029,ELMS/630018021,CENTRAL BAKERSFIELD DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,30,,
2726,dcid:geoId/06059,ELMS/630018035,BRISTOL DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2727,dcid:geoId/06071,ELMS/630018039,RANCHO SAN BERNARDINO DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,37,,
2728,dcid:geoId/06065,ELMS/630018044,NEW ERA CONGREGATE LIVING FACILITY LLC,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2729,dcid:geoId/06037,ELMS/630018056,ROSE CITY DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2730,dcid:geoId/06037,ELMS/630018057,CARSON PAVILION DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2731,dcid:geoId/06037,ELMS/630018068,GARDENA DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2732,dcid:geoId/06037,ELMS/630018095,WESTMONT DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2733,dcid:geoId/06037,ELMS/630018118,"MOUNTAIN VIEW CONGREGATE LIVING, INC.",dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2734,dcid:geoId/06071,ELMS/630018121,TAJANTA CARE HOMES,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
2735,dcid:geoId/06037,ELMS/630018135,MCLENNAN AVENUE HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
2736,dcid:geoId/06085,ELMS/630018167,SATELLITE HEALTHCARE EVERGREEN,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2737,dcid:geoId/06059,ELMS/630018239,ST. JOSEPH SATELLITE HEALTHCARE,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,30,,
2738,dcid:geoId/06037,ELMS/630018248,"EVERGREEN SENIOR LIVING, INC.",dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2739,dcid:geoId/06019,ELMS/630018275,"ACME CARE, INC",dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2740,dcid:geoId/06037,ELMS/630018313,SINAI CONGREGATE LIVING,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2741,dcid:geoId/06071,ELMS/630018370,FRESENIUS KIDNEY CARE NORTH FONTANA,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2742,dcid:geoId/06037,ELMS/630018377,VALMONT CARE CENTER,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2743,dcid:geoId/06001,ELMS/630018396,CARMEN HOUSE,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2744,dcid:geoId/06071,ELMS/630018417,AMAZING GRACE OASIS II,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
2745,dcid:geoId/06029,ELMS/630018439,PARKSIDE CONGREGATE LIVING INC.,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2746,dcid:geoId/06067,ELMS/630018445,SUNRISE ICF DD-N,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
2747,dcid:geoId/06001,ELMS/630018454,EVERGREEN,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2748,dcid:geoId/06065,ELMS/630018536,RANCHO BELLAGIO POST ACUTE,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2749,dcid:geoId/06037,ELMS/630018553,"WEST COAST CONGREGATE, INC",dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2750,dcid:geoId/06081,ELMS/630018625,SAN BRUNO DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2751,dcid:geoId/06065,ELMS/630018648,TRICITY RIVERSIDE DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,22,,
2752,dcid:geoId/06059,ELMS/630018681,CHANTILLY STREET,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
2753,dcid:geoId/06065,ELMS/630018713,EASTVALE DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2754,dcid:geoId/06037,ELMS/630018759,"PARAMOUNT HOPE DIALYSIS CENTER, PC",dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2755,dcid:geoId/06075,ELMS/630018766,SATELLITE HEALTHCARE GEARY,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,13,,
2756,dcid:geoId/06111,ELMS/630018918,LINK TO CARE CONGREGATE HOME,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
2757,dcid:geoId/06037,ELMS/630018981,"NORTHRIDGE KIDNEY CENTER, LLC",dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2758,dcid:geoId/06065,ELMS/630019237,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,dcs:GeneralAcuteCareFacility,,,,,,,,,,,50,,,,,,,,,,,,,,,
2759,dcid:geoId/06037,ELMS/630019247,VICTORYWOOD DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2760,dcid:geoId/06037,ELMS/630019304,UNIVERSAL HUNTINGTON PARK DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2761,dcid:geoId/06037,ELMS/630019350,ATLANTIC PCH DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,20,,
2762,dcid:geoId/06111,ELMS/630019407,COLLEGE ESTATES DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
2763,dcid:geoId/06073,ELMS/630019566,"CASA PALMERA CARE CENTER, LLC",dcs:ChemicalDependencyRecoveryFacility,,,,,,,,,,,,,,,,,,93,,,,,,,,
2764,dcid:geoId/06085,ELMS/630019573,STANFORD HEALTH CARE,dcs:GeneralAcuteCareFacility,,,,,,,,104,,,264,,,,,,,,,,,,,,,
2765,dcid:geoId/06053,ELMS/630019587,PEARL DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
2766,dcid:geoId/06077,ELMS/630019593,GRANT LINE DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,12,,
2767,dcid:geoId/06113,ELMS/630019660,YOLO DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,21,,
2768,dcid:geoId/06037,ELMS/910000003,ROSECRANS CARE CENTER,dcs:SkilledNursingFacility,113,,,,,,,,,,,,,,,,,,,,,,,,,
2769,dcid:geoId/06037,ELMS/910000004,OSAGE HEALTHCARE & WELLNESS CENTRE,dcs:SkilledNursingFacility,53,,,,,,,,,,,,,,,,,,,,,,,,,
2770,dcid:geoId/06037,ELMS/910000005,CENTINELA SKILLED NURSING & WELLNESS CENTRE,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
2771,dcid:geoId/06037,ELMS/910000006,OCEAN POINTE HEALTHCARE CENTER,dcs:SkilledNursingFacility,72,,,,,,,,,,,,,,,,,,,,,,,,,
2772,dcid:geoId/06037,ELMS/910000007,WEST GARDENA CARE CENTER,dcs:SkilledNursingFacility,50,,,,,,,,,,,,,,,,,,,,,,,,,
2773,dcid:geoId/06037,ELMS/910000009,BAY CREST CARE CENTER,dcs:SkilledNursingFacility,80,,,,,,,,,,,,,,,,,,,,,,,,,
2774,dcid:geoId/06037,ELMS/910000013,BERKLEY WEST CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,54,,,,,,,,,,,,,,,,,,,,,,,,,
2775,dcid:geoId/06037,ELMS/910000014,BERKLEY EAST CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,207,,,,,,,,,,,,,,,,,,,,,,,,,
2776,dcid:geoId/06037,ELMS/910000016,VERMONT HEALTHCARE CENTER,dcs:SkilledNursingFacility,200,,,,,,,,,,,,,,,,,,,,,,,,,
2777,dcid:geoId/06037,ELMS/910000017,BEACHWOOD POST-ACUTE & REHAB,dcs:SkilledNursingFacility,227,,,,,,,,,,,,,,,,,,,,,,,,,
2778,dcid:geoId/06037,ELMS/910000019,NEW VISTA POST-ACUTE CARE CENTER,dcs:SkilledNursingFacility,116,,,,,,,,,,,,,,,,,,,,,,,,,
2779,dcid:geoId/06037,ELMS/910000021,THE CANTERBURY,dcs:SkilledNursingFacility,28,,,,,,,,,,,,,,,,,,,,,,,,,
2780,dcid:geoId/06037,ELMS/910000022,PRIMROSE POST-ACUTE,dcs:SkilledNursingFacility,69,,,,,,,,,,,,,,,,,,,,,,,,,
2781,dcid:geoId/06037,ELMS/910000023,WINDSOR CARE CENTER OF CHEVIOT HILLS,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2782,dcid:geoId/06037,ELMS/910000024,CLEAR VIEW CONVALESCENT CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2783,dcid:geoId/06037,ELMS/910000025,CLEAR VIEW SANITARIUM,dcs:SkilledNursingFacility,73,,,,,,,,,,,,,,,,,,,,,,,,,
2784,dcid:geoId/06037,ELMS/910000027,COUNTRY VILLA SOUTH CONVALESCENT CENTER,dcs:SkilledNursingFacility,87,,,,,,,,,,,,,,,,,,,,,,,,,
2785,dcid:geoId/06037,ELMS/910000028,COUNTRY VILLA WESTWOOD CONVALESCENT CENTER,dcs:SkilledNursingFacility,93,,,,,,,,,,,,,,,,,,,,,,,,,
2786,dcid:geoId/06037,ELMS/910000032,CULVER WEST HEALTH CENTER,dcs:SkilledNursingFacility,91,,,,,,,,,,,,,,,,,,,,,,,,,
2787,dcid:geoId/06037,ELMS/910000033,DEL AMO GARDENS CARE CENTER,dcs:SkilledNursingFacility,94,,,,,,,,,,,,,,,,,,,,,,,,,
2788,dcid:geoId/06037,ELMS/910000034,DRIFTWOOD HEALTHCARE CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2789,dcid:geoId/06037,ELMS/910000035,LOTUS CARE CENTER,dcs:SkilledNursingFacility,40,,,,,,,,,,,,,,,,,,,,,,,,,
2790,dcid:geoId/06037,ELMS/910000036,THE EARLWOOD,dcs:SkilledNursingFacility,87,,,,,,,,,,,,,,,,,,,,,,,,,
2791,dcid:geoId/06037,ELMS/910000038,FIRESIDE HEALTH CARE CENTER,dcs:SkilledNursingFacility,66,,,,,,,,,,,,,,,,,,,,,,,,,
2792,dcid:geoId/06037,ELMS/910000041,IMPERIAL CREST HEALTH CARE CENTER,dcs:SkilledNursingFacility,105,,,,,,,,,,,,,,,,,,,,,,,,,
2793,dcid:geoId/06037,ELMS/910000043,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,dcs:SkilledNursingFacility,48,,,,,,,,,,,,,,,,,,,,,,,,,
2794,dcid:geoId/06037,ELMS/910000046,HARBOR POST ACUTE CARE CENTER,dcs:SkilledNursingFacility,127,,,,,,,,,,,,,,,,,,,,,,,,,
2795,dcid:geoId/06037,ELMS/910000047,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",dcs:SkilledNursingFacility,88,,,,,,,,,,,,,,,,,,,,,,,,,
2796,dcid:geoId/06037,ELMS/910000048,HERITAGE REHABILITATION CENTER,dcs:SkilledNursingFacility,161,,,,,,,,,,,,,,,,,,,,,,,,,
2797,dcid:geoId/06037,ELMS/910000049,HYDE PARK HEALTHCARE CENTER,dcs:SkilledNursingFacility,72,,,,,,,,,,,,,,,,,,,,,,,,,
2798,dcid:geoId/06037,ELMS/910000050,INGLEWOOD HEALTH CARE CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2799,dcid:geoId/06037,ELMS/910000053,LAS FLORES CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,144,,,,,,,,,,,,,,,,,,,,,,,,,
2800,dcid:geoId/06037,ELMS/910000054,LITTLE SISTERS OF THE POOR,dcs:SkilledNursingFacility,27,,,,,,,,,,,,,,,,,,,,,,,,,
2801,dcid:geoId/06037,ELMS/910000055,LOMITA POST-ACUTE CARE CENTER,dcs:SkilledNursingFacility,71,,,,,,,,,,,,,,,,,,,,,,,,,
2802,dcid:geoId/06037,ELMS/910000057,LOS PALOS POST-ACUTE CARE CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2803,dcid:geoId/06037,ELMS/910000058,COUNTRY VILLA MAR VISTA NURSING CENTER,dcs:SkilledNursingFacility,68,,,,,,,,,,,,,,,,,,,,,,,,,
2804,dcid:geoId/06037,ELMS/910000059,MARINA POINTE HEALTHCARE & SUBACUTE,dcs:SkilledNursingFacility,116,,,,,,,,,,,,,,,,,,,,,,,,,
2805,dcid:geoId/06037,ELMS/910000060,MARYCREST MANOR,dcs:SkilledNursingFacility,57,,,,,,,,,,,,,,,,,,,,,,,,,
2806,dcid:geoId/06037,ELMS/910000061,MEADOWBROOK BEHAVIORAL HEALTH CENTER,dcs:SkilledNursingFacility,0,77,,,,,,,,,,,,,,,,,,,,,,,,
2807,dcid:geoId/06037,ELMS/910000064,PACIFIC POST - ACUTE,dcs:SkilledNursingFacility,49,,,,,,,,,,,,,,,,,,,,,,,,,
2808,dcid:geoId/06037,ELMS/910000065,"CENTURY VILLA, INC.",dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2809,dcid:geoId/06037,ELMS/910000067,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC",dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
2810,dcid:geoId/06037,ELMS/910000068,PALOS VERDES HEALTH CARE CENTER,dcs:SkilledNursingFacility,48,,,,,,,,,,,,,,,,,,,,,,,,,
2811,dcid:geoId/06037,ELMS/910000069,PLAYA DEL REY CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2812,dcid:geoId/06037,ELMS/910000071,BEACHSIDE POST ACUTE,dcs:SkilledNursingFacility,110,,,,,,,,,,,,,,,,,,,,,,,,,
2813,dcid:geoId/06037,ELMS/910000073,BRENTWOOD HEALTH CARE CENTER,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
2814,dcid:geoId/06037,ELMS/910000074,SANTA MONICA HEALTH CARE CENTER,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
2815,dcid:geoId/06037,ELMS/910000075,SANTA MONICA CONVALESCENT CENTER I,dcs:SkilledNursingFacility,41,,,,,,,,,,,,,,,,,,,,,,,,,
2816,dcid:geoId/06037,ELMS/910000076,SANTA MONICA CONVALESCENT CENTER II,dcs:SkilledNursingFacility,44,,,,,,,,,,,,,,,,,,,,,,,,,
2817,dcid:geoId/06037,ELMS/910000077,SEACREST POST-ACUTE CARE CENTER,dcs:SkilledNursingFacility,80,,,,,,,,,,,,,,,,,,,,,,,,,
2818,dcid:geoId/06037,ELMS/910000081,WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2819,dcid:geoId/06037,ELMS/910000084,SUNNYSIDE NURSING CENTER,dcs:SkilledNursingFacility,299,,,,,,,,,,,,,,,,,,,,,,,,,
2820,dcid:geoId/06037,ELMS/910000089,VISTA DEL SOL CARE CENTER,dcs:SkilledNursingFacility,50,,,,,,,,,,,,,,,,,,,,,,,,,
2821,dcid:geoId/06037,ELMS/910000091,"TORRANCE CARE CENTER WEST, INC.",dcs:SkilledNursingFacility,195,,,,,,,,,,,,,,,,,,,,,,,,,
2822,dcid:geoId/06037,ELMS/910000275,GARDENA CONVALESCENT CENTER,dcs:SkilledNursingFacility,74,,,,,,,,,,,,,,,,,,,,,,,,,
2823,dcid:geoId/06037,ELMS/910000276,KEI-AI SOUTH BAY HEALTHCARE CENTER,dcs:SkilledNursingFacility,98,,,,,,,,,,,,,,,,,,,,,,,,,
2824,dcid:geoId/06037,ELMS/910000312,THE REHABILITATION CENTRE OF BEVERLY HILLS,dcs:SkilledNursingFacility,150,,,,,,,,,,,,,,,,,,,,,,,,,
2825,dcid:geoId/06037,ELMS/910000314,CRENSHAW NURSING HOME,dcs:SkilledNursingFacility,55,,,,,,,,,,,,,,,,,,,,,,,,,
2826,dcid:geoId/06037,ELMS/910000316,COUNTRY VILLA TERRACE NURSING CENTER,dcs:SkilledNursingFacility,49,,,,,,,,,,,,,,,,,,,,,,,,,
2827,dcid:geoId/06037,ELMS/910000318,COUNTRY VILLA PAVILION NURSING CENTER,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
2828,dcid:geoId/06037,ELMS/910000320,GUARDIAN REHABILITATION HOSPITAL,dcs:SkilledNursingFacility,93,,,,,,,,,,,,,,,,,,,,,,,,,
2829,dcid:geoId/06037,ELMS/910000322,BEVERLY WEST HEALTHCARE,dcs:SkilledNursingFacility,120,,,,,,,,,,,,,,,,,,,,,,,,,
2830,dcid:geoId/06037,ELMS/910000324,KENNEDY POST ACUTE CARE CENTER,dcs:SkilledNursingFacility,97,,,,,,,,,,,,,,,,,,,,,,,,,
2831,dcid:geoId/06037,ELMS/910000326,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,dcs:SkilledNursingFacility,81,,,,,,,,,,,,,,,,,,,,,,,,,
2832,dcid:geoId/06037,ELMS/910000328,LONGWOOD MANOR CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,198,,,,,,,,,,,,,,,,,,,,,,,,,
2833,dcid:geoId/06037,ELMS/910000330,SHARON CARE CENTER,dcs:SkilledNursingFacility,86,,,,,,,,,,,,,,,,,,,,,,,,,
2834,dcid:geoId/06037,ELMS/910000332,COUNTRY VILLA NORTH CONVALESCENT CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2835,dcid:geoId/06037,ELMS/910000334,WINDSOR GARDENS CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,98,,,,,,,,,,,,,,,,,,,,,,,,,
2836,dcid:geoId/06037,ELMS/910000336,THE REHABILITATION CENTER OF SANTA MONICA,dcs:SkilledNursingFacility,144,,,,,,,,,,,,,,,,,,,,,,,,,
2837,dcid:geoId/06037,ELMS/920000001,ALL SAINTS HEALTHCARE,dcs:SkilledNursingFacility,128,,,,,,,,,,,,,,,,,,,,,,,,,
2838,dcid:geoId/06037,ELMS/920000002,ASTORIA NURSING AND REHAB CENTER,dcs:SkilledNursingFacility,218,,,,,,,,,,,,,,,,,,,,,,,,,
2839,dcid:geoId/06037,ELMS/920000003,THE GROVE POST-ACUTE CARE CENTER,dcs:SkilledNursingFacility,75,,,,,,,,,,,,,,,,,,,,,,,,,
2840,dcid:geoId/06037,ELMS/920000004,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",dcs:SkilledNursingFacility,201,,,,,,,,,,,,,,,,,,,,,,,,,
2841,dcid:geoId/06037,ELMS/920000005,COUNTRY MANOR HEALTHCARE,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
2842,dcid:geoId/06037,ELMS/920000007,MOUNTAIN VIEW CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,114,,,,,,,,,,,,,,,,,,,,,,,,,
2843,dcid:geoId/06037,ELMS/920000008,SHERMAN VILLAGE HEALTHCARE CENTER,dcs:SkilledNursingFacility,108,,,,,,,,,,,,,,,,,,,,,,,,,
2844,dcid:geoId/06037,ELMS/920000009,MACLAY HEALTHCARE CENTER,dcs:SkilledNursingFacility,141,,,,,,,,,,,,,,,,,,,,,,,,,
2845,dcid:geoId/06037,ELMS/920000011,GOLDEN LEGACY CARE CENTER,dcs:SkilledNursingFacility,204,,,,,,,,,,,,,,,,,,,,,,,,,
2846,dcid:geoId/06037,ELMS/920000014,CHANDLER CONVALESCENT HOSPITAL,dcs:SkilledNursingFacility,106,,,,,,,,,,,,,,,,,,,,,,,,,
