GeoId,CACountyName,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,CALicensedHealthcareFacilityBedType,CALicensedHealthcareFacilityBedCapacity
geoId/06047,MERCED,ELMS/630016406,ANBERRY TRANSITIONAL CARE,SkilledNursingFacility,SKILLED NURSING,120
geoId/06111,VENTURA,ELMS/630016415,"SIMI VALLEY CONGREGATE LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06073,SAN DIEGO,ELMS/630016416,FRESENIUS MEDICAL CARE RAVEN,ChronicDialysisClinic,DIALYSIS STATIONS,31
geoId/06073,SAN DIEGO,ELMS/630016417,MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,SkilledNursingFacility,SKILLED NURSING,19
geoId/06099,STANISLAUS,ELMS/630016419,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,GeneralAcuteCareHospital,REHABILITATION,50
geoId/06037,LOS ANGELES,ELMS/630016423,WELLNESS CARE RESIDENCE LLC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06077,SAN JOAQUIN,ELMS/630016433,SONIA'S ICFDDN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06099,STANISLAUS,ELMS/630016434,MY FRIENDS,PediatricDayHealth&RespiteCareFacility,PEDI. DAY & RESPITE CARE,4
geoId/06019,FRESNO,ELMS/630016467,ALAMOS CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630016469,BLOSSOM RIDGE LONG TERM CARE FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016472,"BEST QUALITY LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630016479,FAIR OAKS RESIDENTIAL TREATMENT FACILITY LLC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630016482,BROADWAY DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,34
geoId/06019,FRESNO,ELMS/630016483,FRESENIUS MEDICAL CARE FRESNO AIRPORT EAST,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06037,LOS ANGELES,ELMS/630016493,SANTA CLARITA CONGREGATE LIVING,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06047,MERCED,ELMS/630016494,PACHECO DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06071,SAN BERNARDINO,ELMS/630016498,SAVANNAH BEST CARE CONGREGATE HOUSE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016501,"PARADISE POINT CARE CENTER, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016502,SAINT MARIAM CONGREGATE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016508,TERNER HEALTH,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016515,"SANTA CLARITA DIALYSIS, LLC",ChronicDialysisClinic,DIALYSIS STATIONS,27
geoId/06037,LOS ANGELES,ELMS/630016523,ALLWELL RESIDENTIAL CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630016527,ST. THERESE HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06081,SAN MATEO,ELMS/630016533,"GENTRY ICF, INC.",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06099,STANISLAUS,ELMS/630016534,GOLDEN STATE DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06023,HUMBOLDT,ELMS/630016546,IDA EMMERSON HOSPICE HOUSE,HospiceFacility,HOSPICE,12
geoId/06065,RIVERSIDE,ELMS/630016563,DESTINY CARE PROVIDERS,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06029,KERN,ELMS/630016595,BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL. LLC,AcutePsychiatricHospital,CHEMICAL DEPENDENCY RECOVERY,12
geoId/06029,KERN,ELMS/630016595,BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL. LLC,AcutePsychiatricHospital,ACUTE PSYCHIATRIC CARE,78
geoId/06037,LOS ANGELES,ELMS/630016596,"ARISE CONGREGATE LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06099,STANISLAUS,ELMS/630016616,WHITMORE DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06075,SAN FRANCISCO,ELMS/630016625,KENTFIELD HOSPITAL SAN FRANCISCO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,60
geoId/06037,LOS ANGELES,ELMS/630016645,WELLNESS CONGREGATED LIVING FACILITY INCORPORATED,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630016646,LUNDY LIVING HOME,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016654,ARCHWOOD CARE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/630016661,"CONTINUUM LIVING, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,5
geoId/06111,VENTURA,ELMS/630016687,CENTER FOR DISCOVERY-THOUSAND OAKS,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06053,MONTEREY,ELMS/630016694,GATEWAY CENTER ICF2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,15
geoId/06059,ORANGE,ELMS/630016708,"LAGUNA TREATMENT HOSPITAL, LLC",ChemicalDependencyRecoveryHospital,CHEMICAL DEPENDENCY RECOVERY,93
geoId/06029,KERN,ELMS/630016710,DELANO KIDNEY CENTER LLC,ChronicDialysisClinic,DIALYSIS STATIONS,20
geoId/06037,LOS ANGELES,ELMS/630016716,"MIH PROJECT A, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016717,ROYAL COMFORT CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630016719,ERIN HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06071,SAN BERNARDINO,ELMS/630016739,AMAZING GRACE OASIS,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06071,SAN BERNARDINO,ELMS/630016751,"HILTON MANOR, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630016756,"DESERT VALLEY CONGREGATE LIVING HEALTH FACILITY, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016762,J & T HOME CARE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630016773,ROLLING HILLS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06077,SAN JOAQUIN,ELMS/630016774,"DUKE FACILITIES, INC. #5",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06067,SACRAMENTO,ELMS/630016792,DIVINE FAMILY CARE LLC,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06085,SANTA CLARA,ELMS/630016794,"EMERALD BLOSSOM MANOR, LLC",IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06111,VENTURA,ELMS/630016805,"WHITE DOVES HOME CARE, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06019,FRESNO,ELMS/630016811,SENIOR MED CARE LIVING INC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016816,ROWLAND HEIGHTS COMMUNITY HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06037,LOS ANGELES,ELMS/630016827,DERANI CONGREGATE LIVING,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016841,"S.F. VALLEY CONGREGATE LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630016855,DEER PARK DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06065,RIVERSIDE,ELMS/630016869,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-JOSHUA,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/630016870,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-GARTH,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630016884,"ARCHWOOD HOUSE CLHF, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,10
geoId/06099,STANISLAUS,ELMS/630016891,SATELLITE HEALTHCARE WEST TURLOCK,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06085,SANTA CLARA,ELMS/630016907,SATELLITE HEALTHCARE BLOSSOM VALLEY,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630016910,THE ELLISON JOHN TRANSITIONAL CARE CENTER,SkilledNursingFacility,SKILLED NURSING,170
geoId/06037,LOS ANGELES,ELMS/630016912,ROWLAND HEIGHTS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,33
geoId/06037,LOS ANGELES,ELMS/630016915,PALMS VALLEY DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,33
geoId/06099,STANISLAUS,ELMS/630016920,KIRKWOOD HOME,IntermediateCareFacility-dd/h/n/cn/iid,SPECIAL TREATMENT PROGRAM,6
geoId/06013,CONTRA COSTA,ELMS/630016936,FIELD HOUSE ICF/DDH,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06073,SAN DIEGO,ELMS/630016951,MONTECATINI 3,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630016954,"HEALTHY LIFE CONGREGATE CARE, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630016976,ALDERBROOK,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06013,CONTRA COSTA,ELMS/630016989,LONE TREE RANCH DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,28
geoId/06019,FRESNO,ELMS/630016994,BEACON OF HOPE CARE FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06029,KERN,ELMS/630017012,BAKERSFIELD CONGREGATE LIVING HEALTH FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017056,HEALTHY POINT HOMES,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06037,LOS ANGELES,ELMS/630017057,OAK  FENCE CONGREGATE LIVING HEALTH FACILITY #2,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06059,ORANGE,ELMS/630017058,SUNNY HOME ICF/DD-N,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06071,SAN BERNARDINO,ELMS/630017065,"BLUE JAY MANOR, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630017071,"ROYAL LIVING HOME, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630017081,ST. GRACE MANOR 2,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,8
geoId/06097,SONOMA,ELMS/630017085,PETALUMA RIVER DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06097,SONOMA,ELMS/630017086,SANTA ROSA SPRINGS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,36
geoId/06053,MONTEREY,ELMS/630017087,MARINA DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06073,SAN DIEGO,ELMS/630017096,KAISER FOUNDATION HOSPITAL - SAN DIEGO,GeneralAcuteCareHospital,INTENSIVE CARE,20
geoId/06073,SAN DIEGO,ELMS/630017096,KAISER FOUNDATION HOSPITAL - SAN DIEGO,GeneralAcuteCareHospital,INTENSIVE CARE NEWBORN NURSERY,29
geoId/06073,SAN DIEGO,ELMS/630017096,KAISER FOUNDATION HOSPITAL - SAN DIEGO,GeneralAcuteCareHospital,PERINATAL,60
geoId/06073,SAN DIEGO,ELMS/630017096,KAISER FOUNDATION HOSPITAL - SAN DIEGO,GeneralAcuteCareHospital,PEDIATRIC,24
geoId/06073,SAN DIEGO,ELMS/630017096,KAISER FOUNDATION HOSPITAL - SAN DIEGO,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,120
geoId/06037,LOS ANGELES,ELMS/630017138,"GLENDORA CONGREGATE LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630017149,SINALOA CONGREGATE LIVING LLC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06077,SAN JOAQUIN,ELMS/630017161,HOSPICE OF SAN JOAQUIN HOSPICE HOUSE,HospiceFacility,HOSPICE,6
geoId/06037,LOS ANGELES,ELMS/630017172,CANDLELIGHT HOME MERCED,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06111,VENTURA,ELMS/630017178,CALIFORNIA CONGREGATE LIVING,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017198,CLEMENTINE MALIBU LAKE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,8
geoId/06065,RIVERSIDE,ELMS/630017249,REDHAWK DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06073,SAN DIEGO,ELMS/630017262,OCEANSIDE DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,21
geoId/06037,LOS ANGELES,ELMS/630017287,GRANADA HILLS CARE HOMES,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06065,RIVERSIDE,ELMS/630017331,VISTA HEIGHTS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,37
geoId/06071,SAN BERNARDINO,ELMS/630017352,CARISSA HOUSE,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06037,LOS ANGELES,ELMS/630017363,BLOOMING ROSE GARDEN CONGREGATE LIVING FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06059,ORANGE,ELMS/630017373,ARC CARE CENTER BUENA PARK,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017392,BALDWIN PARK DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06073,SAN DIEGO,ELMS/630017395,SANDERLING DIALYSIS OF RAMONA,ChronicDialysisClinic,DIALYSIS STATIONS,12
geoId/06071,SAN BERNARDINO,ELMS/630017416,"JUNIPER MANOR, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06111,VENTURA,ELMS/630017418,CONEJO VALLEY CONGREGATE HEALTHCARE INC.,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630017469,"SERENE CONGREGATE LIVING, LLC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017488,GLENDALE HEIGHTS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,33
geoId/06037,LOS ANGELES,ELMS/630017493,SATORI HOUSE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06029,KERN,ELMS/630017507,"KERN CONGREGATE FACILITY, INC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06059,ORANGE,ELMS/630017514,FRESENIUS KIDNEY CARE HUNTINGTON BEACH,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06071,SAN BERNARDINO,ELMS/630017516,TRELLIS CHINO,SkilledNursingFacility,SKILLED NURSING,59
geoId/06037,LOS ANGELES,ELMS/630017540,"MONROVIA DIALYSIS FACILITY, INC.",ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06065,RIVERSIDE,ELMS/630017544,INDIO DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,37
geoId/06019,FRESNO,ELMS/630017549,GRAND VILLA CONGREGATE LIVING HEALTH FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,18
geoId/06037,LOS ANGELES,ELMS/630017550,HACIENDA HEIGHTS COMMUNITY HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06059,ORANGE,ELMS/630017553,QUEENSBURY HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06013,CONTRA COSTA,ELMS/630017560,CRESSIDA CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017573,NEURORESTORATIVE CALIFORNIA,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,15
geoId/06037,LOS ANGELES,ELMS/630017612,LA MIRADA DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,21
geoId/06037,LOS ANGELES,ELMS/630017625,FRESENIUS KIDNEY CARE LYNWOOD,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06029,KERN,ELMS/630017642,KERN RIVER TRANSITIONAL CARE,SkilledNursingFacility,SKILLED NURSING,140
geoId/06001,ALAMEDA,ELMS/630017644,SUNOL HILLS LLC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06065,RIVERSIDE,ELMS/630017654,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,GeneralAcuteCareHospital,UNSPECIFIED GENERAL ACUTE CARE,50
geoId/06013,CONTRA COSTA,ELMS/630017659,"FRESENIUS KIDNEY CARE, SAN MIGUEL",ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630017669,SUNSHINE 1 CONGREGATE HOME INC.,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017692,FRESENIUS KIDNEY CARE PALMDALE,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630017693,SAN GABRIEL DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630017710,CARESOURCE CONGREGATE LIVING,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017721,"LOS ANGELES CARE CENTER, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,18
geoId/06059,ORANGE,ELMS/630017736,FRESENIUS MEDICAL CARE SAN JUAN CAPISTRANO,ChronicDialysisClinic,DIALYSIS STATIONS,16
geoId/06067,SACRAMENTO,ELMS/630017757,ADVANCED HEALTH CARE OF SACRAMENTO,SkilledNursingFacility,SKILLED NURSING,40
geoId/06071,SAN BERNARDINO,ELMS/630017758,APPLE VALLEY CONGREGATE LIVING HEALTH FACILITY,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630017780,SATELLITE HEALTHCARE FOLSOM,ChronicDialysisClinic,DIALYSIS STATIONS,13
geoId/06007,BUTTE,ELMS/630017823,BIDWELL DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06019,FRESNO,ELMS/630017833,SIERRA CARE CLOVIS,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,15
geoId/06037,LOS ANGELES,ELMS/630017843,BRIGHTER DAY HEALTHCARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06065,RIVERSIDE,ELMS/630017845,PAPILLON DDN,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06059,ORANGE,ELMS/630017849,OPTIMUM CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06073,SAN DIEGO,ELMS/630017852,HIDDEN VALLEY DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,37
geoId/06019,FRESNO,ELMS/630017873,HERITAGE CROSSING FRESNO INC.,HospiceFacility,HOSPICE,24
geoId/06107,TULARE,ELMS/630017903,SIERRA CARE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,15
geoId/06037,LOS ANGELES,ELMS/630017914,REASONS RESIDENTIAL SAN MARINO,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630017916,"INTERCOMMUNITY DIALYSIS CENTER - LA MIRADA, INC.",ChronicDialysisClinic,DIALYSIS STATIONS,31
geoId/06037,LOS ANGELES,ELMS/630017928,RESEDA RANCH,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06065,RIVERSIDE,ELMS/630017935,THE SPRINGS HEALTH AND REHABILITATION CENTER,SkilledNursingFacility,SKILLED NURSING,170
geoId/06015,DEL NORTE,ELMS/630017964,SANDERLING DIALYSIS OF CRESCENT CITY,ChronicDialysisClinic,DIALYSIS STATIONS,9
geoId/06037,LOS ANGELES,ELMS/630017971,AURORA CONGREGATE HEALTH,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06085,SANTA CLARA,ELMS/630017976,MILPITAS DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
geoId/06059,ORANGE,ELMS/630018016,BEACH DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06029,KERN,ELMS/630018020,NORTH BAKERSFIELD DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,30
geoId/06029,KERN,ELMS/630018021,CENTRAL BAKERSFIELD DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,30
geoId/06059,ORANGE,ELMS/630018035,BRISTOL DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06071,SAN BERNARDINO,ELMS/630018039,RANCHO SAN BERNARDINO DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,37
geoId/06065,RIVERSIDE,ELMS/630018044,NEW ERA CONGREGATE LIVING FACILITY LLC,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630018056,ROSE CITY DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630018057,CARSON PAVILION DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630018068,GARDENA DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630018095,WESTMONT DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630018118,"MOUNTAIN VIEW CONGREGATE LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630018121,TAJANTA CARE HOMES,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06037,LOS ANGELES,ELMS/630018135,MCLENNAN AVENUE HOME,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD HABILITATIVE,6
geoId/06085,SANTA CLARA,ELMS/630018167,SATELLITE HEALTHCARE EVERGREEN,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06059,ORANGE,ELMS/630018239,ST. JOSEPH SATELLITE HEALTHCARE,ChronicDialysisClinic,DIALYSIS STATIONS,30
geoId/06037,LOS ANGELES,ELMS/630018248,"EVERGREEN SENIOR LIVING, INC.",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06019,FRESNO,ELMS/630018275,"ACME CARE, INC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06037,LOS ANGELES,ELMS/630018313,SINAI CONGREGATE LIVING,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630018370,FRESENIUS KIDNEY CARE NORTH FONTANA,ChronicDialysisClinic,DIALYSIS STATIONS,25
geoId/06037,LOS ANGELES,ELMS/630018377,VALMONT CARE CENTER,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06001,ALAMEDA,ELMS/630018396,CARMEN HOUSE,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06071,SAN BERNARDINO,ELMS/630018417,AMAZING GRACE OASIS II,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06029,KERN,ELMS/630018439,PARKSIDE CONGREGATE LIVING INC.,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06067,SACRAMENTO,ELMS/630018445,SUNRISE ICF DD-N,IntermediateCareFacility-dd/h/n/cn/iid,INTERMEDIATE CARE/DD NURSING,6
geoId/06001,ALAMEDA,ELMS/630018454,EVERGREEN,CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06065,RIVERSIDE,ELMS/630018536,RANCHO BELLAGIO POST ACUTE,SkilledNursingFacility,SKILLED NURSING,99
geoId/06037,LOS ANGELES,ELMS/630018553,"WEST COAST CONGREGATE, INC",CongregateLivingHealthFacility,CONGREGATE LIVING HEALTH FACILITY,6
geoId/06081,SAN MATEO,ELMS/630018625,SAN BRUNO DIALYSIS,ChronicDialysisClinic,DIALYSIS STATIONS,24
