ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
202164	001	TABLET;ORAL	0.125MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202164	002	TABLET;ORAL	0.25MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202164	003	TABLET;ORAL	0.5MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202164	004	TABLET;ORAL	1MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202164	005	TABLET;ORAL	1.5MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202167	001	TABLET, EXTENDED RELEASE;ORAL	500MG	0	LEVETIRACETAM	LEVETIRACETAM	0
202167	002	TABLET, EXTENDED RELEASE;ORAL	750MG	0	LEVETIRACETAM	LEVETIRACETAM	0
202168	001	TABLET;ORAL	400MG	0	ACYCLOVIR	ACYCLOVIR	0
202168	002	TABLET;ORAL	800MG	0	ACYCLOVIR	ACYCLOVIR	0
202170	001	TABLET, EXTENDED RELEASE;ORAL	2.5MG	0	FELODIPINE	FELODIPINE	0
202170	002	TABLET, EXTENDED RELEASE;ORAL	5MG	0	FELODIPINE	FELODIPINE	0
202170	003	TABLET, EXTENDED RELEASE;ORAL	10MG	0	FELODIPINE	FELODIPINE	1
202171	001	TABLET; ORAL	300MG; 300MG; 200MG	0	LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE	LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE	
202172	001	TABLET; ORAL	5MG	0	ROSUVASTATIN ZINC	ROSUVASTATIN ZINC	
202172	002	TABLET; ORAL	10MG	0	ROSUVASTATIN ZINC	ROSUVASTATIN ZINC	
202172	003	TABLET; ORAL	20MG	0	ROSUVASTATIN ZINC	ROSUVASTATIN ZINC	
202172	004	TABLET; ORAL	40MG	0	ROSUVASTATIN ZINC	ROSUVASTATIN ZINC	
202176	001	CAPSULE, DELAYED REL PELLETS;ORAL	15MG	0	LANSOPRAZOLE	LANSOPRAZOLE	0
202176	002	CAPSULE, DELAYED REL PELLETS;ORAL	30MG	0	LANSOPRAZOLE	LANSOPRAZOLE	0
202178	001	FOR SUSPENSION;ORAL	1.875GM/PACKET	0	COLESEVELAM HYDROCHLORIDE	COLESEVELAM HYDROCHLORIDE	0
202178	002	FOR SUSPENSION;ORAL	3.75GM/PACKET	0	COLESEVELAM HYDROCHLORIDE	COLESEVELAM HYDROCHLORIDE	0
202179	001	TABLET, ORALLY DISINTEGRATING;ORAL	EQ 10MG BASE	0	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE	0
202179	002	TABLET, ORALLY DISINTEGRATING;ORAL	EQ 15MG BASE	0	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE	0
202179	003	TABLET, ORALLY DISINTEGRATING;ORAL	EQ 30MG BASE	0	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE	0
202180	001	TABLET;ORAL	50MG	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	0
202180	002	TABLET;ORAL	100MG	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	0
202180	003	TABLET;ORAL	150MG	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	0
202180	004	TABLET;ORAL	300MG	0	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	0
202182	001	INJECTABLE;INTRAVENOUS	EQ 4MG BASE/5ML	0	ZOLEDRONIC ACID	ZOLEDRONIC ACID	0
202187	001	TABLET;ORAL	25MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
202187	002	TABLET;ORAL	50MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
202187	003	TABLET;ORAL	100MG	0	SPIRONOLACTONE	SPIRONOLACTONE	0
202189	001	TABLET, EXTENDED RELEASE;ORAL	150MG	0	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE	0
202190	001	FOR SUSPENSION;ORAL	1.875GM/PACKET	0	COLESEVELAM HYDROCHLORIDE	COLESEVELAM HYDROCHLORIDE	0
202190	002	FOR SUSPENSION;ORAL	3.75GM/PACKET	0	COLESEVELAM HYDROCHLORIDE	COLESEVELAM HYDROCHLORIDE	0
202191	001	TABLET, ORALLY DISINTEGRATING;ORAL	EQ 5MG BASE	0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE	0
202191	002	TABLET, ORALLY DISINTEGRATING;ORAL	EQ 10MG BASE	0	METOCLOPRAMIDE HYDROCHLORIDE	METOCLOPRAMIDE HYDROCHLORIDE	1
202192	001	TABLET;ORAL	EQ 5MG BASE	1	JAKAFI	RUXOLITINIB PHOSPHATE	0
202192	002	TABLET;ORAL	EQ 10MG BASE	1	JAKAFI	RUXOLITINIB PHOSPHATE	0
202192	003	TABLET;ORAL	EQ 15MG BASE	1	JAKAFI	RUXOLITINIB PHOSPHATE	0
202192	004	TABLET;ORAL	EQ 20MG BASE	1	JAKAFI	RUXOLITINIB PHOSPHATE	0
202192	005	TABLET;ORAL	EQ 25MG BASE	1	JAKAFI	RUXOLITINIB PHOSPHATE	1
202194	001	CAPSULE, DELAYED REL PELLETS;ORAL	15MG	0	LANSOPRAZOLE	LANSOPRAZOLE	0
202197	001	INJECTABLE;INJECTION	EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL	0	AMPICILLIN AND SULBACTAM	AMPICILLIN SODIUM; SULBACTAM SODIUM	0
202198	001	INJECTABLE;INJECTION	EQ 10GM BASE/VIAL	0	AMPICILLIN SODIUM	AMPICILLIN SODIUM	0
202200	001	TABLET;ORAL	250MG	0	LEVOFLOXACIN	LEVOFLOXACIN	0
202200	002	TABLET;ORAL	500MG	0	LEVOFLOXACIN	LEVOFLOXACIN	0
202200	003	TABLET;ORAL	750MG	0	LEVOFLOXACIN	LEVOFLOXACIN	0
202202	001	TABLET;ORAL	1MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	002	TABLET;ORAL	2MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	003	TABLET;ORAL	2.5MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	004	TABLET;ORAL	3MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	005	TABLET;ORAL	4MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	006	TABLET;ORAL	5MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	007	TABLET;ORAL	6MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	008	TABLET;ORAL	7.5MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202202	009	TABLET;ORAL	10MG	0	WARFARIN SODIUM	WARFARIN SODIUM	0
202203	001	INJECTABLE;INJECTION	EQ 4MG BASE/VIAL	0	TOPOTECAN HYDROCHLORIDE	TOPOTECAN HYDROCHLORIDE	0
202204	001	CAPSULE;ORAL	0.5MG	0	DUTASTERIDE	DUTASTERIDE	0
202206	001	TABLET, EXTENDED RELEASE;ORAL	0.375MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	002	TABLET, EXTENDED RELEASE;ORAL	0.75MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	003	TABLET, EXTENDED RELEASE;ORAL	1.5MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	004	TABLET, EXTENDED RELEASE;ORAL	2.25MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	005	TABLET, EXTENDED RELEASE;ORAL	3MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	006	TABLET, EXTENDED RELEASE;ORAL	3.75MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202206	007	TABLET, EXTENDED RELEASE;ORAL	4.5MG	0	PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	0
202207	001	INJECTABLE;INJECTION	N/A	1	LYMPHOSEEK KIT	TECHNETIUM TC-99M TILMANOCEPT	1
202209	001	CREAM;TOPICAL	0.075%	0	TRETINOIN	TRETINOIN	0
202210	001	TABLET;ORAL	EQ 5MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202210	002	TABLET;ORAL	EQ 10MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202210	003	TABLET;ORAL	EQ 20MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202211	001	FILM, EXTENDED RELEASE;TRANSDERMAL	3.9MG/24HR	1	OXYTROL FOR WOMEN	OXYBUTYNIN	1
202212	001	TABLET, FOR SUSPENSION; ORAL	50MG	0	NEVIRAPINE	NEVIRAPINE	
202212	002	TABLET, FOR SUSPENSION; ORAL	100MG	0	NEVIRAPINE	NEVIRAPINE	
202214	001	TABLET;ORAL	325MG;5MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202214	002	TABLET;ORAL	325MG;7.5MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202214	003	TABLET;ORAL	325MG;10MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202214	004	TABLET;ORAL	300MG;5MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202214	005	TABLET;ORAL	300MG;7.5MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202214	006	TABLET;ORAL	300MG;10MG	0	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE	0
202217	001	FOR SOLUTION, TABLET, DELAYED RELEASE;ORAL	5MG,N/A;N/A,210GM;N/A,0.74GM;N/A,2.86GM;N/A,5.6GM	0	PEG-3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE AND BISACODYL	BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE	0
202219	001	TABLET, EXTENDED RELEASE;ORAL	450MG	0	LITHIUM CARBONATE	LITHIUM CARBONATE	0
202220	001	TABLET;ORAL	5MG	0	PROTRIPTYLINE HYDROCHLORIDE	PROTRIPTYLINE HYDROCHLORIDE	0
202220	002	TABLET;ORAL	10MG	0	PROTRIPTYLINE HYDROCHLORIDE	PROTRIPTYLINE HYDROCHLORIDE	0
202221	001	SOLUTION;ORAL	EQ 5MG BASE/5ML	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	1
202223	001	TABLET;ORAL	40MG	0	VALSARTAN	VALSARTAN	0
202223	002	TABLET;ORAL	80MG	0	VALSARTAN	VALSARTAN	0
202223	003	TABLET;ORAL	160MG	0	VALSARTAN	VALSARTAN	0
202223	004	TABLET;ORAL	320MG	0	VALSARTAN	VALSARTAN	0
202226	001	TABLET;ORAL-28	0.15MG,N/A;0.02MG,0.01MG	0	BEKYREE	DESOGESTREL; ETHINYL ESTRADIOL	0
202227	001	SOLUTION;ORAL	EQ 5MG BASE/5ML	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202228	001	TABLET, EXTENDED RELEASE;ORAL	50MG	0	QUETIAPINE FUMARATE	QUETIAPINE FUMARATE	
202228	002	TABLET, EXTENDED RELEASE;ORAL	150MG	0	QUETIAPINE FUMARATE	QUETIAPINE FUMARATE	
202228	003	TABLET, EXTENDED RELEASE;ORAL	200MG	0	QUETIAPINE FUMARATE	QUETIAPINE FUMARATE	
202228	004	TABLET, EXTENDED RELEASE;ORAL	300MG	0	QUETIAPINE FUMARATE	QUETIAPINE FUMARATE	
202228	005	TABLET, EXTENDED RELEASE;ORAL	400MG	0	QUETIAPINE FUMARATE	QUETIAPINE FUMARATE	
202229	001	TABLET, DELAYED RELEASE;ORAL	333MG	0	ACAMPROSATE CALCIUM	ACAMPROSATE CALCIUM	1
202230	001	TABLET;ORAL	25MG	0	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	0
202230	002	TABLET;ORAL	50MG	0	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	0
202230	003	TABLET;ORAL	100MG	0	LOSARTAN POTASSIUM	LOSARTAN POTASSIUM	0
202231	001	POWDER;INTRAVENOUS	100MCG/VIAL	1	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM	1
202231	002	POWDER;INTRAVENOUS	200MCG/VIAL	1	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM	1
202231	003	POWDER;INTRAVENOUS	500MCG/VIAL	1	LEVOTHYROXINE SODIUM	LEVOTHYROXINE SODIUM	1
202235	001	INJECTABLE;INTRAVENOUS	EQ 3MG BASE/3ML	0	IBANDRONATE SODIUM	IBANDRONATE SODIUM	0
202236	001	SPRAY, METERED;NASAL	EQ 0.125MG BASE/SPRAY;0.05MG/SPRAY	1	DYMISTA	AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE	1
202238	001	TABLET, EXTENDED RELEASE;ORAL	EQ 1MG BASE	0	GUANFACINE HYDROCHLORIDE	GUANFACINE HYDROCHLORIDE	0
202238	002	TABLET, EXTENDED RELEASE;ORAL	EQ 2MG BASE	0	GUANFACINE HYDROCHLORIDE	GUANFACINE HYDROCHLORIDE	0
202238	003	TABLET, EXTENDED RELEASE;ORAL	EQ 3MG BASE	0	GUANFACINE HYDROCHLORIDE	GUANFACINE HYDROCHLORIDE	0
202238	004	TABLET, EXTENDED RELEASE;ORAL	EQ 4MG BASE	0	GUANFACINE HYDROCHLORIDE	GUANFACINE HYDROCHLORIDE	0
202239	001	CAPSULE;ORAL	EQ 2.5MG BASE;10MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202239	002	CAPSULE;ORAL	EQ 5MG BASE;10MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202239	003	CAPSULE;ORAL	EQ 5MG BASE;20MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202239	004	CAPSULE;ORAL	EQ 5MG BASE;40MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202239	005	CAPSULE;ORAL	EQ 10MG BASE;20MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202239	006	CAPSULE;ORAL	EQ 10MG BASE;40MG	0	AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	0
202240	001	CAPSULE;ORAL	50MG	0	CELECOXIB	CELECOXIB	0
202240	002	CAPSULE;ORAL	100MG	0	CELECOXIB	CELECOXIB	0
202240	003	CAPSULE;ORAL	200MG	0	CELECOXIB	CELECOXIB	0
202240	004	CAPSULE;ORAL	400MG	0	CELECOXIB	CELECOXIB	0
202242	001	INJECTABLE;INJECTION	2%	0	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE	0
202244	001	TABLET;ORAL	EQ 5MG BASE	0	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	0
202244	002	TABLET;ORAL	EQ 10MG BASE	0	RIZATRIPTAN BENZOATE	RIZATRIPTAN BENZOATE	0
202245	001	SOLUTION;ORAL	30MG/5ML	0	CODEINE SULFATE	CODEINE SULFATE	0
202246	001	TABLET;ORAL	1.5MG	0	LEVONORGESTREL	LEVONORGESTREL	0
202247	001	TABLET;ORAL-28	0.02MG;0.1MG	0	LEVONORGESTREL AND ETHINYL ESTRADIOL	ETHINYL ESTRADIOL; LEVONORGESTREL	0
202248	001	CAPSULE;ORAL	15MG	0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	0
202248	002	CAPSULE;ORAL	30MG	0	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	0
202250	001	CAPSULE;ORAL	75MG;25MG	0	NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)	NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE	0
202252	001	CAPSULE;ORAL	43MG	0	FENOFIBRATE (MICRONIZED)	FENOFIBRATE	0
202252	002	CAPSULE;ORAL	130MG	0	FENOFIBRATE (MICRONIZED)	FENOFIBRATE	0
202253	001	INJECTABLE;INJECTION	EQ 2MG BASE/ML	0	ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE	ONDANSETRON HYDROCHLORIDE	0
202254	001	TABLET;ORAL	75MG	0	IRBESARTAN	IRBESARTAN	0
202254	002	TABLET;ORAL	150MG	0	IRBESARTAN	IRBESARTAN	0
202254	003	TABLET;ORAL	300MG	0	IRBESARTAN	IRBESARTAN	0
202255	001	TABLET;ORAL	25MG	0	SILDENAFIL CITRATE	SILDENAFIL CITRATE	
202255	002	TABLET;ORAL	50MG	0	SILDENAFIL CITRATE	SILDENAFIL CITRATE	
202255	003	TABLET;ORAL	100MG	0	SILDENAFIL CITRATE	SILDENAFIL CITRATE	
202258	001	CAPSULE;ORAL	200MG	0	VICTRELIS	BOCEPREVIR	0
202259	001	INJECTABLE;INJECTION	6MG/ML	0	BUSULFAN	BUSULFAN	0
202260	001	TABLET;ORAL-28	0.35MG	0	NORETHINDRONE	NORETHINDRONE	0
202261	001	TABLET, EXTENDED RELEASE;ORAL	EQ 45MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	002	TABLET, EXTENDED RELEASE;ORAL	EQ 65MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	003	TABLET, EXTENDED RELEASE;ORAL	EQ 90MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	004	TABLET, EXTENDED RELEASE;ORAL	EQ 115MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	005	TABLET, EXTENDED RELEASE;ORAL	EQ 135MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	006	TABLET, EXTENDED RELEASE;ORAL	EQ 80MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	007	TABLET, EXTENDED RELEASE;ORAL	EQ 105MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202261	008	TABLET, EXTENDED RELEASE;ORAL	EQ 55MG BASE	0	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE	0
202266	001	TABLET;ORAL	EQ 75MG BASE	0	CLOPIDOGREL BISULFATE	CLOPIDOGREL BISULFATE	0
202266	002	TABLET;ORAL	EQ 300MG BASE	0	CLOPIDOGREL BISULFATE	CLOPIDOGREL BISULFATE	0
202268	001	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	0	CEFEPIME HYDROCHLORIDE	CEFEPIME HYDROCHLORIDE	0
202268	002	INJECTABLE;INJECTION	EQ 2GM BASE/VIAL	0	CEFEPIME HYDROCHLORIDE	CEFEPIME HYDROCHLORIDE	0
202269	001	SOLUTION;ORAL	20MG/ML	0	PREGABALIN	PREGABALIN	
202270	001	TABLET, EXTENDED RELEASE;ORAL	500MG;EQ 50MG BASE	1	JANUMET XR	METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE	0
202270	002	TABLET, EXTENDED RELEASE;ORAL	1GM;EQ 50MG BASE	1	JANUMET XR	METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE	0
202270	003	TABLET, EXTENDED RELEASE;ORAL	1GM;EQ 100MG BASE	1	JANUMET XR	METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE	1
202271	001	TABLET;ORAL	25MG	0	ACARBOSE	ACARBOSE	0
202271	002	TABLET;ORAL	50MG	0	ACARBOSE	ACARBOSE	0
202271	003	TABLET;ORAL	100MG	0	ACARBOSE	ACARBOSE	0
202274	001	INJECTABLE;INJECTION	EQ 5GM BASE/VIAL	0	VANCOMYCIN HYDROCHLORIDE	VANCOMYCIN HYDROCHLORIDE	0
202275	001	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL	0	VANCOMYCIN HYDROCHLORIDE	VANCOMYCIN HYDROCHLORIDE	0
202275	002	INJECTABLE;INJECTION	EQ 1GM BASE/VIAL	0	VANCOMYCIN HYDROCHLORIDE	VANCOMYCIN HYDROCHLORIDE	0
202276	001	TABLET;ORAL	50MG	1	STENDRA	AVANAFIL	0
202276	002	TABLET;ORAL	100MG	1	STENDRA	AVANAFIL	0
202276	003	TABLET;ORAL	200MG	1	STENDRA	AVANAFIL	1
202277	001	TABLET;ORAL	5MG	0	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	0
202277	002	TABLET;ORAL	5MG	0	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	0
202277	003	TABLET;ORAL	10MG	0	CETIRIZINE HYDROCHLORIDE HIVES	CETIRIZINE HYDROCHLORIDE	0
202277	004	TABLET;ORAL	10MG	0	CETIRIZINE HYDROCHLORIDE ALLERGY	CETIRIZINE HYDROCHLORIDE	0
202278	001	SYSTEM;IONTOPHORESIS	EQ 6.5MG BASE/4HR	1	ZECUITY	SUMATRIPTAN SUCCINATE	0
202279	001	TABLET;ORAL	2.5MG	0	ZOLMITRIPTAN	ZOLMITRIPTAN	0
202279	002	TABLET;ORAL	5MG	0	ZOLMITRIPTAN	ZOLMITRIPTAN	0
202280	001	TABLET;ORAL	EQ 5MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202280	002	TABLET;ORAL	EQ 10MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202280	003	TABLET;ORAL	EQ 20MG BASE	0	ESCITALOPRAM OXALATE	ESCITALOPRAM OXALATE	0
202284	001	TABLET;ORAL	400MG	0	FELBAMATE	FELBAMATE	0
202284	002	TABLET;ORAL	600MG	0	FELBAMATE	FELBAMATE	0
202285	001	TABLET, ORALLY DISINTEGRATING;ORAL	5MG	0	OLANZAPINE	OLANZAPINE	0
202285	002	TABLET, ORALLY DISINTEGRATING;ORAL	10MG	0	OLANZAPINE	OLANZAPINE	0
202285	003	TABLET, ORALLY DISINTEGRATING;ORAL	15MG	0	OLANZAPINE	OLANZAPINE	0
202285	004	TABLET, ORALLY DISINTEGRATING;ORAL	20MG	0	OLANZAPINE	OLANZAPINE	0
202286	001	TABLET;ORAL	650MG	0	TRANEXAMIC ACID	TRANEXAMIC ACID	0
202287	001	TABLET;ORAL	2.5MG	0	OLANZAPINE	OLANZAPINE	0
202287	002	TABLET;ORAL	5MG	0	OLANZAPINE	OLANZAPINE	0
202287	003	TABLET;ORAL	7.5MG	0	OLANZAPINE	OLANZAPINE	0
202287	004	TABLET;ORAL	10MG	0	OLANZAPINE	OLANZAPINE	0
202287	005	TABLET;ORAL	15MG	0	OLANZAPINE	OLANZAPINE	0
202287	006	TABLET;ORAL	20MG	0	OLANZAPINE	OLANZAPINE	0
202288	001	TABLET, EXTENDED RELEASE;ORAL	300MG	0	LITHIUM CARBONATE	LITHIUM CARBONATE	0
202289	001	TABLET;ORAL	12.5MG;50MG	0	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM	0
202289	002	TABLET;ORAL	12.5MG;100MG	0	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM	0
202289	003	TABLET;ORAL	25MG;100MG	0	LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM	0
202292	001	TABLET, DELAYED RELEASE;ORAL	125MG	1	MYTESI	CROFELEMER	1
202293	001	TABLET;ORAL	5MG	1	FARXIGA	DAPAGLIFLOZIN	0
202293	002	TABLET;ORAL	10MG	1	FARXIGA	DAPAGLIFLOZIN	1
202294	001	CAPSULE, DELAYED RELEASE;ORAL	60MG	0	DEXLANSOPRAZOLE	DEXLANSOPRAZOLE	0
202295	001	TABLET;ORAL	2.5MG	0	OLANZAPINE	OLANZAPINE	0
202295	002	TABLET;ORAL	5MG	0	OLANZAPINE	OLANZAPINE	0
202295	003	TABLET;ORAL	7.5MG	0	OLANZAPINE	OLANZAPINE	0
202295	004	TABLET;ORAL	10MG	0	OLANZAPINE	OLANZAPINE	0
202295	005	TABLET;ORAL	15MG	0	OLANZAPINE	OLANZAPINE	0
202295	006	TABLET;ORAL	20MG	0	OLANZAPINE	OLANZAPINE	0
202296	001	TABLET;ORAL-28	0.15MG,N/A;0.02MG,0.01MG	0	DESOGESTREL AND ETHINYL ESTRADIOL	DESOGESTREL; ETHINYL ESTRADIOL	0
202297	001	TABLET;ORAL	0.1MG	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE	0
202297	002	TABLET;ORAL	0.2MG	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE	0
202297	003	TABLET;ORAL	0.3MG	0	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE	0
202298	001	TABLET, EXTENDED RELEASE;ORAL	2.5MG	0	GLIPIZIDE	GLIPIZIDE	0
202298	002	TABLET, EXTENDED RELEASE;ORAL	5MG	0	GLIPIZIDE	GLIPIZIDE	0
202298	003	TABLET, EXTENDED RELEASE;ORAL	10MG	0	GLIPIZIDE	GLIPIZIDE	0
202300	001	CAPSULE;ORAL	EQ 200MG FREE ACID AND POTASSIUM SALT	0	IBUPROFEN	IBUPROFEN	0
202301	001	TABLET; ORAL	600MG	0	EFAVIRENZ	EFAVIRENZ	
202304	001	TABLET, EXTENDED RELEASE;ORAL	100MG	0	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE	0
202304	002	TABLET, EXTENDED RELEASE;ORAL	150MG	0	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE	0
202304	003	TABLET, EXTENDED RELEASE;ORAL	200MG	0	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE	0
202305	001	SOLUTION/DROPS;OPHTHALMIC	0.05%	0	AZELASTINE HYDROCHLORIDE	AZELASTINE HYDROCHLORIDE	1
