ApplNo	ApplType	ApplPublicNotes	SponsorName
205564	ANDA		MACLEODS PHARMS LTD
205566	ANDA		GLENMARK PHARMS LTD
205568	ANDA		FRESENIUS KABI USA
205570	ANDA		GLAND PHARMA LTD
205571	ANDA		ZYDUS PHARMS
205572	NDA		FRESENIUS KABI USA
205573	ANDA		AMNEAL PHARMS
205574	ANDA		ACCORD HLTHCARE
205575	ANDA		ALEMBIC PHARMS LTD
205576	ANDA		INNOPHARMA
205579	NDA		EAGLE PHARMS
205580	NDA		EAGLE PHARMS
205581	ANDA		AMNEAL PHARMS
205582	NDA		SUN PHARMA GLOBAL
205583	NDA		SUN PHARMA GLOBAL
205585	ANDA		CADILA
205587	ANDA		LUPIN LTD
205588	ANDA		LUPIN LTD
205591	ANDA		COSETTE
205592	ANDA		COSETTE
205594	ANDA		RISING
205596	NDA		MERCK SHARP DOHME
205598	NDA		NOVO
205600	ANDA		MICRO LABS LTD INDIA
205601	ANDA		RHODES PHARMS
205604	ANDA		FRESENIUS KABI USA
205605	ANDA		FRESENIUS KABI USA
205606	ANDA		AUROBINDO PHARMA LTD
205609	ANDA		EDENBRIDGE PHARMS
205612	ANDA		AUROBINDO PHARMA LTD
205613	NDA		SALIX
205618	ANDA		SUN PHARM
205619	ANDA		AMNEAL PHARMS
205620	ANDA		CADILA
205622	ANDA		MYLAN TECHNOLOGIES
205625	NDA		GLAXOSMITHKLINE
205626	NDA		MICRO LABS
205629	ANDA		OSMOTICA
205630	ANDA		LUPIN LTD
205634	ANDA		SUN PHARM INDUSTRIES
205636	NDA		TEVA BRANDED PHARM
205637	NDA		BDSI
205641	NDA		MERCK SHARP DOHME
205645	NDA		FRESENIUS KABI USA
205647	ANDA		HI TECH
205648	ANDA		QILU
205649	NDA		ASTRAZENECA AB
205650	ANDA		ZYDUS PHARMS
205651	ANDA		MYLAN
205654	ANDA		ACTAVIS MID ATLANTIC
205656	ANDA		GLAND PHARMA LTD
205657	ANDA		MAYNE PHARMA INC
205658	ANDA		MAYNE PHARMA INC
205659	ANDA		PERRIGO UK FINCO
205661	ANDA		AUROBINDO PHARMA LTD
205663	ANDA		UNIQUE PHARM LABS
205666	ANDA		AMNEAL
205670	ANDA		PRINSTON INC
205672	ANDA		HOSPIRA INC
205673	ANDA		VINTAGE PHARMS
205675	ANDA		AUROBINDO PHARMA LTD
205677	NDA		VANDA PHARMS INC
205682	ANDA		WATSON LABS INC
205683	ANDA		ANBISON LAB
205685	ANDA		XELLIA PHARMS APS
205687	ANDA		ESSENTIAL ISOTOPES
205689	ANDA		SUN PHARM
205690	ANDA		UNIV TX MD ANDERSON
205692	BLA		ELI LILLY AND CO
205694	ANDA		GLAND PHARMA LTD
205695	ANDA		ANBISON LAB
205696	ANDA		MEITHEAL
205699	ANDA		PAR PHARM INC
205702	ANDA		MACLEODS PHARMS LTD
205703	NDA		HQ SPCLT PHARMA
205704	NDA		AIR LIQUIDE AMERICA SPECIALITY GASES
205707	ANDA		MICRO LABS LTD INDIA
205709	ANDA		ALVOGEN
205710	ANDA		CIPLA
205711	NDA		AIR LIQUIDE AMERICA SPECIALITY GASES
205712	NDA		AIR LIQUID INDUSTRIAL US LP
205713	NDA		AIR LIQUID INDUSTRIAL US LP
205718	NDA		HELSINN HLTHCARE
205720	ANDA		ACCORD HLTHCARE
205722	ANDA		XELLIA PHARMS APS
205723	ANDA		MICRO LABS
205724	ANDA		PAR PHARM INC
205727	ANDA		BELCHER
205731	ANDA		PADDOCK LABS LLC
205737	NDA		AIR LIQUIDE LARGE INDUSTRIES US LP
205738	NDA		AIR LIQUIDE LARGE INDUSTRIES US LP
205739	NDA		RELYPSA INC
205740	ANDA		HETERO LABS LTD V
205742	ANDA		PAR PHARM INC
205743	ANDA		PAR PHARM INC
205747	BLA		ELI LILLY AND CO
205749	ANDA		GLAND PHARMA LTD
205750	NDA		RTRX
205752	ANDA		SPECTRUM PHARMS
205755	NDA		NOVARTIS
205756	ANDA		RISING
205757	ANDA		PHARMASCIENCE INC
205758	ANDA		HIKMA
205761	ANDA		AUROBINDO PHARMA LTD
205762	ANDA		AUROBINDO PHARMA LTD
205764	NDA		LINDE NORTH AMERICA INC
205765	NDA		LINDE NORTH AMERICA INC
205766	NDA		LINDE NORTH AMERICA INC
205767	NDA		LINDE NORTH AMERICA INC
205769	ANDA		PAR PHARM INC
205771	ANDA		HIKMA
205772	ANDA		GLENMARK PHARMS
205776	NDA		MEDEXUS
205777	NDA		PURDUE PHARMA LP
205779	ANDA		AUROBINDO PHARMA LTD
205780	ANDA		AUROBINDO PHARMA LTD
205781	ANDA		PERRIGO UK FINCO
205782	ANDA		PERRIGO UK FINCO
205784	ANDA		ANCHEN PHARMS
205786	NDA		MERCK SHARP DOHME
205787	NDA		KALEO INC
205789	ANDA		LGM PHARMA
205790	ANDA		USPHARMA WINDLAS
205791	ANDA		PERRIGO R AND D
205792	ANDA		AJANTA PHARMA LTD
205794	ANDA		SCIEGEN PHARMS INC
205796	NDA		MACHINE & WELDING SUPPLY CO
205798	ANDA		ZYDUS PHARMS
205801	ANDA		WEST-WARD PHARMS INT
205803	NDA		WYNN L MADER, INDUSTRIAL GAS DISTRIBUTORS
205804	NDA		PURITY CYLINDER GASES, INC
205805	NDA		NORCO INC
205806	ANDA		DR REDDYS LABS SA
205807	ANDA		TEVA PHARMS USA
205809	NDA		WESTAIR GASES & EQUIPMENT INC
205811	ANDA		ACTAVIS LABS FL INC
205814	ANDA		AUROLIFE PHARMA LLC
205815	NDA		LINDE MERCHANT PRODUCTIONS INC
205816	NDA		LINDE GAS PUERTO RICO INC
205817	NDA		LINDE NORTH AMERICA INC
205818	NDA		LINDE GAS PUERTO RICO INC
205819	NDA		NORCO INC
205820	NDA		NORCO INC
205821	NDA		SCOTT-GROSS COMPANY
205823	ANDA		PRINSTON INC
205824	ANDA		ACCORD HLTHCARE
205825	ANDA		AMNEAL PHARMS
205826	NDA		DUPUY OXYGEN
205827	NDA		AIR LIQUIDE AMERICA LP
205828	NDA		AIR LIQUIDE AMERICA LP
205829	NDA		AIR LIQUIDE AMERICA LP
205831	NDA		RHODES PHARMS
205832	NDA		BOEHRINGER INGELHEIM
205833	ANDA		MYLAN LABS LTD
205834	NDA		GILEAD SCIENCES INC
205835	ANDA		AUROBINDO PHARMA LTD
205836	NDA		UCB INC
205837	NDA		UCB INC
205838	NDA		UCB INC
205839	NDA		AIRGAS MERCHANTS GASES LLC
205840	NDA		AIRGAS MERCHANTS GASES LLC
205843	NDA		AIRGAS USA LLC
205845	NDA		AIRGAS USA LLC
205846	NDA		AIRGAS CARBONIC INC
205847	NDA		OXARC INC
205849	NDA		PRAXAIR INC
205850	NDA		PRAXAIR INC
205851	NDA		PRAXAIR INC
205852	NDA		PRAXAIR INC
205853	ANDA		RHODES PHARMS
205858	NDA		GILEAD SCIENCES INC
205859	NDA		NEXAIR
205861	NDA		MACLEODS PHARMS LTD
205862	NDA		ASPEN AIR
205863	NDA		ASPEN AIR
205864	NDA		AIR PRODUCTS AND CHEMICALS INC
205865	NDA		AIR PRODUCTS AND CHEMICALS INC
205866	NDA		AIR PRODUCTS AND CHEMICALS INC
205867	ANDA		AUROBINDO PHARMA LTD
205868	ANDA		INVENTIA
205869	ANDA		BEIJING YILING
205870	ANDA		SAGENT PHARMS INC
205871	ANDA		SAGENT PHARMS INC
205872	ANDA		ACCORD HLTHCARE
205873	ANDA		ACCORD HLTHCARE
205874	NDA		KERYX BIOPHARMS
205876	ANDA		APOTEX
205878	ANDA		NOVEL LABS INC
205879	NDA		JANSSEN PHARMS
205880	ANDA		NAVINTA LLC
205883	ANDA		AMNEAL PHARMS
205885	ANDA		WATSON LABS INC
205887	ANDA		TELIGENT PHARMA INC
205888	ANDA		AUROBINDO PHARMA LTD
205889	NDA		MATHESON TRI-GAS INC
205890	NDA		MATHESON TRI-GAS INC
205891	NDA		MATHESON TRI-GAS INC
205895	ANDA		ALKEM LABS LTD
205897	ANDA		PANACEA BIOTEC LTD
205901	ANDA		HETERO LABS LTD V
205902	ANDA		WATSON LABS
205903	ANDA		GLENMARK GENERICS
205905	ANDA		SUN PHARM
205909	NDA		PRAXAIR DISTRIBUTION INC
205910	NDA		PRAXAIR DISTRIBUTION MID-ATLANTIC LLC
205911	NDA		PRAXAIR DISTRIBUTION MID-ATLANTIC LLC
205912	NDA		PRAXAIR DISTRIBUTION INC
205913	ANDA		AMNEAL PHARMS
205917	NDA		HIKMA PHARMS
205919	NDA		NOVA LABS LTD
205920	NDA		ARMSTRONG PHARMS
205921	ANDA		MYLAN LABS LTD
205923	ANDA		XELLIA PHARMS APS
205924	ANDA		MACLEODS PHARMS LTD
205926	ANDA		DR REDDYS LABS LTD
205927	ANDA		MYLAN
205931	NDA		ALMIRALL
205932	ANDA		ORIENT PHARMA CO LTD
205934	NDA		TEIKOKU PHARMA
205935	ANDA		SANDOZ INC
205936	ANDA		ZYDUS PHARMS
205937	ANDA		AKORN INC
205941	ANDA		AMNEAL PHARMS
205942	ANDA		AMNEAL PHARMS
205943	ANDA		LUPIN LTD
205945	ANDA		MICRO LABS LTD INDIA
205947	ANDA		LUPIN LTD
205948	ANDA		LUPIN LTD
205954	ANDA		ALVOGEN PINE BROOK
205955	ANDA		SAWAI USA
205956	ANDA		WILSHIRE PHARMS INC
205959	ANDA		PAR PHARM
205961	ANDA		AMNEAL PHARMS NY
205962	ANDA		AUROBINDO PHARMA LTD
205968	ANDA		ZYDUS PHARMS
205971	ANDA		TARO PHARM INDS LTD
205972	ANDA		AUROBINDO PHARMA LTD
205973	ANDA		WILSHIRE PHARMS INC
205974	ANDA		CADILA
205975	ANDA		TARO PHARMS
205976	ANDA		PAR PHARM INC
205982	ANDA		AUROBINDO PHARMA LTD
205985	NDA		PRAXAIR CANADA INC
205986	NDA		PRAXAIR CANADA INC
205987	ANDA		ACCORD HLTHCARE
205988	ANDA		MACLEODS PHARMS LTD
205990	ANDA		BRECKENRIDGE
205991	ANDA		ACCORD HLTHCARE
205992	NDA		UNITED STATES WELDING INC
205993	ANDA		PADDOCK LABS LLC
205994	ANDA		GLENMARK PHARMS
205995	ANDA		ZYDUS PHARMS
205999	NDA		ACETYLENE OXYGENE CO
206001	ANDA		MYLAN LABS LTD
206002	ANDA		ALVOGEN PINE BROOK
206003	ANDA		NOVEL LABS INC
206005	ANDA		XELLIA PHARMS APS
206006	ANDA		RISING
206009	NDA		NITROUS OXIDE CORP
206010	ANDA		AUROBINDO PHARMA LTD
206011	ANDA		AUROBINDO PHARMA LTD
206014	NDA		NITROUS OXIDE OF CANADA
206015	ANDA		AUROBINDO PHARMA LTD
206018	ANDA		ACTAVIS LLC
206020	ANDA		TEVA PHARMS USA
206021	ANDA		HEC PHARM
206023	NDA		AIRGAS USA LLC
206024	NDA		AIRGAS USA LLC
206025	NDA		AIRGAS USA LLC
206026	NDA		AIR LIQUIDE HEALTHCARE AMERICA CORP
206028	ANDA		LUPIN LTD
206029	ANDA		LUPIN LTD
206030	NDA		LUNDBECK PHARMS LLC
206032	ANDA		MYLAN
206033	ANDA		CHEMI SPA
206037	ANDA		BEIJING YILING
206038	NDA		VERTEX PHARMS INC
206039	ANDA		EXELA PHARMA
206040	NDA		MYLAN LABS LTD
206041	NDA		MYLAN LABS LTD
206042	NDA		MYLAN LABS LTD
206043	ANDA		NOVAST LABS
206045	ANDA		KENTON
206046	ANDA		CIPLA
206049	ANDA		ACTAVIS LABS FL INC
206053	ANDA		MYLAN LABS LTD
206058	ANDA		ACCORD HLTHCARE
206061	ANDA		HISUN PHARM HANGZHOU
206062	ANDA		HISUN PHARM HANGZHOU
206066	ANDA		APOTEX
206069	ANDA		AUROBINDO PHARMA LTD
206070	ANDA		MYLAN
206071	ANDA		NAVINTA LLC
206073	NDA		BOEHRINGER INGELHEIM
206074	ANDA		MYLAN LABS LTD
206075	ANDA		NOVEL LABS INC
206077	ANDA		FRESENIUS KABI USA
206078	ANDA		SUN PHARM INDS LTD
206079	ANDA		IMPAX LABS INC
206080	ANDA		SANDOZ INC
206081	ANDA		SUN PHARM INDS LTD
206083	ANDA		PRINSTON INC
206084	ANDA		SCOV3
206086	ANDA		SAVIOR LIFETEC CORP
206087	ANDA		CIPLA
206088	NDA		CELGENE CORP
206089	NDA		CLARUS
206093	ANDA		APOTEX
206094	ANDA		DR REDDYS LABS LTD
206096	ANDA		MYLAN LABS LTD
206097	ANDA		ZYDUS PHARMS
206098	ANDA		ALEMBIC PHARMS LTD
206099	NDA		CURRAX
206105	ANDA		NUVO PHARMS INC
206106	ANDA		SAGENT PHARMS INC
206107	ANDA		SIGMAPHARM LABS LLC
206110	NDA		FRESENIUS KABI USA
206111	NDA		BOEHRINGER INGELHEIM
206112	ANDA		L PERRIGO CO
206113	ANDA		PAR PHARM INC
206116	ANDA		AMNEAL PHARMS
206118	ANDA		TELIGENT PHARMA INC
206120	ANDA		MYLAN LABS LTD
206121	ANDA		UNIQUE PHARM LABS
206122	ANDA		SCIEGEN PHARMS INC
206125	ANDA		AUROBINDO PHARMA LTD
206126	ANDA		AUROBINDO PHARMA LTD
206127	ANDA		AUROBINDO PHARMA LTD
206128	ANDA		AUROBINDO PHARMA LTD
206129	ANDA		SUN PHARM
206133	ANDA		HIKMA
206134	ANDA		ZYDUS PHARMS
206135	ANDA		APOTEX
206136	ANDA		STRIDES PHARMA
206137	ANDA		PAR PHARM INC
206141	ANDA		GLAND PHARMA LTD
206142	ANDA		NOVEL LABS INC
206143	NDA		AMGEN INC
206144	ANDA		SANDOZ INC
206145	ANDA		ALKEM LABS LTD
206151	ANDA		AUROBINDO PHARMA LTD
206152	ANDA		MICRO LABS
206153	ANDA		INDOCO
206155	ANDA		INDOCO
206156	ANDA		MACLEODS PHARMS LTD
206159	ANDA		PAR PHARM INC
206162	NDA		ASTRAZENECA PHARMS
206163	ANDA		PIRAMAL CRITICAL
206164	ANDA		TOLMAR
206165	ANDA		TOLMAR
206166	ANDA		INFORLIFE
206167	ANDA		TEVA PHARMS USA INC
206171	ANDA		SPECTRA MDCL DEVICES
206173	ANDA		CADILA PHARMS LTD
206174	ANDA		AJANTA PHARMA LTD
206177	ANDA		DFB ONCOLOGY LTD
206180	ANDA		AUROBINDO PHARMA LTD
206181	ANDA		AJANTA PHARMA LTD
206185	NDA		SUN PHARMA GLOBAL
206189	ANDA		HONG KONG
206190	ANDA		MEITHEAL
206191	ANDA		INFORLIFE
206192	NDA		GENENTECH INC
206194	ANDA		HISUN PHARM HANGZHOU
206195	ANDA		HISUN PHARM HANGZHOU
206197	ANDA		FRESENIUS KABI USA
206198	ANDA		FRESENIUS KABI USA
206199	ANDA		FRESENIUS KABI USA
206200	ANDA		AMNEAL PHARMS
206201	ANDA		MAYNE PHARMA INC
206203	ANDA		EXELA PHARMA
206204	ANDA		FRESENIUS KABI USA
206206	ANDA		AUROBINDO PHARMA LTD
206211	ANDA		MISSION PHARMACAL CO
206214	ANDA		MARKSANS PHARMA
206217	ANDA		AUROBINDO PHARMA LTD
206218	ANDA		TARO PHARMS
206220	ANDA		MYLAN
206223	ANDA		FRESENIUS KABI USA
206224	ANDA		AUROBINDO PHARMA LTD
206226	ANDA		MYLAN
206228	ANDA		ZYDUS PHARMS
206229	NDA		MEDICINES360
206238	ANDA		SUNSHINE
206240	ANDA		MYLAN
206242	ANDA		AUROBINDO PHARMA LTD
206243	ANDA		XELLIA PHARMS APS
206245	ANDA		NOVEL LABS INC
206250	ANDA		CADILA PHARMS LTD
206251	ANDA		ACCORD HLTHCARE
206252	ANDA		ACCORD HLTHCARE
206255	NDA		GALDERMA LABS LP
206256	NDA		ACROTECH
206260	ANDA		PHARMADAX INC
206261	ANDA		CARLSBAD TECHNOLOGY
206263	ANDA		WEST-WARD PHARMS INT
206266	ANDA		PRINSTON PHARMA INC
206271	ANDA		MYLAN
206276	NDA		ALCON LABS INC
206285	ANDA		AUROBINDO PHARMA LTD
206286	ANDA		AUROBINDO PHARMA LTD
206287	ANDA		LUPIN ATLANTIS
206288	ANDA		CIPLA LTD
206289	NDA		AKORN
206294	ANDA		PAR PHARM INC
206295	ANDA		SUNSHINE
206296	ANDA		ZYDUS PHARMS
206297	ANDA		AMNEAL PHARMS
206298	ANDA		TARO
206302	NDA		ALLERGAN
206304	ANDA		COREPHARMA
206306	ANDA		SOMERSET THERAPS LLC
206307	NDA		MERLION PHARMS GMBH
206308	ANDA		RHODES PHARMS
206309	ANDA		RISING
206310	ANDA		MACLEODS PHARMS LTD
206312	ANDA		AKORN
206314	ANDA		TARO
206316	NDA		DAIICHI SANKYO INC
206317	NDA		ROCKWELL MEDICAL INC
206318	ANDA		ZYDUS NOVELTECH INC
206319	ANDA		DECATUR
206321	NDA		NOVO
206323	NDA		MAINPOINTE
206332	ANDA		NEXUS PHARMS
206333	NDA		KYTHERA BIOPHARMS
206334	NDA		MELINTA THERAP
206335	ANDA		AUROBINDO PHARMA LTD
206336	ANDA		PAR PHARM INC
206340	ANDA		ACTAVIS ELIZABETH
206342	ANDA		POLYGEN PHARMS
206344	ANDA		PHARM ASSOC
206347	ANDA		NOVEL LABS INC
206348	ANDA		ACTAVIS LABS UT INC
206352	NDA		BRISTOL MYERS SQUIBB
206353	NDA		BRISTOL-MYERS SQUIBB
206355	ANDA		APOTEX INC
206356	NDA		SWEDISH ORPHAN
206367	ANDA		INVAGEN PHARMS
206368	ANDA		WILSHIRE PHARMS INC
206369	ANDA		WEST-WARD PHARMS INT
206370	ANDA		TARO
206372	ANDA		MICRO LABS
206373	ANDA		ACELLA
206375	ANDA		ANDA REPOSITORY
206376	ANDA		PRINSTON INC
206378	ANDA		ZYDUS PHARMS
206379	ANDA		GLENMARK PHARMS LTD
206381	ANDA		SCIEGEN PHARMS INC
206382	ANDA		SCIEGEN PHARMS INC
206383	ANDA		SCIEGEN PHARMS INC
206384	ANDA		SCIEGEN PHARMS INC
206388	ANDA		TEVA PHARMS USA
206389	ANDA		TELIGENT PHARMA INC
206391	ANDA		GLENMARK PHARMS SA
206392	ANDA		AMNEAL PHARMS
206393	ANDA		PERRIGO R AND D
206394	ANDA		PERRIGO R AND D
206396	ANDA		CIPLA
206398	ANDA		ALVOGEN
206401	ANDA		AJANTA PHARMA LTD
206402	ANDA		ALKEM LABS LTD
206404	ANDA		SAGENT PHARMS INC
206406	NDA		VELOXIS PHARMS INC
206407	ANDA		HIKMA
206409	ANDA		ZYDUS PHARMS
206410	ANDA		STRIDES PHARMA
206411	ANDA		CADILA
206413	ANDA		CHARTWELL
206416	ANDA		MYLAN INSTITUTIONAL
206418	ANDA		WEST-WARD PHARMS INT
206419	ANDA		HETERO LABS LTD III
206420	ANDA		RHODES PHARMS
206421	ANDA		AMNEAL PHARMS
206422	ANDA		LUPIN
206426	NDA		BIOCRYST
206430	ANDA		CUSTOPHARM INC
206431	ANDA		TARO PHARM INDS LTD
206432	ANDA		CADILA PHARMS LTD
206433	ANDA		AUROBINDO PHARMA LTD
206434	ANDA		ACCORD HLTHCARE
206436	ANDA		MYLAN
206437	ANDA		TOLMAR
206438	ANDA		TRIS PHARMA INC
206439	NDA		ALLERGAN
206440	ANDA		PERRIGO UK FINCO
206441	ANDA		PERRIGO ISRAEL
206446	ANDA		MYLAN
206447	ANDA		MYLAN
206448	ANDA		CIPLA
206451	NDA		CIPLA
206452	ANDA		CADILA PHARMS LTD
206455	ANDA		BIONPHARMA INC
206456	ANDA		WOCKHARDT BIO AG
206463	ANDA		AMNEAL
206465	ANDA		ALKEM LABS LTD
206468	ANDA		NEXUS PHARMS
206470	ANDA		ACTAVIS LABS FL INC
206473	NDA		HOSPIRA INC
206477	ANDA		LANNETT CO INC
206481	ANDA		CHARTWELL
206483	ANDA		ORIENT PHARMA CO LTD
206484	ANDA		UPSHER SMITH LABS
206485	ANDA		FRESENIUS KABI USA
206486	ANDA		FRESENIUS KABI USA
206488	NDA		SAREPTA THERAPS INC
206489	ANDA		SOMMER PHARMS II LLC
206490	ANDA		NOVAST LABS
206493	ANDA		ACTAVIS MID ATLANTIC
206494	NDA		ALLERGAN
206498	ANDA		GLENMARK PHARMS LTD
206500	NDA		TERSERA
206503	ANDA		SOMERSET THERAPS LLC
206505	ANDA		NOVITIUM PHARMA
206506	ANDA		MYLAN LABS LTD
206510	NDA		MERCK SHARP DOHME
206511	ANDA		AUROBINDO PHARMA LTD
206512	ANDA		AUROBINDO PHARMA LTD
206513	ANDA		ZYDUS PHARMS
206515	ANDA		TORRENT
206516	ANDA		ACTAVIS LLC
206519	ANDA		AUROBINDO PHARMA LTD
206524	ANDA		SUNSHINE
206528	ANDA		AJANTA PHARMA LTD
206529	ANDA		LUPIN LTD
206530	ANDA		AUROBINDO PHARMA LTD
206531	ANDA		AUROBINDO PHARMA LTD
206532	ANDA		AUROBINDO PHARMA LTD
206533	ANDA		ZYDUS PHARMS
206534	ANDA		ZYDUS PHARMS
206535	ANDA		ZYDUS PHARMS
206536	ANDA		ZYDUS PHARMS
206538	BLA		SANOFI US SERVICES
206541	ANDA		LUPIN LTD
206543	ANDA		AUROBINDO PHARMA LTD
206544	NDA		DAIICHI SANKYO INC
206545	NDA		GILEAD SCIENCES INC
206547	ANDA		DR REDDYS
206548	ANDA		AUROBINDO PHARMA LTD
206550	ANDA		HIKMA
206551	ANDA		ACCORD HLTHCARE
206552	ANDA		FRESENIUS KABI USA
206553	ANDA		APPCO
206555	ANDA		TEVA PHARMS
206556	ANDA		INVAGEN PHARMS
206557	ANDA		HISUN PHARM HANGZHOU
206560	ANDA		CADILA
206561	ANDA		NAVINTA LLC
206568	ANDA		HUMANWELL PURACAP
206569	ANDA		MYLAN
206572	ANDA		AKORN
206573	ANDA		PHARM ASSOC
206574	ANDA		ASCENT PHARMS INC
206575	ANDA		TARO
206576	ANDA		TWI PHARMS INC
206581	ANDA		PERRIGO R AND D
206582	ANDA		P AND L
206586	ANDA		PAR STERILE PRODUCTS
206588	ANDA		NESHER PHARMS
206589	ANDA		AUROBINDO PHARMA LTD
206594	ANDA		AKORN
206597	ANDA		GLENMARK PHARMS LTD
206606	ANDA		ZYDUS PHARMS
206607	ANDA		MYLAN LABS LTD
206608	ANDA		MYLAN LABS LTD
206614	ANDA		AUROBINDO PHARMA LTD
206615	ANDA		WRASER PHARMS LLC
206616	ANDA		HIKMA PHARMS
206619	NDA		ABBVIE INC
206621	ANDA		HIKMA PHARMS
206623	ANDA		MAYNE PHARMA
206627	NDA		PURDUE PHARMA LP
206628	NDA		HQ SPCLT PHARMA
206630	ANDA		STRIDES PHARMA
206631	ANDA		LUPIN LTD
206633	ANDA		FOUGERA PHARMS INC
206634	ANDA		AKORN
206641	ANDA		ZYDUS PHARMS
206646	ANDA		HIKMA
206647	ANDA		AMNEAL PHARMS
206648	ANDA		TEVA PHARMS USA
206649	ANDA		AMNEAL PHARMS
206651	ANDA		BELCHER
206652	ANDA		AMNEAL PHARMS
206653	ANDA		PRINSTON INC
206654	ANDA		PRINSTON INC
206657	ANDA		ACTAVIS LABS UT INC
206660	ANDA		TORRENT
206661	ANDA		TORRENT
206665	ANDA		ANCHEN PHARMS
206666	ANDA		SETON PHARMS
206667	ANDA		SETON PHARMS
206669	ANDA		SUNSHINE
206670	ANDA		AUROBINDO PHARMA LTD
206672	ANDA		CASI PHARMS INC
206674	ANDA		INVAGEN PHARMS
206676	ANDA		BEXIMCO PHARMS USA
206677	ANDA		ATHENEX
206679	NDA		TCG FLUENT PHARMA
206681	ANDA		PIRAMAL CRITICAL
206682	ANDA		FRESENIUS
206685	ANDA		MYLAN TECHNOLOGIES
206686	ANDA		ACTAVIS LABS FL INC
206687	ANDA		FRESENIUS KABI USA
206691	ANDA		MYLAN
206693	ANDA		ZYDUS PHARMS
206694	ANDA		ZYDUS PHARMS
206698	ANDA		AMNEAL PHARMS CO
206699	ANDA		AMNEAL PHARMS CO
206701	ANDA		MYLAN PHARMS INC
206703	ANDA		APOTEX
206706	ANDA		POLYGEN PHARMS
206709	NDA		BIOCODEX SA
206710	ANDA		LOTUS PHARM CO LTD
206711	ANDA		AJANTA PHARMA LTD
206713	ANDA		MICRO LABS
206714	ANDA		AJANTA PHARMA LTD
206715	ANDA		RICONPHARMA LLC
206716	ANDA		NOVAST LABS
206718	ANDA		SPECGX LLC
206719	ANDA		AKORN
206721	ANDA		MYLAN
206724	ANDA		ALVOGEN
206725	ANDA		MICRO LABS LTD
206726	ANDA		MYLAN
206729	ANDA		MICRO LABS LTD
206735	ANDA		MYLAN
206736	ANDA		WATSON PHARMS TEVA
206738	ANDA		PURACAP PHARM LLC
206739	ANDA		SANDOZ INC
206740	ANDA		COSETTE
206741	ANDA		ALEMBIC PHARMS LTD
206743	ANDA		AUROBINDO PHARMA LTD
206745	ANDA		ZYDUS PHARMS
206747	ANDA		CADILA
206748	ANDA		ZYDUS PHARMS
206749	ANDA		ZYDUS PHARMS
206750	ANDA		ZYDUS PHARMS
206751	ANDA		ZYDUS PHARMS
206752	ANDA		ZYDUS PHARMS USA INC
206753	ANDA		ZYDUS PHARMS
206756	NDA		BOEHRINGER INGELHEIM
206759	ANDA		NOVEL LABS INC
206760	ANDA		PIRAMAL CRITICAL
206761	ANDA		FRESENIUS
206762	ANDA		RISING
206763	ANDA		ALKEM LABS LTD
206765	ANDA		ALKEM LABS LTD
206768	ANDA		AUROBINDO PHARMA LTD
206769	NDA		TEVA PHARMS USA
206772	ANDA		ZYDUS PHARMS
206774	ANDA		ACCORD HLTHCARE
206775	ANDA		ACCORD HLTHCARE
206776	ANDA		APOTEX
206778	ANDA		GLAND PHARMA LTD
206781	ANDA		AUROBINDO PHARMA LTD
206785	ANDA		RISING
206786	ANDA		RISING
206787	ANDA		AMNEAL PHARMS CO
206788	ANDA		HETERO LABS LTD V
206791	ANDA		SOMERSET THERAPS LLC
206792	ANDA		NOVEL LABS INC
206793	ANDA		NOVEL LABS INC
206798	ANDA		ZYDUS PHARMS
206799	ANDA		NOVEL LABS INC
206801	ANDA		FRESENIUS KABI USA
206802	ANDA		FRESENIUS KABI USA
206803	ANDA		RISING
206805	ANDA		INGENUS PHARMS LLC
206807	ANDA		NAARI PTE LTD
206811	ANDA		AUROBINDO PHARMA LTD
206812	ANDA		JIANGSU HENGRUI MED
206813	ANDA		STRIDES PHARMA
206814	NDA		GENUS LIFESCIENCES
206815	ANDA		NOVELGENIX THERAPS
206817	ANDA		AUROBINDO PHARMA LTD
206822	ANDA		PHARM ASSOC
206826	NDA		LINDE GAS NORTH AMERICA LLC
206827	ANDA		AUROBINDO PHARMA LTD
206829	NDA		CUBIST PHARMS LLC
206831	ANDA		AUROBINDO PHARMA LTD
206834	ANDA		NANJING KING-FRIEND
206836	ANDA		ACTAVIS LABS FL INC
206837	ANDA		AUROBINDO PHARMA LTD
206838	ANDA		JUBILANT GENERICS
206840	ANDA		CNTY LINE PHARMS
206843	NDA		BRISTOL-MYERS SQUIBB
206845	ANDA		ACCORD HLTHCARE
206846	ANDA		ACCORD HLTHCARE
206848	ANDA		SANDOZ INC
206850	ANDA		AUROBINDO PHARMA LTD
206851	ANDA		AUROBINDO PHARMA LTD
206852	ANDA		AUROBINDO PHARMA LTD
206853	ANDA		AUROBINDO PHARMA LTD
206854	ANDA		TEVA PHARMS USA INC
206855	ANDA		PURACAP PHARM LLC
206856	ANDA		CNTY LINE PHARMS
206857	ANDA		WILSHIRE PHARMS INC
206858	ANDA		MYLAN
206863	ANDA		ACCORD HLTHCARE
206864	ANDA		NAARI PTE LTD
206866	ANDA		AUROBINDO PHARMA LTD
206867	ANDA		AUROBINDO PHARMA LTD
206869	ANDA		AMNEAL PHARMS NY
206872	ANDA		CIPLA
206876	ANDA		DR REDDYS
206877	ANDA		AUROBINDO PHARMA LTD
