STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1998,,64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1999,,64.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2000,,64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2001,,65.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2002,,69.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2003,,70.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2004,,71.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2005,,73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2006,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2007,,73.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2008,,75.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2009,,75.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2010,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2011,,78.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2012,,78.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2013,,80,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2014,,79.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2015,,80.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2016,,81.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2017,,82.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2018,,82.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2019,,82.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2020,,83.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2021,,84.80000305,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2022,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2023,,84.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1970,,47.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1975,,57.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1985,,78.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1989,,85.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1990,,85.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1991,,86,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1992,,85.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1993,,86.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1994,,86.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1995,,87,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1996,,87.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1997,,88.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1998,,89,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2000,,87.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2009,,89.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2010,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2011,,90.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2012,,90.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2013,,90.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2014,,90.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2015,,90.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2016,,91.19999695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2017,,91.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2018,,91.59999847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2019,,91.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2020,,92,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2021,,92,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2022,,92.15223,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,DNK,Denmark,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2023,,92.25925,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1985,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1989,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1990,,68,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1991,,71,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1992,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1993,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1994,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1995,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1996,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1997,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1998,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1999,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2000,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2001,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2002,,71,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2003,,71,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2004,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2005,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2006,,74,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2007,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2008,,80,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2009,,80,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2010,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2011,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2012,,81,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2013,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2014,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2015,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2016,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2017,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2018,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2019,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2020,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2021,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2022,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,EST,Estonia,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,2023,,83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1970,,27,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1975,,31,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1980,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1985,,72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1989,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1990,,76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1991,,76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1992,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1993,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1994,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1995,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,FIN,Finland,A,Annual,PUBTOTTR,Public total treatment,PT_POP,Percentage of population,1996,,78,,A,Normal value,0,Units,1,One
