observationDate,value,observationAbout,variableMeasured,unit
2022,494237000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_NonOperating,USDollar
2022,47.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_NonOperating,Percent
2022,2337803000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_FederalFunding_Appropriations,USDollar
2022,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_FederalFunding_Appropriations,Percent
2022,305806000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_FederalFunding_Appropriations,USDollar
2022,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_FederalFunding_Appropriations,Percent
2022,17855000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_FederalFunding_Appropriations,USDollar
2022,1.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_FederalFunding_Appropriations,Percent
2022,67838077000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_StateFunding_Appropriations,USDollar
2022,17.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_StateFunding_Appropriations,Percent
2022,15091487000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_StateFunding_Appropriations,USDollar
2022,23.9,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_StateFunding_Appropriations,Percent
2022,293637000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_StateFunding_Appropriations,USDollar
2022,28.2,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_StateFunding_Appropriations,Percent
2022,3534346000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_LocalFunding_Appropriations,USDollar
2022,0.9,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_LocalFunding_Appropriations,Percent
2022,12568476000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_LocalFunding_Appropriations,USDollar
2022,19.9,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_LocalFunding_Appropriations,Percent
2022,182744000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_LocalFunding_Appropriations,USDollar
2022,17.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_LocalFunding_Appropriations,Percent
2022,34392569000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_Appropriations,USDollar
2022,8.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_Appropriations,Percent
2022,14818308000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_Appropriations,USDollar
2022,23.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_Appropriations,Percent
2022,152985000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_Appropriations,USDollar
2022,14.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_Appropriations,Percent
2022,29201462000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_FederalFunding_NonOperatingGrants,USDollar
2022,7.4,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_FederalFunding_NonOperatingGrants,Percent
2022,12870251000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_FederalFunding_NonOperatingGrants,USDollar
2022,20.4,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_FederalFunding_NonOperatingGrants,Percent
2022,133124000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_FederalFunding_NonOperatingGrants,USDollar
2022,12.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_FederalFunding_NonOperatingGrants,Percent
2022,4809405000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_StateFunding_NonOperatingGrants,USDollar
2022,1.2,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_StateFunding_NonOperatingGrants,Percent
2022,1786981000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_StateFunding_NonOperatingGrants,USDollar
2022,2.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_StateFunding_NonOperatingGrants,Percent
2022,18010000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_StateFunding_NonOperatingGrants,USDollar
2022,1.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_StateFunding_NonOperatingGrants,Percent
2022,381702000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_LocalFunding_NonOperatingGrants,USDollar
2022,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_LocalFunding_NonOperatingGrants,Percent
2022,161077000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_LocalFunding_NonOperatingGrants,USDollar
2022,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_LocalFunding_NonOperatingGrants,Percent
2022,1851000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_LocalFunding_NonOperatingGrants,USDollar
2022,0.2,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_LocalFunding_NonOperatingGrants,Percent
2022,11286440000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_Gifts_NonOperatingGrants,USDollar
2022,2.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_Gifts_NonOperatingGrants,Percent
2022,366350000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_Gifts_NonOperatingGrants,USDollar
2022,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_Gifts_NonOperatingGrants,Percent
2022,10524000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_Gifts_NonOperatingGrants,USDollar
2022,1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_Gifts_NonOperatingGrants,Percent
2022,-10909206000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_InvestmentIncome_NonOperatingGrants,USDollar
2022,-2.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_InvestmentIncome_NonOperatingGrants,Percent
2022,-409033000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_InvestmentIncome_NonOperatingGrants,USDollar
2022,-0.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_InvestmentIncome_NonOperatingGrants,Percent
2022,-387000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_InvestmentIncome_NonOperatingGrants,USDollar
2022,0,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_InvestmentIncome_NonOperatingGrants,Percent
2022,11347375000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherNonOperatingRevenue_NonOperatingGrants,USDollar
2022,2.9,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherNonOperatingRevenue_NonOperatingGrants,Percent
2022,1674068000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherNonOperatingRevenue_NonOperatingGrants,USDollar
2022,2.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherNonOperatingRevenue_NonOperatingGrants,Percent
2022,16203000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherNonOperatingRevenue_NonOperatingGrants,USDollar
2022,1.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherNonOperatingRevenue_NonOperatingGrants,Percent
2022,22136570000,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,5.6,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,2702350000,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,4.3,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,21533000,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,2.1,country/USA,dcid:Count_ExpenditureActivity_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,5424124000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalAppropriations_NonOperatingGrants,USDollar
2022,1.4,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalAppropriations_NonOperatingGrants,Percent
2022,1673729000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalAppropriations_NonOperatingGrants,USDollar
2022,2.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalAppropriations_NonOperatingGrants,Percent
2022,4076039000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalGrantsGifts_NonOperatingGrants,USDollar
2022,1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_CapitalGrantsGifts_NonOperatingGrants,Percent
2022,497283000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalGrantsGifts_NonOperatingGrants,USDollar
2022,0.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_CapitalGrantsGifts_NonOperatingGrants,Percent
2022,1831500000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_AdditionsPermanent_NonOperatingGrants,USDollar
2022,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_AdditionsPermanent_NonOperatingGrants,Percent
2022,14777000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_AdditionsPermanent_NonOperatingGrants,USDollar
2022,10804907000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherRevenues_NonOperatingGrants,USDollar
2022,2.7,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_OtherRevenues_NonOperatingGrants,Percent
2022,516562000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherRevenues_NonOperatingGrants,USDollar
2022,0.8,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_TwoYear_OtherRevenues_NonOperatingGrants,Percent
2022,21533000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherRevenues_NonOperatingGrants,USDollar
2022,2.1,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_LessThanTwoYear_OtherRevenues_NonOperatingGrants,Percent
2022,382971620000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,55903806000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,917704000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,95604209000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,25,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,20088634000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,35.9,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,447616000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,48.8,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,44608863000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,11.6,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,33057000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,0,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,17615733000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,4.6,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,782657000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,1.4,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,6118000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,0.7,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,29866284000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,7.8,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,4540764000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,8.1,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,84693000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,9.2,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,17867653000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,4.7,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,6059540000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,10.8,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,75639000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,8.2,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,31496322000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,8.2,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,9280534000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,16.6,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,156972000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,17.1,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,20735214000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,5.4,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,7983540000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,14.3,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,54650000,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,6,country/USA,dcid:Expenditure_ExpenditureActivity_ScholarshipFelllowships_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,31945515000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,8.3,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,1561697000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,2.8,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,64330653000,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,16.8,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,2189468000,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_IndependentOperations_NonOperatingGrants,USDollar
2022,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PublicInstitution_FourYear_IndependentOperations_NonOperatingGrants,Percent
2022,26711707000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_FourYear_NonOperatingGrants,USDollar
2022,7,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_FourYear_NonOperatingGrants,Percent
2022,5573382000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_TwoYear_NonOperatingGrants,USDollar
2022,10,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_TwoYear_NonOperatingGrants,Percent
2022,92015000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,10,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpensesAndDeductions_PublicInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,219421031000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2022,871861000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2022,126798000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,USDollar
2022,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_NonOperatingGrants,Percent
2022,80868587000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TuitionAndFees_NonOperatingGrants,USDollar
2022,36.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_TuitionAndFees_NonOperatingGrants,Percent
2022,667456000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TuitionAndFees_NonOperatingGrants,USDollar
2022,76.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_TuitionAndFees_NonOperatingGrants,Percent
2022,80008000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TuitionAndFees_NonOperatingGrants,USDollar
2022,63.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_TuitionAndFees_NonOperatingGrants,Percent
2022,1346213000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_NonOperatingGrants,USDollar
2022,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_NonOperatingGrants,Percent
2022,8882000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_NonOperatingGrants,USDollar
2022,1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_NonOperatingGrants,Percent
2022,534000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_NonOperatingGrants,USDollar
2022,0.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_NonOperatingGrants,Percent
2022,617352000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,USDollar
2022,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,Percent
2022,8232000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,USDollar
2022,0.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,Percent
2022,534000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentAppropriations,USDollar
2022,0.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentAppropriations,Percent
2022,725482000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentAppropriations,USDollar
2022,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentAppropriations,Percent
2022,542000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentAppropriations,USDollar
2022,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentAppropriations,Percent
2022,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentAppropriations,USDollar
2022,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentAppropriations,Percent
2022,3378000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentAppropriations,USDollar
2022,108000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_LocalFunding_GovernmentAppropriations,USDollar
2022,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentAppropriations,USDollar
2022,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentAppropriations,Percent
2022,31359261000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentAppropriations,USDollar
2022,14.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_GovernmentAppropriations,Percent
2022,89579000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentAppropriations,USDollar
2022,10.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_GovernmentAppropriations,Percent
2022,30437000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentAppropriations,USDollar
2022,24,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentAppropriations,Percent
2022,29550275000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2022,13.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2022,79303000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2022,9.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2022,25503000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentGrantsAndContracts,USDollar
2022,20.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentGrantsAndContracts,Percent
2022,1229319000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2022,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,Percent
2022,9508000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2022,1.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2022,4154000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2022,3.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2022,579667000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2022,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2022,767000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_TwoYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
