StatisticalVariable,ISO3166Alpha3,Year,Value,unit
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BLZ,2017,23456750.0000000000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BLZ,2018,23083112.5000000000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1960,1301005.3222945000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1961,2173203.9468319300,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1962,2734537.6182585498,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1963,2963071.7993926900,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1964,3803662.4535255302,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1965,3994923.7128714905,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1966,3724387.2060176302,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1967,3910553.2091333000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1968,4293821.8245713199,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1969,4015987.0134366294,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1970,4099087.2023820295,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1971,4285361.4956638003,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1972,4904216.9917628197,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1973,6698401.4464599015,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1974,6447726.4701605700,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1975,7857666.1238469006,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1976,7160493.8271604897,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1977,10147346.1413220000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1978,8552841.4932463598,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1979,17562828.4803640023,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1980,23617947.7470654994,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1981,17186114.2085371017,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1982,16554779.8883769978,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1983,17765951.3050233014,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1984,21237787.6999338940,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1985,19810222.5199939013,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1986,26277338.5387489982,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1987,35602937.4087051004,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1988,36931589.2670087069,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1989,28525930.3841909990,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1990,32817291.9765668996,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,1999,17843134.3887191936,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2000,14496275.1553423014,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2001,13112535.6222520005,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2002,26000447.6404184997,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2003,34544046.7997246981,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2004,41780478.3402897865,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2005,44706029.5600870997,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2006,46786130.9261986017,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2008,64724601.1098580956,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2012,78223091.0412182063,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2013,86003157.6390575916,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2014,92990706.1881213039,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2015,90896085.8906078041,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2016,79581568.0520594120,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2017,116142782.3669400066,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BEN,2018,90212425.9945842028,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1961,4935417.9640530897,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1962,5195618.5710014701,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1963,6404292.3581165196,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1968,11583123.7931858003,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1969,12254609.2304720003,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1970,16787135.9321534000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1971,15863843.4558848999,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1972,20700640.9421659000,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1973,21129139.9666588008,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1974,39766636.0693247989,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1975,58304466.4174311012,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1976,66776055.5550065041,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1977,73254329.6013877988,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1978,97672439.4685170054,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1979,119737096.0681009889,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1980,159008134.9423469901,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1981,238715537.6244440079,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1982,123726843.5399840027,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1983,89973482.5986752063,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1984,144680785.7490519881,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1985,131208000.2136629820,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1986,92869207.2219057977,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1987,103362387.1527319998,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1988,92916951.6674937010,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1989,101690872.4345169961,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1990,137065127.5157099962,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1991,143643960.1073560119,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1992,141441910.3093949854,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1993,109897117.9907529950,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1994,134595240.3625569940,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1995,140760862.7722199857,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1996,146963017.8476769924,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1997,180200446.8754880130,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1998,228677000.3611529469,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,1999,176744242.0613819957,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2000,173245422.5249610245,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2001,184397571.0315850079,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2002,160437935.8437939882,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2003,173431324.8041239977,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2004,168881603.0704600215,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2005,169262316.4221439958,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2006,179525489.2268979847,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2007,221280687.7885690033,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2008,327194708.1643249989,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2009,345777777.7777780294,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2010,327413146.1220210195,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2011,403568566.0577539802,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2012,499870043.4153400064,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2013,564409840.8104200363,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2014,625885094.0665700436,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2015,575524224.9420410395,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2016,552381263.9032779932,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2017,574070189.6177799702,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BOL,2018,618842083.1481139660,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2002,241025517.6429260373,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2003,202282838.8913570046,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2004,200100307.2703729868,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2005,173304847.6524749994,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2006,178375570.0513769984,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2007,195049685.0944719911,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2008,233292390.6530860066,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2009,242471357.8475589752,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2010,219915489.5242219865,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2011,211878260.6223439872,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2012,197344650.2125200033,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2013,197617188.8259049952,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2014,190380454.6412749887,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2015,162215681.8804709911,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2016,157912010.5787030160,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2017,164638050.3153719902,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BIH,2018,221131597.1261940002,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1977,5650505.9622784900,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1978,14305862.2942267992,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1979,24355619.0314930007,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1980,31844060.6002123021,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1981,31162681.7474526018,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1982,23551463.5899228938,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1983,24454614.2415651008,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1984,26109660.5744124986,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1985,20997913.3487861007,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1986,34310908.1814021021,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1987,73826342.8115358949,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1988,93747094.7560689151,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1989,102798415.7944110036,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1990,156250839.8415449858,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1991,172269188.1517240107,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1992,177986045.6077319980,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1993,185671482.8709030449,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1994,170433762.3153859973,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1995,165873977.8011049926,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1996,140560134.7692680061,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1997,160507675.1142230034,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1998,181051047.3558169901,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,1999,169578756.1629620194,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2000,184718394.6121189892,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2001,210322093.5567589998,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2002,223549258.8261319995,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2003,301014357.7787970304,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2004,314038897.1401420236,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2005,283835745.1055210233,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2006,272934274.7538369894,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2007,306451402.7125729918,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2008,332400254.2896729708,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2009,330147278.7394800186,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2010,348672725.2922599912,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2011,363324481.1530449986,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2012,326874161.6507899761,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2013,306438573.5768089890,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2014,346281450.2544540167,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2015,383739877.5429589748,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2016,514463449.2296970487,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2017,522430455.5156209469,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BWA,2018,529481041.9848639369,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1960,382729752.0528509617,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1961,342339720.8219580054,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1962,387449035.5499390364,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1963,441999606.2185329795,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1964,354227857.0690600276,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1965,632869026.5379019976,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1966,718216574.5649319887,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1967,746139163.6300539970,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1968,755307566.6848120689,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1969,816622810.9971870184,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1970,1026234373.8209599257,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1971,1075071452.9197399616,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1972,1195501487.5621099472,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1973,1512670977.0873699188,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1974,1790114213.3707199097,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1975,2141126693.2814695835,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1976,2576476981.6680397987,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1977,2499644658.3573899269,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1978,2690623101.7615699768,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1979,2829161199.5849299431,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1980,2259307478.8600897789,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1981,2517859757.1718196869,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1982,3031328924.0964198112,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1983,2082669250.9150297642,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1984,2013151757.8816106319,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1985,2687049984.3472800255,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1986,2758186568.4774799347,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1987,4323674770.1206998825,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1988,5874167752.8446102142,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1989,8761486965.8102302551,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1990,9236296955.4052600861,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1991,6694665295.1506299973,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1992,4993804466.9281396866,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1993,7099899155.0973701477,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1994,10591499118.3780994415,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1995,14318919608.0930995941,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1996,14073226544.6224002838,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1997,13934266551.6378002167,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1998,14357357046.8411006927,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,1999,9866973918.5084304810,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2000,11344032534.9018001556,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2001,10930231568.3745994568,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2002,9664561903.3269901276,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2003,8392905884.0349903107,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2004,9780111585.1657409668,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2005,13588619736.3610992432,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2006,16404867307.4889945984,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2007,20485758014.6477012634,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2008,24452903035.8223991394,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2009,25648809910.8246002197,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2010,34002944470.0237998962,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2011,36936209895.8052978516,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2012,33987005074.0629005432,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2013,32874787230.5886993408,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2014,32659614240.8020973206,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2015,24617701683.0654983521,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2016,24224746901.4667015076,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2017,29283050314.4654006958,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRA,2018,27766427104.0139999390,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1984,97366249.7421569228,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1985,101752153.2622780055,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1986,110162485.8777820021,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1987,104464429.8616320044,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1988,178392184.5340439975,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1989,186129028.9499860108,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1990,231168587.5544129908,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1991,245434285.5488990843,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1992,251692787.4669269919,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1993,233941291.8758009970,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1994,261876080.2388310134,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1995,285738475.2148330212,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1996,328359479.1637120247,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1997,369070790.2021129727,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1998,293977055.4493309855,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,1999,258413177.8921039999,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2000,244205201.9768440425,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2001,217667939.1869269907,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2002,226182431.4890620112,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2003,243373245.0148659647,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2004,199381149.3110409975,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2005,248588079.7885119915,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2006,293436463.5320619941,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2007,323137150.8194549680,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2008,361989034.4842190146,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2009,349759722.8046780229,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2010,390719540.0107079744,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2011,415371528.9647110105,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2012,411261473.9470379949,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2013,412094279.7541499734,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2014,527785231.7211769819,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2015,424022039.1672649980,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2016,403366488.7129769921,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2017,346706804.4215499759,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BRN,2018,346588691.0037940145,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1989,2071428571.4285697937,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1990,794520547.9452049732,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1991,232176386.5933600366,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1992,255770911.5212589502,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1993,282674243.3027949929,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1994,241993434.7735330164,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1995,311147105.5875470042,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1996,213616356.2671099901,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1997,244369396.1519249976,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1998,320389011.3385900259,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,1999,357224539.5833109617,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,2000,351343204.8528689742,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,2001,406003542.8043079972,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,2002,455950466.5427690148,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,2003,569054077.4513759613,USDollar
dcs:WorldBank/MS_MIL_XPND_CD,dcid:country/BGR,2004,650748201.7128959894,USDollar
