StatisticalVariable,ISO3166Alpha3,Year,Value
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SYC,2018,20.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SYC,2019,20.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1960,30160.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1961,30573.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1962,30924.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1963,31227.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1964,31503.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1965,31767.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1966,32006.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1967,32218.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1968,32398.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1969,32547.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1970,32660.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1971,32633.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1972,32608.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1973,32271.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1974,32000.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1975,31860.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1976,31599.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1977,31337.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1978,31450.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1979,31731.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1980,32032.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1981,32432.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1982,32634.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1983,32604.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1984,32807.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1985,33084.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1986,33301.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1987,34755.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1988,34895.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1989,35102.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1990,35261.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1991,35708.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1992,35833.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1993,36535.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1994,37455.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1995,37928.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1996,38393.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1997,38736.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1998,39375.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,1999,40014.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2000,40214.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2001,40076.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2002,41128.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2003,40461.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2004,40093.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2005,40045.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2006,40634.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2007,40573.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2008,41201.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2009,41057.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2010,41890.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2011,40468.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2012,40513.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2013,40894.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2014,41140.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2015,41665.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2016,41818.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2017,41921.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2018,41907.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SYC,2019,41863.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1960,1915480.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1961,1931219.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1962,1947635.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1963,1964298.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1964,1980438.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1965,1997069.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1966,2014114.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1967,2031610.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1968,2049539.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1969,2068006.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1970,2086968.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1971,2106404.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1972,2126252.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1973,2146523.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1974,2167021.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1975,2194982.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1976,2229523.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1977,2265201.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1978,2301903.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1979,2339533.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1980,2378080.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1981,2416283.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1982,2454046.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1983,2493532.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1984,2537605.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1985,2587726.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1986,2650617.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1987,2723526.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1988,2793798.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1989,2849669.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1990,2883355.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1991,2892511.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1992,2881671.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1993,2859060.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1994,2836177.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1995,2822148.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1996,2817594.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1997,2822064.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1998,2841655.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,1999,2883410.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2000,2951272.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2001,3048929.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2002,3172678.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2003,3310377.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2004,3445368.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2005,3561316.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2006,3654757.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2007,3732200.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2008,3798111.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2009,3859864.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2010,3922775.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2011,3987300.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2012,4051580.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2013,4115917.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2014,4179972.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2015,4243693.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2016,4307305.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2017,4370548.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2018,4432882.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SLE,2019,4493849.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1960,23002.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1961,23150.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1962,23258.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1963,23377.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1964,23488.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1965,23570.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1966,23650.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1967,23706.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1968,23770.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1969,23844.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1970,23930.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1971,24035.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1972,24160.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1973,24294.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1974,24439.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1975,24596.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1976,24785.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1977,25004.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1978,25248.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1979,25527.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1980,25859.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1981,26218.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1982,26619.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1983,27034.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1984,27450.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1985,27873.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1986,28245.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1987,28609.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1988,28929.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1989,29169.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1990,29364.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1991,29455.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1992,29444.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1993,29329.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1994,29143.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1995,28886.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1996,28620.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1997,28382.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1998,28207.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,1999,28107.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2000,28099.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2001,28160.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2002,28261.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2003,28363.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2004,28425.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2005,28384.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2006,28207.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2007,27889.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2008,27395.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2009,26772.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2010,26064.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2011,25291.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2012,24541.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2013,23833.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2014,23383.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2015,23304.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2016,22025.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2017,21500.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2018,20974.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SLE,2019,20472.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1960,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1961,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1962,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1963,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1964,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1965,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1966,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1967,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1968,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1969,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1970,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1971,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1972,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1973,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1974,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1975,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1976,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1977,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1978,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1979,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1980,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1981,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1982,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1983,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1984,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1985,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1986,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1987,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1988,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1989,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1990,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1991,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1992,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1993,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1994,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1995,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1996,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1997,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1998,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,1999,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2000,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2001,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2002,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2003,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2004,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2005,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2006,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2007,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2008,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2009,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2010,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2011,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2012,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2013,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2014,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2015,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2016,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2017,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2018,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SGP,2019,0.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1960,2183.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1961,2002.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1962,1836.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1963,1701.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1964,1597.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1965,1502.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1966,1402.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1967,1301.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1968,1209.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1969,1130.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1970,1063.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1971,999.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1972,926.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1973,828.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1974,713.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1975,614.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1976,548.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1977,511.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1978,493.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1979,487.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1980,482.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1981,468.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1982,447.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1983,429.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1984,415.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1985,405.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1986,397.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1987,388.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1988,375.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1989,355.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1990,332.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1991,306.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1992,280.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1993,258.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1994,240.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1995,225.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1996,212.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1997,199.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1998,185.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,1999,170.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2000,154.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2001,140.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2002,128.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2003,119.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2004,112.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2005,108.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2006,106.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2007,106.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2008,107.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2009,108.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2010,109.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2011,110.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2012,111.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2013,111.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2014,111.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2015,111.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2016,110.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2017,109.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2018,106.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SGP,2019,103.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,1998,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,1999,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2000,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2001,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2002,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2003,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2004,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2005,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2006,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2007,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2008,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2009,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2010,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2011,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2012,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2013,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2014,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2015,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2016,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2017,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2018,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SXM,2019,0.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SVK,1960,2706748.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SVK,1961,2768470.0000000000
