StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,scalingFactor
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/STP,2000,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/STP,2008,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/STP,2014,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,1993,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2000,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2005,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2011,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2013,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2014,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2015,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2016,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2017,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SEN,2019,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SRB,2005,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SRB,2010,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SRB,2014,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2000,3.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2005,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2008,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2010,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2013,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLE,2017,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SLB,2015,3.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SOM,2006,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SOM,2009,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZAF,1994,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZAF,2004,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZAF,2008,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZAF,2012,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZAF,2016,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SSD,2010,8.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/LKA,2012,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/LCA,2012,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SDN,2010,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SDN,2014,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SUR,2000,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SUR,2006,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SUR,2010,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SYR,1993,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SYR,2006,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/SYR,2010,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2005,3.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2007,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2009,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2012,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2016,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TJK,2017,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,1991,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,1996,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,1999,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2004,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2009,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2010,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2011,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2013,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TZA,2015,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/THA,2006,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/THA,2012,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/THA,2016,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TLS,2007,4.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TLS,2009,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TLS,2013,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TGO,2006,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TGO,2010,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TGO,2012,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TGO,2014,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TTO,2000,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TTO,2011,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUN,2012,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUN,2018,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUR,1993,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUR,1998,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUR,2004,0.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUR,2008,0.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TUR,2013,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TKM,2006,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/TKM,2015,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,1988,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2000,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2006,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2009,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2011,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2012,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2014,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UGA,2016,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UKR,2000,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UZB,2002,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UZB,2006,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/UZB,2017,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/VUT,2007,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/VUT,2013,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/VNM,1993,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/VNM,2000,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/VNM,2010,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/PSE,2004,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/PSE,2006,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/PSE,2010,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/PSE,2014,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/YEM,1991,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/YEM,1997,6.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/YEM,2003,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/YEM,2005,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/YEM,2013,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,1992,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,1996,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,1999,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,2002,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,2007,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,2013,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZMB,2018,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,1988,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,1999,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2005,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2009,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2010,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2014,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2015,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_SVR_WAST_FE_ZS,dcid:country/ZWE,2019,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AFG,2013,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AFG,2018,4.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ALB,2000,11.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ALB,2005,7.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ALB,2009,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ALB,2017,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/DZA,1992,7.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/DZA,2000,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/DZA,2002,9.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/DZA,2006,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/DZA,2012,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AGO,1996,7.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AGO,2015,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ARM,2000,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ARM,2005,5.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ARM,2010,3.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/ARM,2016,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AZE,2000,8.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AZE,2006,5.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/AZE,2013,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,1997,19.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,2000,11.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,2004,13.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,2007,16.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,2011,15.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BGD,2014,13.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BRB,2012,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BLR,2005,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BLZ,2006,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BLZ,2011,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BLZ,2015,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BEN,2001,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BEN,2014,3.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BEN,2018,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BTN,1999,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BTN,2008,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BTN,2010,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BOL,1998,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BOL,2003,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BOL,2008,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BOL,2012,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BOL,2016,1.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BIH,2000,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BIH,2006,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BIH,2012,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BWA,2000,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BWA,2007,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BRA,1989,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BRA,1996,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BRA,2007,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,1993,15.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,1999,13.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2003,20.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2006,22.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2010,14.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2011,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2012,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2014,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2016,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2017,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BFA,2018,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BDI,2000,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BDI,2010,5.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/BDI,2016,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/KHM,2000,15.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/KHM,2005,8.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/KHM,2008,8.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/KHM,2010,10.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/KHM,2014,9.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CMR,1991,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CMR,2004,6.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CMR,2006,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CMR,2011,4.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CMR,2014,4.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CAF,2000,9.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CAF,2006,11.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CAF,2010,5.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CAF,2012,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/TCD,1997,15.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/TCD,2000,14.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/TCD,2004,15.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/TCD,2010,15.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/TCD,2015,11.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COL,1995,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COL,2000,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COL,2004,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COL,2010,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COL,2016,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COM,2000,12.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COM,2012,10.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COD,2001,14.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COD,2007,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COD,2010,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COD,2013,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COG,2005,7.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COG,2011,5.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/COG,2014,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_FE_ZS,dcid:country/CIV,1998,6.7000000000,JointChildMalnutritionEstimate,100
