StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,sourceScalingFactor
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2010,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2011,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2012,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2013,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2014,0.3020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2015,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/FRA,2016,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2000,0.0260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2005,0.0170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2010,0.0120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2011,0.0110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2012,0.0100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2013,0.0090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2014,0.0080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2015,0.0080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GMB,2016,0.0070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2000,0.0630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2005,0.0590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2010,0.0560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2011,0.0550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2012,0.0550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2013,0.0540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2014,0.0530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2015,0.0530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GEO,2016,0.0530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2000,0.3080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2005,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2010,0.2910000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2011,0.2890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2012,0.2870000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2013,0.2850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2014,0.2860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2015,0.2840000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/DEU,2016,0.2820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2000,0.0090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2005,0.0060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2010,0.0040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2011,0.0040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2012,0.0040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2013,0.0030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2014,0.0030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2015,0.0030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GHA,2016,0.0030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2000,0.4610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2005,0.4200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2010,0.3860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2011,0.3800000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2012,0.3740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2013,0.3690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2014,0.3640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2015,0.3590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/GRC,2016,0.3530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2000,0.0560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2005,0.0450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2010,0.0370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2011,0.0350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2012,0.0340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2013,0.0330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2014,0.0310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2015,0.0300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HTI,2016,0.0290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2000,0.0390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2005,0.0310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2010,0.0250000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2011,0.0240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2012,0.0240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2013,0.0230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2014,0.0220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2015,0.0210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HND,2016,0.0200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2000,0.3580000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2005,0.3260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2010,0.2990000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2011,0.2920000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2012,0.2890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2013,0.2830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2014,0.2770000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2015,0.2720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/HUN,2016,0.2680000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2000,0.2740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2005,0.2220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2010,0.1810000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2011,0.1740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2012,0.1670000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2013,0.1610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2014,0.1550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2015,0.1490000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISL,2016,0.1430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2000,0.0710000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2005,0.0470000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2010,0.0310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2011,0.0280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2012,0.0260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2013,0.0240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2014,0.0220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2015,0.0200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IND,2016,0.0190000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2000,0.0560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2005,0.0440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2010,0.0360000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2011,0.0340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2012,0.0330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2013,0.0310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2014,0.0300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2015,0.0290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IDN,2016,0.0280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2000,0.0480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2005,0.0270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2010,0.0160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2011,0.0140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2012,0.0120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2013,0.0110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2014,0.0100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2015,0.0090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRN,2016,0.0080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2000,0.3790000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2005,0.3230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2010,0.2790000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2011,0.2690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2012,0.2610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2013,0.2530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2014,0.2450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2015,0.2380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/IRL,2016,0.2300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2000,0.2440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2005,0.2120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2010,0.1820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2011,0.1780000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2012,0.1720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2013,0.1670000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2014,0.1630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2015,0.1590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ISR,2016,0.1540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2000,0.2030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2005,0.2020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2010,0.2000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2011,0.2000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2012,0.1980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2013,0.1980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2014,0.1990000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2015,0.1980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/ITA,2016,0.1980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2000,0.0910000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2005,0.0760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2010,0.0640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2011,0.0620000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2012,0.0600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2013,0.0590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2014,0.0570000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2015,0.0550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JAM,2016,0.0530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2000,0.1460000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2005,0.1340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2010,0.1240000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2011,0.1210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2012,0.1200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2013,0.1180000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2014,0.1160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2015,0.1140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/JPN,2016,0.1120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2000,0.1070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2005,0.0930000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2010,0.0820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2011,0.0800000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2012,0.0780000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2013,0.0760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2014,0.0740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2015,0.0720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KAZ,2016,0.0700000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2000,0.0280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2005,0.0210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2010,0.0160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2011,0.0160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2012,0.0150000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2013,0.0140000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2014,0.0130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2015,0.0130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KEN,2016,0.0120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2000,0.5850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2005,0.4990000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2010,0.4260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2011,0.4160000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2012,0.4030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2013,0.3910000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2014,0.3810000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2015,0.3700000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KIR,2016,0.3590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2000,0.0690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2005,0.0660000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2010,0.0640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2011,0.0640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2012,0.0630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2013,0.0630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2014,0.0630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2015,0.0620000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KOR,2016,0.0620000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2000,0.0550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2005,0.0440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2010,0.0350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2011,0.0330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2012,0.0320000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2013,0.0300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2014,0.0290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2015,0.0280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KWT,2016,0.0270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2000,0.0530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2005,0.0470000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2010,0.0420000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2011,0.0410000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2012,0.0400000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2013,0.0390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2014,0.0380000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2015,0.0370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK_FE,dcid:country/KGZ,2016,0.0360000000,dcs:AgeAdjusted,100.0000000000
