StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2013,3746058.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2014,3785336.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2015,3828283.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2016,3882481.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2017,3942265.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2018,4003749.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LKA,2019,4052088.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1960,14152.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1961,14471.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1962,14730.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1963,14928.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1964,15078.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1965,15185.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1966,15243.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1967,15255.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1968,15254.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1969,15284.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1970,15324.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1971,15268.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1972,15288.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1973,15364.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1974,15448.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1975,15507.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1976,15541.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1977,15549.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1978,15544.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1979,15533.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1980,15503.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1981,15360.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1982,15222.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1983,15080.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1984,14926.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1985,14755.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1986,14566.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1987,14360.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1988,14168.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1989,14017.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1990,13933.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1991,13920.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1992,13952.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1993,14024.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1994,14110.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1995,14185.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1996,14240.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1997,14287.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1998,14328.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,1999,14377.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2000,14447.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2001,14538.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2002,14658.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2003,14781.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2004,14902.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2005,15007.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2006,15095.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2007,15167.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2008,15228.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2009,15291.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2010,15353.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2011,15419.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2012,15496.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2013,15584.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2014,15682.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2015,15784.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2016,15895.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2017,16016.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2018,16139.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/KNA,2019,16269.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1960,19249.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1961,19682.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1962,20155.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1963,20669.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1964,21214.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1965,21784.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1966,22382.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1967,23006.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1968,23645.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1969,24268.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1970,24867.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1971,25430.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1972,25960.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1973,26483.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1974,27031.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1975,27626.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1976,28283.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1977,28994.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1978,29742.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1979,30507.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1980,31270.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1981,32022.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1982,32772.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1983,33538.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1984,34358.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1985,35251.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1986,36229.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1987,37278.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1988,38375.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1989,39461.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1990,40507.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1991,41399.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1992,41633.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1993,41828.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1994,42023.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1995,42247.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1996,42514.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1997,42808.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1998,43103.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,1999,43354.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2000,43530.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2001,43457.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2002,41966.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2003,40479.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2004,39051.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2005,37725.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2006,36496.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2007,35345.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2008,34225.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2009,33089.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2010,32119.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2011,32388.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2012,32591.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2013,32771.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2014,32953.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2015,33165.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2016,33409.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2017,33679.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2018,33973.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/LCA,2019,34280.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1960,21008.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1961,21688.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1962,22350.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1963,22998.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1964,23645.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1965,24300.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1966,24966.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1967,25640.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1968,26330.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1969,27038.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1970,27771.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1971,28529.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1972,29315.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1973,30125.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1974,30946.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1975,31784.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1976,32631.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1977,33483.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1978,34347.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1979,35209.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1980,36073.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1981,36932.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1982,37787.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1983,38637.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1984,39488.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1985,40341.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1986,41201.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1987,42063.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1988,42911.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1989,43731.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1990,44508.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1991,45211.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1992,45669.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1993,46090.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1994,46485.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1995,46866.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1996,47230.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1997,47582.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1998,47929.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,1999,48300.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2000,48703.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2001,49144.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2002,49632.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2003,50137.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2004,50627.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2005,51083.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2006,51491.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2007,51865.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2008,52224.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2009,52594.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2010,53003.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2011,53460.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2012,53951.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2013,54478.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2014,55038.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2015,55626.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2016,56232.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2017,56873.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2018,57527.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/VCT,2019,58185.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1960,810731.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1961,872668.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1962,939444.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1963,1011469.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1964,1089192.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1965,1172825.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1966,1262982.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1967,1360216.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1968,1464966.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1969,1577575.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1970,1698845.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1971,1829017.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1972,1968957.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1973,2104071.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1974,2199226.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1975,2300463.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1976,2407884.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1977,2521418.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1978,2640882.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1979,2765735.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1980,2895546.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1981,3030395.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1982,3170939.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1983,3366654.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1984,3648593.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1985,3947501.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1986,4262686.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1987,4595443.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1988,4951602.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1989,5338549.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1990,5764225.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1991,6234006.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1992,6748183.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1993,7237517.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1994,7510084.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1995,7766219.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1996,8000745.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1997,8218098.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1998,8426427.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,1999,8638176.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2000,8863016.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2001,9104028.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2002,9358045.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2003,9620038.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2004,9882156.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2005,10139061.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2006,10389194.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2007,10635642.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2008,10883297.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2009,11146285.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2010,11430599.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2011,11738569.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2012,12069179.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2013,12421899.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2014,12794292.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2015,13185766.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2016,13596345.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2017,14027564.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2018,14480887.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SDN,2019,14957233.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1960,136048.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1961,139959.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1962,143849.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1963,147776.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1964,151619.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1965,154958.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1966,158518.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1967,162163.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1968,165482.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1969,167899.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1970,169057.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1971,168800.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1972,172033.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1973,179126.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1974,185973.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1975,193080.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1976,200683.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1977,208680.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1978,216997.0000000000,WorldBankEstimate
dcs:WorldBank/SP_URB_TOTL,dcid:country/SUR,1979,225348.0000000000,WorldBankEstimate
