key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
New Registrants Per Year Of Study: 4Th Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 4Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 4Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Registrants Per Year Of Study: 4Th Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 5: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 5Th Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 6Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: 6Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Grade 6: Total: Total,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
New Entrants By Grade: Total: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 1St Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Tci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Tci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 2: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 2Nd Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 3: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 3: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 3Rd Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Enc,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Ecc,#ignore,ignore values,,,,,,,,,,,,
Management Regime In Secondary Education: Ecp,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 4: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 4: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 4: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 4: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 4Th Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 5: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Year 5: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 5Th Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Grade: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Year: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Year: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: 6Th Year: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Enc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Enc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecc: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecc: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecp: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecp: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecs: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecs: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecf: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Ecf: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Other: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Eci: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Eci: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Eck: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Eck: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Other: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Public Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Public Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Total: Total,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Total: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Total: Boy,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Private Sector: Girl,#ignore,ignore values,,,,,,,,,,,,
Number Of Repeaters By Management Regime: Total: Private Sector: Boy,#ignore,ignore values,,,,,,,,,,,,
